EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;raudteejaama;metsavend;tähendab;;hanso;ruutkilomeetrit;metsavendadest;mäletaks
truckiwehruckiver;mehe;elektriasjanduses;põsacelli;number;metsas;röövinud;sõjasaagiks;eesti
messarenda;peatas;huvitav;saatis;noorem;uurimisreisile;kinnivõtjate;külamees;lõpp-protokoll
morseühendus;kasutati;kaevanduste;käeulatuses;story;lätlased;põgenedes;viimaseni;koguneti
täiendvolitused;maa;uurimisreisile;nuriseda;head;tallinnasse;kaasvangide;tõsielujuttudele;võtan
õnnestus;loll;põgeneda;müüriääreistuva;termini;metsavenna;kuritegu;kadunud;kaunis
üheskoos;süüteaeg;raudteejaama;pliiatsitaolise;meeter;kaasvangide;metsas;kirjuta;metsavend
latviru;telefonivõrgumehhaanik;traktorit;julgeolekusse;land;siberi;aastakümneid;näe;vene
patentvõti;garagandasse;ervin;märkides;tube;kinkisin;otsimas;üksiksoldat;aja
kuiboshevis;klapp;jälitati;karjobised;ando;küla;uurimisreisile;käisime;viis
järjekord;närvipinget;lanco;poskasse;laste;väljakule;politseiniku;võetud;vägivalda
disuse;rabatüüpi;talvel;kuus-seitsekümmend;mail;kaua;elmar;vangivalvuriks;metsa
keldriavara;edasisaatmine;;koridorist;andma;ronka;võõras;mäletan;mõtlesin
tühja-tähja;käeraudadega;lambasõnniku;ülebest;signaali;eestiaegne;sõitsime;kuulijälgi;külamees
mereväevormis;inimese;üks-ga;jäljetult;vastavalt;salapärane;avastatud;ütlesin;teada
žiletiterad;võeti;hiljem;soldatid;eemale;sõitsin;mõrvarite;kuidagimoodi;asjamees
küsimuste;andis;mäletan;sedalaadi;punkt;loomavagunis;sihikson;esimesena;uuesti
põlved;jadas;sõitsime;öeldakse;tähendab;barakki;liikunud;sidetöötaja;hästi
jõudiski;veoautos;maa-alused;hetkeks;kar;põhjas;kaugel;morseoskajaid;olnudki
lõhkus;;teavad;vahupintsli;ootamise;pärit;kuulipilduja;grupimeestest;49
hoiatussignalisatsioon;kindlat;küsiti;arreteeritakse;taskute;kaugel;tallinnasse;tanksaapad;valmis
ütleksin;hammaste;laagrisse;vabastati;meest;keldrisse;kuiboshevis;ebamõrvad;raudteejaama
lanco;väikeseks;lainepikkusel;keelde;kell;tsaar;arreteeritakse;põgeneda;keha
salatooriumide;isa;mehaanik;võrdlemisi;vastav;lumi;barakki;liige;rahu
plekktass;võtnud;morseühendus;iseendale;kodus;jahipidamiseks;piinatud;julgeolekumees;ongi
tallinnas;istusin;abistamiseks;seitsmemeheline;eeldude;vanem;julgeolekuvees;elu;kaarli
öeldakse;õlitada;küla;arvuliselt;protokolli;jälgiti;hanso;raudteejaamast;antud
tõustaja;talukoht;juuksur;releede;iseendale;oksad;sõjasaagiks;võsaäärt;18
pühapäeviti;sõnnikuveoajalgi;ronka;näitama;saavutada;põgeneda;kadunud;avastatud;politseiga
tõsielujuttudele;varjus;telefonivõrgumehhaanik;kuidagimoodi;anti;ükskord;ähvardasid;rabatüüpi;lihtsalt
lõpp-protokoll;48;järvin;sidetöötaja;pilude;ruutkilomeetrit;jahipidamiseks;kestnud;olukorras
hävitamine;usu;maskeeritud;uurimisreisile;kindlad;aastakümneid;müüriääreistuva;läänemaalt;tasu
lankots;kuresoosse;jahipidamiseks;näita;asi;il;peidupaik;üksikvarjunimi;lätlased
jäetika;punkti;julgeolekuvees;püssi;ained;jäävad;külamees;saatekavas;21
üksikvarjunimi;inimene;majateenija;üksikvarjunimi;tina;koju;siberi;röövinud;külg
kiviäärt;ööbida;lendas;sõitis;usu;edasisaatmine;tõsielujuttudele;kaevanduste;hingata
rõõmustav;aednikuks;hansu;ruutkilomeetrit;last;virumaapoiss;hävitamine;üheskoos;tunnus
presendi;nägu;grupimeestest;riisi;kindel;horki;esikõrgendik;müüriääreistuva;musta
äraminek;kord;tõsielujuttudele;püssigranaat;auto;sakslased;maa-alused;eestiaegne;ajal
püksinööbid;känd;ilmselt;ümberringi;kontrolliks;olendit;kaua;kaaslane;20
kokkumäng;bbc;endine;vaguniga;kodust;läänemaalt;kolhooside;kinnivõtjate;land
pingirea;mäng;puhkepaigana;sekundit;patent;majateenija;juhtus;enesekaitseks;48
eestiaegne;karjusid;loomatalitusele;eestiaegne;ootasime;naride;arvatud;mees;aeg
hommikusöök;põrandat;kuulmiseni;ööbida;sadada;land;mäletan;misjaoks;mees
sahkerdas;tont;opereerin;habemenuga;toored;röövitud;läänemaalt;lõpp-protokoll;tina
tähendab;raadiojaam;tunnus;pagarisse;viru;roov;päästis;teavad;raudteejaamast
tõustes;kuiboshevis;ainukene;tühja-tähja;punkti;elama;kõikjal;minutit;lasta
virumaapoiss;vanematele;polegi;lambaaeda;vetot;isa;roov;süüdi;kivi
leivapätsikujuline;tukkuda;lennuabiteenistusega;kõrvalkambrites;inimene;kadunud;sügavale;otsekohe;ühtki
sõnnikuveoajalgi;tööle;poskasse;nisuse;aluse;avastatud;nkvd;kirjutamata;jaanuar
