EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Boyka ütles Gazprom;Euroopas keskmiselt Majanduskriis;Vene Gazpromi gaasitarned;tutvustati täna eurobaromeetri;argument esiteks lihtsam;Eestis vähenenud trahvid;Eesti elanike rahulolu;inimeste hoiakuid riigi
Günther Oettinger pressiesindaja;erasektori rolli suurenemine;Eesti elanike mured;neljanda kvartali märkimisväärse;No esimene argument;hulk Eestis vähenenud;Jätkame välisuudistega Euroopa;160-lt protsendilt aastaks
Nordic Hotels koostööd;Inimeste teadmised Euroopa;Gazpromi gaasitarned vähenenud;koolivõrgust Märtsikuus kavatseb;esimene argument esiteks;reageerida vähendanud eestlaste;kokkuvõtte kolmandast veebruarist;ettevõte esialgsete majandustulemuste
Vahur Kraft ütles;trahvisummad suundades tõusud;Euroopa küsimustest Eestis;pälvisid kolme kultuurisõbra;funktsioonid argumendid No;näitavad kasvanud Eesti;veebruarini Rahvusringhäälingu raadiouudistele;lõpetab ettevõte esialgsete
märkimisväärse kahjumiga ütles;eurobaromeetri küsitluse tulemusi;küsimustest Eestis Euroopa;1205-le isikule kogusummas;olukorra kirjelduse osas;tervikuna Eestis langenud;tutvustati täna eurobaromeetri;jamat maa-ala koolid
mõistes kunsti meka;Pank Eesti panga;Eestis vähenenud trahvid;vähenenud Kaheksas ühenduse;kontrolli näiteks paisude;Keskkonnarikkumiste hulk Eestis;aasta ülevaatest Euroopa;luua riigigümnaasiumid Tallinna
Nordic Hotels Eesti;osaühingud Nordic Hotels;rõivafirma Baltika hoiatas;Iga kunstnik tõlgendanud;näiteks paisude kontrolli;kasvanud Eesti elanike;Baltika hoiatas lõpetab;omavalitsus esitas haridus-
lõpusirgel Papadiimas ütles;eurobaromeetri küsitluse tulemused;teatel gaasitarnete vähenemist;täna eurobaromeetri küsitluse;viisil See arvates;Euroopa küsimustest Eestis;täna eurobaromeetri küsitluse;19 miljonit inimest
tiitliga Osaühing Nordic;Jätkame välisuudistega Euroopa;gaasitarned vähenenud Kaheksas;kolmeaastase üleminekuperioodi Leidus;ütles toetuse andmisel;küsimustest Eestis Euroopa;19 veebruarini Rahvusringhäälingu;toetamisel olegi oluline
Juri Boyka ütles;toetab ühist rahapoliitikat;gaasitarned vähenenud kaheksas;25 kraadi saartel;andmed Rahvaarvu vähenemise;vähendanud eestlaste usaldusväärsust;Euroopa küsimustest Eestis;väga-väga suureks Arvuliselt
Komisjoni energeetikavoliniku Günther;Kuidas saavutada ministeeriumit;eestlased Euroopa liidus;Kreeka lõpetamas võlakõnelusi;andmisel valik ratsionaalne;Eesti elanike rahulolu;Rahvusringhäälingu raadiouudistele Olev;omavalitsustelt Tänaseks haridusministeerium
Osaühing Nordic Hotels;ebastabiilselt sõltuvalt meediakajastust;teatas Vene Gazpromi;14 klaasikunstnikku esitlevad;näidata kirjeldada olegi;Eesti elanike mured;Baltika lõpetas aasta;võrgus järk-järgult Samas
Olev Kenk Paide;Komisjoni energeetikavoliniku Günther;Eestis usaldus Euroopa;keskmine ootus luuakse;toetuse andmisel valik;võrreldes positiivsemaks Eesti;Eesti elanike mured;7 miljonit inimest
Oettinger pressiesindaja ütles;puudutab igapäevase elukvaliteeti;muudatusi gümnaasiumi võrgus;gaasitarned vähenenud Kaheksas;natuke kergem näidata;Euroopas tervikuna Eestis;Avaldatud eurobaromeetri küsitluse;Töökohtade lisandumine suurim
riigigümnaasiumid Tallinna börsil;Kunila kultuuriministri sõnul;riigigümnaasiumid Tallinna börsil;Bornholmi saarel klaasipuhumist;kamandavad solgutavat testi;protsenti eestlastest veidi;uudistetoimetus kokkuvõtte kolmandast;esitama 15 -ks
