EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
roll Over Beethoven;näiteks Marlene Dietrich;1963 massipsühhoos biitmuusikas;pildistanud Selle plaadi;diskograafia statistilised andmed;kuumad kuuekümnendad ansambel;saatesarjaga kuumad kuuekümnendad;1963 massipsühhoos biitmuusikas;1964 aastal Johniga
General ardist Corporation;sõitis New Yorki;Oleme saatesarjaga kuumad;Salumets viimases saates;Bernstein andma piletid;biitlitemaania jõudnud kontserdi;fännidest kuude jäid;1963 Enne jõudis;kuulajal soovisid teada
The Beatles Raadio;Mongol London Times;hävis täielikult 1964;84 -le Inglismaal;andnud kool kodu;Oleme saatesarjaga kuumad;kuuekümnendad kuulmiseni jälle;Lennonit makaronid 1963;liverpooli noormehega identifitseerida
Apple Street balleidium;biitlasi kontserdite toimus;esinemine Ameerikas jätkas;seisukorra Birminghamis biitlid;pileteid Bernstein andma;varsti ringlemas biitlid;Oleme saatesarjaga kuumad;paustan tegelikult 1961;kontserditel Ed Sullivani
New Musicale Expressi;sümboolikaga sviitreid Teine;lõpul ilmus biitlasi;Miamisse toimus sallimani;persoon Me isiku;palavik kontsert jääma;kuumus muutub tõepoolest;Epstein biitlasele esinemised;2169 Kõige müüdud
Margaret lord Snowden;Inglismaa kiriku liidrid;Inglismaal USAs Ansambel;kerge nelja liverpooli;Me tegelikult persoon;sylamsi juhtis singlite;Maania täie ringreisid;biitlisse liikmed psühhopaadid;TV-kompaniid filmisid tänaval
Daily Mirror pareeris;Ed Sullivani telesaatest;kuuekümnendad ansambel peidus;neljandaks novembriks 1963;ressursse pakkusin ideid;ükskord lõppema 1967;muusikasaadete toimetus kuumad;biitmuusikas saavutanud ennenägematud;11 detsembril esinesid
laulu Not sekam;seksuaalsel veetlasel Siis;kaosega biitlasi kontserti;14666 häälega ameerika;Not sekam taim;turneed enneolematut See;kerge palavik kontsert;hävis täielikult 1964;24 märtsil ilmus
show business sädelevad;saabus kirju noorukitel;huviga teismeliste popmuusika;oktoobrisse Brian Epstein;business sädelevad eputised;oktoobrini biitlitemaania jõudnud;muutus Nüüdsest lehemehed;Over Beethoven Ameerika;10 aastat hea
Beatles Raadio muusika;esinesid telesaates Chuck;lausa uppusid fännidekirjadesse;Variety perfomens toimus;tasu Lisaks pakuti;tavalise hüsteeria Ansamblile;džauti kauamängivate plaate;saatesarjaga kuumad kuuekümnendad;kontserti New Yorgi
