EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
roll faila Ralyaske;filmi peaeesmärk 42;kodanik filmist rääkisime;Milline filmi peaeesmärk;alternatiive noorsots sammud;Zoja Kosmodemjanskaja esimene;Nõukogude Liidu kangelase;Kosmodemjanskaja esimene naisterahvas;49 aastal valminud
osatäitmine Varvara mäsnikoval;kinoekraanile Ja jällegi;filmil natukene põhjalikumalt;mängib Varvara mäss;algvariant algversioon idee;rääkisime Kalina Vadja;Miasnikovaga filmis rääkinud;Stalini lemmikfilmiga Ega;konkreetset inimest lugu
Farvaaramässicovat näha On;filmist kuulnud Ja;nimetame näitlejanna nime;Ja Peterburis tegutses;kodumaad vaja näidata;Miasnikovaga filmis rääkinud;Müstilise Venemaakodulehele film;naisterahvas omistati Nõukogude;Ja filmi võib-olla
punane komandör pärineb;Meie oluline filmis;konkreetset inimest lugu;Stalin filmitegijatele esitas;reaalset lugu võib-olla;varvaaramiasnikoval filmis küllaltki;Varvara Miasnikovaga filmis;Nõukogude Liidu kangelaseks;suhteliselt suur roll
oluline filmis Chapaev;värvimine teostati Ei;Ja arvestades naiskangelanna;2009 teostatud jällegi;unustada nomengi nisu;naisterahvas omistati Nõukogude;koondkuju vene naistest;autor nõukogude helilooja;Ning tegemist suure
teame õppeasutuse olulisust;Ja natuke konkreetselt;Täna näitlejanna filmis;tänapäeva hästi koolidega;vastab tegelikult aset;Kosmodemjanskaja esimene naisterahvas;Zoja Kosmodemjanskaja esimene;Nõukogude luurajad tegevus;1930 -te alguses
Tuhkatriinu Jaka tuhkatriinud;oluline filmis Chapaev;naisega filmi kulminatsioonis;ilmus Venemaal postmark;soov realiseerub nimelt;juttu Faina Ranyaskaja;Stalin filmitegijatele esitas;Veera Mošnikov õppis;Kuid mõttes võib-olla
aastal tuntud Friedrich;toimub kodusõja päevil;Ja kirjeldasime hästi;Selleks Boriss blinov;oluliseks tegel annaks;Vadja nitskajast filmis;filmil küllaltki tuntud;Venemaakodulehele film paigutada;rääkida Ja võib-olla
kinnitavad numbrid õpilasi;Ungarit paev Ja;tüüpilisem film ajale;Sellest filmist rääkinud;nisu kuraditaktiline variant;Veera Mošnikov õppis;huvitav näitlejanna nimi;varvaaramiasnikoval filmis küllaltki;-te lõpus tegevusega
interventsiooni na kirjeldatud;arvates lapse sünd;Miasnikovaga filmis rääkinud;väljapääsu Tuleb mainida;tohiks ch unustada;julge naisega filmi;juhtis Moskva Draamateatris;rääkisime Kalina Vadja;hästi koolidega ongi
