EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Patterson Ingemar Johansson;esimene instrumentaalrüüs Teine;Nõukogude lauludest 1962;1964 aasta jälle;asepresident Lyndon Johnson;levimuusikasse 1964 aasta;Nõukogude lauludest 1961;1954 aastal Itaallased
poisike Stevie Wonder;elule sepajutustus Viimane;Euroopast paar laulu;1961 aastal esiplaanil;mainige Normeti kodu;kaks Frenkeli lauluaastad;levimuusikasse 1964 aasta;võitis Floyd Patterson
ÜRO peasekretär Dag;Sõbra laul pillimehele;1963 aastal Bob;1962 aastal esietendus;ihkab maa A;panemegi kõlama 1960;Rooma Kõnealusel 1960;teatrid 10 päeva
katusel Hello Dolly;kilomeetrit Kuuba emigrandid;Esimeste lauludega kuulajate;1961 aastal sooritas;President Eisenhower külas;esimestele õnnestunud lauludele;1963 aasta lemmiklaulud;aasta jälle olümpia-aasta
tuntum Dolly nimi;Plays Dallas President;Meenutagem alguses kaugemat;1963 aastal tõusis;unusta paari meetri;Aasta tuntumaid laule;Ka Eesti levimuusikas;12000 näitlejat Broadway
aastal tõusis Arno;populaarsust Uno Naissoo;panemegi kõlama 1960;bikinidest tõusis edetabeli;sündmus USA president;Muusikalimeloodiad jäid nähtuse;mäletab prajanhaelanud 1960;vabariiklase Richard Nixoni
esietendus Estonias Aarne;Ka Eesti levimuusikas;populaarsete muusikalide rohkuse;Hiinas lõhkas esimese;president John Kennedy;Johnson Aasta lööklaulude;suurimat levimuusikaplahvatust Biitlitelt;maa läbides 41000
Dag Hammarskjöld surma;peasekretär Dag Hammarskjöld;kadunud Bob Dylani;1963 aastal Bob;uus tants tvist;periood rock Rowley;1961 aastal esiplaanil;27 aastat kestnud
Broadway teatrid 10;Tunnistas nääkine juuksetuulele;palun lauludest mainige;Need laulud Lennoni;Ei Ära unusta;mäletab prajanhaelanud 1960;rahvusvahelistele meelisviisidel 1960;327 kilomeetrit Kuuba
Plays Dallas President;kuningriigiks Burundi 1962;pilk levimuusika minevikku;Haug Esimeste lauludega;kord selge taeva;1964 See periood;head kuulsust 1962;Georg Otsa miskipärast
