EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,4,2,0,0,1,2,0,12,kriivan; pulmapidu; praalimine; sõda; soust; ants; hein
2,2,4,2,0,0,1,2,0,12,kriivan; pulmapidu; praalimine; sõda; soust; ants; hein
2,2,4,2,0,0,1,2,0,12,kriivan; pulmapidu; praalimine; sõda; soust; ants; hein
2,2,4,2,0,0,1,2,0,12,kriivan; pulmapidu; praalimine; sõda; soust; ants; hein
2,2,4,2,0,0,1,2,0,12,kriivan; pulmapidu; praalimine; sõda; soust; ants; hein
2,3,6,2,1,0,3,2,0,12,piret; kriivan; pulmapidu; praalimine; sõda; soust; ants; hein
2,3,6,1,1,1,1,2,0,12,piret; kirik; kriivan; pulmapidu; praalimine; sõda; talupoeg; soust; ants; hein
1,1,5,5,1,0,2,2,0,12,piret; kriivan; pulmapidu; praalimine; sõda; soust; ants; metsloom; hein
2,1,3,3,2,0,1,2,0,12,soust; ants; pulmapidu; sõda; praalimine; metsloom; hein
2,2,4,2,2,0,0,1,0,12,kriivan; pulmapidu; sõda; soust; ants; metsloom; hein
3,1,4,2,2,0,0,1,0,12,kirik; pulmapidu; sõda; soust; ants; metsloom; hein
