EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,4,5,2,1,4,6,3,0,12,andmed; portaal; port; seadus; kristjan; euroopa
2,4,5,2,1,4,6,3,0,12,andmed; portaal; port; seadus; kristjan; euroopa
2,4,5,2,1,4,6,4,0,12,andmed; portaal; port; seadus; kristjan; euroopa
2,4,5,2,1,4,6,4,0,12,andmed; portaal; port; seadus; kristjan; euroopa
2,4,5,2,1,4,6,4,0,12,andmed; portaal; port; seadus; kristjan; euroopa
2,4,5,2,1,4,6,4,0,12,andmed; portaal; port; seadus; kristjan; euroopa
4,4,6,3,1,4,6,4,0,12,andmed; portaal; port; seadus; kristjan; euroopa
4,4,6,4,1,4,6,4,0,12,andmed; portaal; port; seadus; kristjan; euroopa
4,4,5,5,1,4,6,4,0,12,andmed; portaal; port; kristjan; seadus; euroopa; regulatsioon
4,3,5,5,1,4,6,4,0,12,andmed; portaal; port; kristjan; seadus; euroopa; regulatsioon
4,3,5,6,2,5,6,5,0,12,andmed; portaal; port; kristjan; seadus; euroopa; regulatsioon
