EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
paljud tühjad nõialõpu;urve jääb lillaks;tähelepanu õhtust seltsimehed;seitsme filmiruumi ütelge;asi ootab number;põhimõttel televisioon ideoloogiline;televisioon ideoloogiline asutus;stop stop esimene;naise tore lehekülg
aristokraati kida grafeno;paneb likku hiljem;kaob mikrofonidega kuulda;kädi lehekülje autoriks;null null algab;televisioon ideoloogiline asutus;põhimõttel televisioon ideoloogiline;stop esimene stop;kõvemini kõvemini oi-oi
stop stop stop;supiköök number oot-oot;tead kaob mikrofonidega;tublis liin esineb;hetke ulatuse number;rubriigid põhimõttel televisioon;nõude esinejaid võtame;rääkida toimetajaga režissööriga;ütelge võtan kirjandus
ac dc ilus;nõude esinejaid võtame;mikrofon kaadris asi;aega seitsme filmiruumi;10 null null;televisioonistuudio määral aidata;esinejaid võtame kohad;räägime alkoholi räägi;raha süüdistustega õige
stop stop esimene;jääb trammide taavi;mikrofonidega kuulda nali;tänane proov filmitud;11 null null;tänase saatekavas uued;tänase saatekavas uued;palun räägime alkoholi;kahjuks aega no
stop naine naine;embeki urve jääb;raadio järjekordselt uus;torru stuudio valmis;null null tervist;võrdub pausi televahendab;rubriigid põhimõttel televisioon;tähelepanu õhtust seltsimehed;õhtust seltsimehed seltsilised
stop esimene stop;lillaks nõmbergi näha;algame palun muusika;käin ministeeriumis ütelge;ulatuse number konn;härrad tänase saatekavas;härrad tänase saatekavas;pausi televahendab tublis;ühiskondlik-poliitilistes pilt harilik
uued rubriigid põhimõttel;oot-oot poolsed esimene;tähelepanu tähelepanu õhtust;liigutada digitaalselt veenev;ootab number kaks;nõude esinejaid võtame;tähelepanu õhtust seltsimehed;rääkima teksti rääkima;kõvemini oi-oi kasvatajad
vutiperes no näete;võtmemüüjanna juurviljamüüjana välinaisele;nali tähelepanu muusikas;silma režissööri hea;toimetus noorem toimetus;esinejaid võtame kohad;tallinna televisioonistuudio määral;televisioonistuudio määral aidata;asja arutama ühiskondlik-poliitilistes
stop stop naine;esimene laastava plaani;mikrofon kaadris no;lootma jääd hiljaks;tekib idee pange;vaatama nädala saade;kinni jälle poliitiliste;teksti rääkima esimesega;küsimust kahju võimalik
otsustav stop stop;ütelge võtan kirjandus;paneks torudele kuskile;võistlustel fotograafidel minut;proovi möldrilt number;seltsimees algame palun;muuda tänane proov;panin filmiruumi kinni;räägime alkoholi räägi
võtan kirjandus dramaatilises;ongi raha jumalaks;valgust paneks torudele;annab päästa veidi;välissaadete toimetus noorem;tähelepanu tähelepanu õhtust;ko asi ootab;tänase saatekavas uued;võimalik täitsa töötav
toimetajate tõmmatud selge;seebi käteräti pesen;härrad tänase saatekavas;vabaks režissöör uksega;kell 10 null;asja arutama ühiskondlik-poliitilistes;televisioonistuudio määral aidata;televisioon ideoloogiline asutus;kell 10 30
kromolov mõtleb sügavalt;tikaadid tohib küsida;vaatama nädala saade;soti kurat busside;teistpidi originaal originaal;tallinna televisioonistuudio määral;võrdub pausi televahendab;tähelepanu tähelepanu õhtust;alkoholi räägi palun
