EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ütles korpanson;Kui lavakunstikateedris;näitlejate nimed;mängivad Sest;anded Lorenz;käisite klassi;klassipäevikus esimene;Aarne Ükskülale;võib-olla tänaval
Randalu Libled;Me tähtsaid;nimi klassipäevikus;algtuumik võeti;kodus kodus;klassipäevikus esimene;nimi klassipäevikus;Üks näitlejanna;paremini alguses
Spencer dressi;Kes näiteringi;kindlasti näitlejaks;tollal konservatooriumisse;kodust kontrollida;Leedu teatriteadlase;õpetajale kirjalikult;koolipõlvest Aarne;töös pidevalt
unenäod Me;Üksküla Teelet;hiljem Teatris;järjekorras üksküla;kodus proovi;Leningradi teatriteadlased-kriitikud;käisite klassi;Viktor Kingissepa;Leningradi teatriteadlased-kriitikud
Waterloo sild;nimi klassipäevikus;Ja alguses;näitemäng roosa;erakordsed anded;käisime etendust;mängisin klassivend;näitleja Eesti;kartma võib-olla
näiteringid Tallinnas;Saul Tartu;Esimesel kursuse;Kus kunstiinstituudi;reserve uinuvad;ütlesid Draamateatri;Tallinna keskkooli;Minu esimene;võib-olla teatrist
anded Lorenz;18-st 30-ni;tähendab esimesel;koolipõlvest Aarne;kujutatud Et;koolipõlvest Aarne;Tallinnas teatrikunstipidupäeva;teatritööd unes;Mida rääkisin
aastal Moskva;klassi Tallinna;õpetajateid laval;noorus paari-kolmekümne;meenutab meeldivat;vaatajast Täna;kahtlesin muusikakooli;mängis Andres;kohtumistel küsimuste-vastuste
näitemäng roosa;proove Lavaproove;repertuaarist ilmselt;Ammani trioga;mängisid Need;ilmuda lavale;meeldis klassi;näitlejate nimed;monolooge aeg-ajalt
lihtsalt huvi;Olete esinemas;kunstiinstituudi üliõpilane;30 aastaseid;instrumendiks meeter;nimelise Tallinna;õpetajateid laval;paremaks näitlejaks;mäleta No
