EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
pälvis Raplamaa;kihvt hea;Margus Mikomägi;tänaseni müstika;intervjuusid andma;käänatakse Miko;Markkus Mikomägi;mõelnud ilmselt
võimaluste ballett;Teine asi;mägi Gomäe;Hermaküla-Toominga esimesi;nooremad noored;Mikomägi ilmselt;ilusamalt Mikko;ajal väga-väga
Andres ütleb;Ja majakavahiks;meeldib lugeda;Ma tagantjärgi;ongi reaalsus;Margus Mikomägi;Raplamaa Kultuurkapitali;viimasel paaril-kolmel
Elem Treier;Ei mõtlegi;noorematest Mikk;Minul teatri;reaalsus ongi;Miko mägi;Nii rääkima;täna võimalik
alguse Hermaküla;naistejutte linnateatrisse;stuudios Mikko;meesnäitlejaks Meil;See asi;ilusamalt Mikko;kirjutab Kas;väga-väga suured
Just Rapla;ilusamalt Mikko;magus kirjutus;kodu Puhtpragmaatilistel;usu ;Kuna Mikko;Mikomägi ilmselt;võib-olla tahaks
See asi;Et ema;juttu Markkus;kirjutatud Sest;absoluutselt arvasin;nimetavas Mallega;Mina näiteks;täna võib-olla
näen põlvkonniti;Noh tähtis;jutule natuke;Sest teatrikool;võib-olla noorem;maika tuttavast;Tallinnast Raplasse;ütles Andres
kisa dramatiseeringus;ongi webi;Sa kirjutad;legendaarse 70;ema kodu;mõtlesin Jaaniga;Kultuurkapitali preemia;ongi suhteliselt
panevatel näed;Et näidend;näiteks suurtest;teatrisse Helistasin;ongi suhteliselt;meeldib Vene;noorematest Mikk;võib-olla täna
