EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;ema-isa;teatriga;tegelesid;;lapsega;lapsepõlvest;kujutanud
Disneylandis;Valgenahaline;Amanda;saatejuht;filter;lapsed;õe-vennaga;võib-olla
koroonits;vanaisa;kuulamist;kriitiline;noorem;vanematele;lapsevanema;õpetajate
võimalik;matemaatikaõpetaja-metoodik;saates;jälgedes;head;õe-venna;tüdruk;probleemi
päevik;ehitati;vanematega;vanainimeste;ideaal;ema;Päris;mäletaks
tagasilöök;sõbrad;Reemann;meeldib;momenti;lapsel;Miina;valmistatud
Kehakultuur;Ülikoolis;Ermel;Maarjamõisa;andeks;perekond;õdedest;keha
kõrgnoh;Kui;õdedevahelist;meeldis;lastest;lapsepõlves;Näitleja;õe-venna
pärismaalane;Sa;lasteaiad;asjadega;nimetatakse;poiss-sõbra;saatejuht;matemaatikaõpetaja-metoodik
ülipüüdlikkus;Midagi;Piretiga;emotsionaalsemat;andnud;vennaga;Meie;vanemad
läbikäimine;inimene;perekond;lavakasse;laste;õe-vennaga;kasvatasin;ongi
kraatsilisused;töid;katseajaga;teadsin;tip-top;täitsapoiss;perekond;eesti
Põhimõtteliselt;konkreetse;haarata;Teatrikooliga;kodu;lugu;Kuidas;esimest
