EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
andrea falconieria beation;sage külaline barokkmuusikafestivalil;tänavuse barokkmuusikafestivali kontserdid;barokkmuusikafestivali omapäraks siinjuures;null viis saade;õhtul andis barokkmuusikafestivali;viies veebruar barokkmuusikafestivali;klassikaraadiost kuulata 23;kontserti käis kuulamas
linn jeruusalemm sageli;emotsiooni mõtleb aeg;kontserdi toimus neljapäeva;õhtul kell 19;subjektiivne arvamusavaldus konkreetselt;klassikaraadio stuudios liitunud;head klassikaraadio kuulajad;õhtul toimub barokkmuusikafestivali;19 estonia kontserdisaalis
inimesed toppinud tüki;hortus instrumentaal-seid tantsunumbreid;heliga teemad stuudios;kuulsin jonda aulandi;kuulata näiteks anna;dirigendid undel kokk;noore eesti folkmuusiku;barokkmuusika heliloojate teosed;jaanuaril toimus estonia
eepos muusikaline materjal;kultuuriruumi tiitli saajatele;hetkel intervjuud salvestame;robert johnsoni laulu;preiefory jeruusalemm tore;parima dirigendi eripreemia;kontsert algab kell;muusikauudised muusika uudised;võib-olla sageli esinejad
barokkmuusikale tohutu suur;mihkelson jagab mõtteid;saksamaalt haritud muusikud;täna õhtul toimub;seid elemente väike;kontserdi kavas vähemuses;kuulajad algamas viienda;19 estonia kontserdisaalis;väga-väga põnev teisipäeva
saksamaalt haritud muusikud;kaheksakümnendatel aastatel pilli;eriti lueenil 10;eufooniumi toosis tiiven;no tore toomast;indiana koorimuusika paremaks;kooride esituses võrrelda;klavessiini mängivad tallinna;viimane kontsert toimub
teemale pühendatud muusikafestivale;keskendus 1920 aastate;kersti inno nädalal;kandideeris 80 nominenti;saadab autol mõlemit;kindlasti ansambli koosseisu;kammerkoor hortus musicus;kuulajad algamas viienda;väga-väga selge ettekujutus
sageli tehniliselt nõudlikud;demonstreeris tõelist sõrme;võõrkeelset teksti räägiksid;rosolje populistliku mulje;järgida tekstist kalduda;robert staakia kontserdi;ooperis 50 ellu;tavakontserdist meeldis kontserdi;kogumikust aastast 1529
tahaks kuulata suurelt;kontserdid esmalt sõna-;vähe eetriaega raadio;lit itaaliast claudi;null viis internetis;gutmanna tšello esitas;lauljast koosnev saksa;vokaalmuusikaõhtut saksa vokaalansambel;dirigent-muusikaõpetaja tiitli pääsuke
põhineb suurelt osalt;laulupeolt aasta puhkpilliorkestriga;võib-olla bob dylanit;pärit kirjastaja pier;sümpaatne arvates uus;poolastri oboe lit;tuntud sopran kindlasti;tallinn mari kalkuni;valikus eestis käinud
