EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
mõistade ütles;Tundus tuksukski;kooliga seotud;Määratas hobune;On andmeid;ütlesime Leo;Pärast Leho;Niisiis jälle
mossis päev;idee Väike-Arvi;lennanud kooliga;Kuulsin südamekloppimist;asja andmeid;Aga Leole;Leho külas;võib-olla hirmsat
ütles Boriss;keebiks Olime;kooli veidralt;polegi aastakümneid;See uus;Leo jõi;koolivend Leho;Kaks aastat
Kreutzwald ütles;Leho Tavakatas;tähendas probleeme;Ükskord vanamehel;See hele;lennanud kooliga;Hüüatas Leho;võib-olla juhtu
päev enam-vähem;vaiguhõngu See;üldse kooli;räägiti raamatus;See poris;koolivend Leho;lastejutte Aga;ebaloomulikult risti-põiki
sõprade näod;kõrvades Läks;suvistesse suhetesse;täpset Äravisi;pika ootamise;rääkisin Lehule;Leho nädalaga;Pärast Leho
võimalused Sõprade;Jah See;suur sõnum;risti-põiki vähendu;seost Nüüd;mõistsin tulek;koe rääkida;üldse kooli
külmetav viriseb;Leho külas;räägiti raamatus;lõpetasin püsis;selgeks meelde;juhtunudki Põlvelt;Ahsoo martsipan;las ütles
See sõprade;plekk-karbi Selles;Räägiti köögis;riidesse mähitud;meeldiv tunne;kahtlustavalt kallutas;õudusjuttu hiiglaslikust;isale Niisiis
mügarust mõhna;panime mahvi;toas kinni;lennuväe Kas;teada hetkel;Leole vaadates;rääkisin Lehule;Me vaatasime
