Model name,F1 score
EstBERT,4.269535193973924
est-roberta,5.672626040850023
LaBSE,10.323093950967655
bertMulti,2.333642694753807
distilbertMulti,1.7885965403679667
MiniLM_multi,9.124044210644524
MiniLM-L12_multi,10.859386811446935
multi_e5,9.31523287568511
xml_roberta,3.475545330808777
EstBERT,4.269535193973924
est-roberta,5.672626040850023
LaBSE,10.323093950967655
bertMulti,2.333642694753807
distilbertMulti,1.8415065932780195
MiniLM_multi,9.124044210644524
MiniLM-L12_multi,10.859386811446935
multi_e5,9.35491541536765
xml_roberta,3.5998099550734013
EstBERT,4.269535193973924
est-roberta,5.672626040850023
LaBSE,10.323093950967655
bertMulti,2.333642694753807
distilbertMulti,1.8415065932780195
MiniLM_multi,9.124044210644524
MiniLM-L12_multi,10.859386811446935
multi_e5,9.35491541536765
xml_roberta,3.7617045906522484
EstBERT,4.269535193973924
est-roberta,5.672626040850023
LaBSE,10.296777130533188
bertMulti,2.333642694753807
distilbertMulti,1.8415065932780195
MiniLM_multi,9.124044210644524
MiniLM-L12_multi,10.859386811446935
multi_e5,9.3044103648626
xml_roberta,3.766975245922903
EstBERT,4.269535193973924
est-roberta,5.6329435011674835
LaBSE,9.632440498948448
bertMulti,2.333642694753807
distilbertMulti,1.8773488871848296
MiniLM_multi,8.877059243257253
MiniLM-L12_multi,10.859386811446935
multi_e5,9.349244216405582
xml_roberta,3.75350723245489
EstBERT,4.268166830536595
est-roberta,5.476662097174407
LaBSE,9.284036217699848
bertMulti,2.333642694753807
distilbertMulti,1.8773488871848296
MiniLM_multi,8.193976503054337
MiniLM-L12_multi,10.671469845284289
multi_e5,8.933359149535823
xml_roberta,3.703185171263264
EstBERT,4.227631263990916
est-roberta,5.290981299071008
LaBSE,9.15007295027668
bertMulti,2.2800892220826876
distilbertMulti,1.8773488871848296
MiniLM_multi,8.670510657289146
MiniLM-L12_multi,10.008747775832196
multi_e5,8.800829050623896
xml_roberta,3.7772392275154623
EstBERT,4.038995136534413
est-roberta,5.120580758553009
LaBSE,8.44367335670862
bertMulti,2.148752875060065
distilbertMulti,1.8773488871848296
MiniLM_multi,8.796955184129336
MiniLM-L12_multi,9.546175791754093
multi_e5,8.351939078676471
xml_roberta,3.728686473080355
EstBERT,4.263767286804029
est-roberta,4.877286614862608
LaBSE,8.6322790052478
bertMulti,2.8184594035772217
distilbertMulti,1.824438834274777
MiniLM_multi,8.296130559047423
MiniLM-L12_multi,9.454181473462365
multi_e5,8.201201794616676
xml_roberta,3.7205857774796596
EstBERT,3.7771879943759643
est-roberta,4.949544335093867
LaBSE,8.590123262048717
bertMulti,2.6360232967990114
distilbertMulti,1.8884711205292855
MiniLM_multi,8.173715149642815
MiniLM-L12_multi,8.878266436055746
multi_e5,8.36030964370664
xml_roberta,3.656720630281178
EstBERT,3.9576718738378585
est-roberta,4.609801054519665
LaBSE,8.840753312315742
bertMulti,2.958303957314965
distilbertMulti,1.8809888908248333
MiniLM_multi,7.884189917393127
MiniLM-L12_multi,9.159797665213391
multi_e5,7.951811336601525
xml_roberta,3.4675053676321426
