EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
empion üleüldse;installatsioon väljatöötamine;esimene küsimus;kvalifitseerima kunstimaailm;point tegelema;tegelane tänane;tänane kunstisaade;kunstnik monoloog;väga-väga huvitav
Urbsalu euroloos;diskursus oluline;Marco Laimre;Veneetsia biennaal;sort IP;kunstnik monoloog;sotsiaalkriitiliselt kunstnik;tänane kunstisaade;nimelt lihtne
IP strateegia;15 aastane;kunstnik Marko;informaatika hea;lisa number;Marco Laimre;klassikaline dokumentaalselt;Laimre näitus;aeg-ajalt pöörduma
selgelt Photoshop;võtma asi;kuulaja tänane;rist tsaariaeg;ketav fail;küsimus kommentaar;jutt lugu;kunstiajakiri peatoimetaja;tegelema mõiste
promo promo;kunstisündmus juskui;tunduma inimene;Eesti lahkuma;suurem point;kuulamine puudutama;klassikaraadio kuulmine;intervjuu Aerandeeruna;kunst üldse
suhteliselt sõnavabadus;tsenseer toimuma;galerii näiteks;ausamp püstitamine;number juhtuma;ettekanne pikem;Marco Laimre;Marcolaiendia asjakohane;kiiresti üldse
proportsioon Err;teos esimene;klassikaraadio kuulmine;eile intervjuu;tool ainukene;vaatlema samm;mäletama tähenduslik;ˇja vaatama;tähenduslik mäletama
päev avatud;fail mõõt;hea kuulamine;24 tund;artist tooma;kuulama Facio;jumal vaim;Laimre küsimus;nii-öelda sotsiaalkriitiliselt
küsimus kunst;lähtuma kasutama;anekdootlik situatsioon;komaviga lõikama;fail paluma;klassikaraadio kuulmine;isiklikult ütlema;strateegia Kunstimaailm;põhimõtteliselt suhteliselt
mõte aeg;personaalne pöördumine;üleeile kunstitoimetaja;2004 näit;kindlalt tool;intervjuu võrdlemisi;tavapärane saatejuht;Siim Nestor;teema näiteks
diskursus oluline;loodus alus;professor näitama;võib-olla kolistama;status quo;galerii näiteks;hiljem näitama;modereerima tänane;kunstiakadeemia väga-väga
tõenäoliselt huvitavam;E-Treier Leonhard;kunstiline 2006;tervik eta;sort graafiline;arvama perfoomama;hea suursima;näitus 2007;teema nii-öelda
asi moderaator;autoril Marcolaiendia;paigutama MP3;intervjuu võrdlemisi;promo objekt;päev avatud;tegu populaarne;peatoimetaja Harry;video hiljem
korrigeerimine saamatus;ausamp püstitamine;meediaväli analoogiline;kasutama täpselt;personal identiteet;populaarne rääkima;naljakas ütlema;linnagalerii terve;ütlema selgitama
kalendrikuju Andres;tänane olukord;näitus halb;22007 suurem;tapma realist;intervjuu Aerandeeruna;Liivrand saatma;Marco Laimre;võimalus isiklik
Eesti Päevaleht;vahetama täpselt;toimuma tehniline;arutlus teos;võimalus objektiivne;esmakordne tsensuur;arvama perfoomama;Üllatus-üllatus kunstiline;George Bush
Laimre stuudio;linnagalerii terve;võimalus objektiivne;rada Veneetsia;sort formaat;ootama vana;kaebama vestlus;telesaade ärapanija;täitsa oluline
libisema turismindus;parandama komaviga;korduma laupäev;lihtsalt Bay;auto andma;ettekääne George;situatsioon täna;pilt tegelikult;2006 aasta
järgnev võimalus;kunstikriitik pakkuma;asi moderaator;huvitama mismoodi;teos objekt;artist tooma;aru aeg;hea näide;jutt lõpp
pealkiri välispoliitika;puudutama personal;tähtis video;kali Estland;suhteliselt abstraktne;teos objekt;professor näitama;mismoodi mismoodi;hästi töötama
biennaal aasta;võrdlemine selguma;kord saade;erinev situatsioon;aim robot;põrmugi üllatama;Siim Nestor;artist tooma;sööt sügav
paragrahv 45;ajuti stimuleerima;pesemine foto;põhimõtteliselt 24;saamatus esimene;keskenduma Marko;ajalugu eksima;okei täitma;võib-olla õnnetus
video nägema;sündmus juhtum;pääsema diskursus;Elken E-Treier;out tegelema;mõnevõrra sammuma;lon hobusepea;Tiina Kaalep;nimi eesti
suurem ühiskond;Veneetsia biennaal;parkima vaja;perekond nimetama;ekse asi;Veneetsia biennaal;tsensuur mood;pealkiri mäletama;kuuluma võib-olla
eeteer probleem;asi toimima;andma saal;viis eesti;objekt lihtsalt;juhataja Siim;rääkima meedia;avatud hobusepea;pistmine ihan
president vaimukas;kunstimaailm siseasi;rääkima vasak;TV3 aren;sort vaim;esimene kord;pooleteisttunnine intervjuu;Elken käituma;president vaimukas
surema surnud;surm tapma;ootama vana;video otseselt;pilt tekst;vaatama telesaade;võtma kaasaegne;Arrigee panema;tegelikult tegelikult
solvang solvang;vaatama okei;kummaline põhimõtteliselt;aasta 2001;sort personaalne;näitamine teadma;Veneetsia biennaal;tulenevalt saateformaat;vaatama tegelikult
ettekääne võrdlemisi;vaimukas Eesti;röökiv asi;lisama natukene;eeteer probleem;kunstiakadeemia professor;lugema tegelikult;mõnevõrra Päevaleht;juhtuma natuke
suhteliselt tavaline;onu maha;huvitav sümptomaatiline;Aleksander saabas;andma saal;perfoomama puhkus;tegija sort;saabas Karen;hiljem aeg-ajalt
tsaariaeg pärit;ainukene võimalus;vabatahtlik kunstimaailm;tekst film;suhe dokument;vabatahtlik kunstimaailm;teema oluline;Kaalep šokeerima;saatejuht Aleksander
piksel rida;aeg-ajalt pöörduma;kohutavalt koht;kunstima kunstiväli;lahendama idee;pinnapealne mood;figuur esinema;jätma millegipärast;tulemus põhimõtteliselt
anekdootlik situatsioon;klassikaraadio kuulmine;mäletama isolatsioonitöö;hetk Andres;toime hetk;tund reageerima;näitus halb;president Jaan;juurdepääs võrdlemisi
Eesti kunstiajakiri;võimalus võtma;E-Treier Leonhard;tali ketav;esitama vastama;kontekst juhuslikult;oluline aasta;vaimukas Eesti;aasta 2004
2004 näit;keel väänatud;võib-olla kolistama;roll tugevalt;kodu proportsioon;siseasi tegemine;arvama suur;tsensuuritaktika põhjus;kunstiakadeemia aasta
oreliosakond juhataja;seoses näitus;parem vahend;närv käima;akt arvama;üllatama rektor;libisema turismindus;Liivrand täna;president Jaan
esimene asetamine;teadma teema;aur positsioon;teatav sündmus;esitamine status;rektor Signe;nali avatud;ühkinosüüditsakargistim surema;võib-olla kolistama
vajalik tsenseeritav;nii-öelda sotsiaalkriitiliselt;mäng jätma;Marcolaiendia asjakohane;teema näiteks;näitus halb;viimane hetk;professor näitama;jõlguma võib-olla
tsensuur tsensuur;asi pakkuma;päevaleht tavaline;perimentne installatsioon;dokumentaalselt asi;objekt lihtsalt;Elken käituma;sissejuhatama juhatama;mõtlema video
fail paluma;absoluutselt aru;lainer käsitlema;point tegelema;nimi seoses;mopp teostus;šokeerima viis;Jagodin hea;taat huvitav
22007 suurem;tasand arvama;nii-öelda sotsiaalkriitiliselt;Maanus aluma;vann sadama;ajalugu seoses;vene keel;erakordne esimene;suur koht
analoogiline taktika;asi pistmine;näitus soolaladu;parandama komaviga;lugu eile;heie Treier;kujundaja jätma;Bush Eesti;asi nii-öelda
oletus okei;Bourne tsensuuritaktika;realist jääma;2001 suhteliselt;seoses no;ausalt ütlema;nimetama Aapil;uudisnupp 15;aeg üldse
parkima vaja;täna pooleteisttunnine;töötaja üldse;president vaimukas;probleem mõte;hulluma jumal;tool ainukene;suhe Marko;oluline tänapäev
kolmeaastane taburet;valitsus saatma;24 tund;olukord selgelt;poll mainima;biennaal aasta;president vaimukas;suur portree;Üllatus-üllatus kunstiline
Liivrand saatma;tooma viima;sess neljas;sotsiaalkriitiliselt kunstnik;quo säilitamine;nali autoril;peatoimetaja Leonhard;klassikaraadio kuulmine;liit president
jumal vaim;õõvastav perimentne;aasta ilus;tänane tunne;teostaja kuri;eriline probleem;kuulama Facio;Eesti kunstiakadeemia;eriline suhteliselt
vahest lootusetu;taktika strateegia;toimetaja praktika;selgelt Photoshop;immutatud vaidlema;Poll vaatama;keskenduma Marko;22007 suurem;pilt suhteliselt
hiljem aeg-ajalt;tseerimine jutt;telesaade ärapanija;no vene;kooslus erinev;eksima akvarell;tugev tegija;monoloog Marco;rist tsaariaeg
analüüs kunstnik;puhkus oreliosakond;fail mõõt;tohutu puhver;tsenseeritav toode;näitus hobune;toimetaja praktika;Aleksander saatus;suur põhimõtteliselt
