Keyword;Score
Birma;0.005262581957511066
näiteks;0.003847551232699269
Birmas;0.003233762682800752
seotud;0.002647577475108285
õukonnas;0.0024584153025287883
laulu;0.00245119385414008
ajal;0.002449745154932326
osi;0.002446920414260667
suure;0.0024050645634229673
sajandil;0.002374575105608932
kõlab;0.002365623417578103
muusika;0.0022874893508401536
siiami;0.002221150428136216
tavaliselt;0.002215424006751961
buda;0.0021711086729424493
kuningas;0.0019560716969634997
patala;0.0019522243240080977
osa;0.0018304597402857116
tekkis;0.0018188878863557977
firma;0.0018058185956558621
sajandiks;0.0017818420151518401
hulk;0.001753550121312095
püha;0.0017008158950921144
kahe;0.0016609883327724161
ansambel;0.001642718707249918
kellukesed;0.001585858561590467
kasutatakse;0.0015815886774416706
maa;0.0015802410768542211
küllaltki;0.0015588468676697113
helirida;0.0015552145014671819
kuulusid;0.0015545921364773774
teada;0.0015522104254703213
mängivad;0.0015385799088726705
jõudsid;0.0015198733723511685
orkester;0.0015137203705539513
spetsiaalselt;0.0015047565141386551
Orkestri;0.001501017551439298
saun;0.0015005397490089317
lihtsalt;0.0014961925135454658
kaks;0.0014941102098663581
pühendatud;0.001479307032988127
esitasid;0.001476769084490355
koosneb;0.0014676797917128413
teatri;0.0014448811671548907
kuulemegi;0.0014415408552664061
nukuteater;0.0014254400836068975
vain;0.0014242819753332416
etenduse;0.0014195257459999541
teater;0.001416902620461237
naised;0.0014104011432986296
Firma;0.001409380683421784
väike;0.0013959379562673404
kujutavad;0.001393135419547441
tantsu;0.0013887877153526752
meenutab;0.0013755903009913019
veidi;0.0013574928858039975
etenduses;0.0013484391126770768
tants;0.0012881101045090781
lähemalt;0.001249570596926246
inimeste;0.0012153954387322276
Hay;0.0012018809642695167
suur;0.0011833017512099967
raama;0.0011827535779883687
küllalt;0.0011802531412112864
kullatud;0.0011747645105481793
mäng;0.0011691921362127484
nelja;0.0011685838768083281
Laose;0.0011625908625662626
11;0.0011613113768956323
nukuteatrite;0.0011540873078468526
taldrikud;0.001148017182095468
ripuvad;0.0011464945128336578
arv;0.0011446262181611909
muusikaline;0.0011427074411419606
No;0.0011407038491931141
jutustavad;0.0011401398224346758
kasutatava;0.0011375599624052636
Hiina;0.0011351943756296823
maskides;0.0011348434254536488
aeg-ajalt;0.0011300647438476606
aastat;0.0011300219187795986
eriti;0.00112953885438679
37;0.0011247016892966704
kujud;0.0011240475142888008
John;0.0011232367060609867
tohtinud;0.0011224537990623938
korda;0.0011213167749166302
loomisest;0.001120468210530867
tunnistust;0.0011173055016134434
esinemist;0.001116575600155354
nalja;0.0011163124688668227
mütoloogilise;0.0011136597489024183
Vaini;0.0011092207141393247
pala;0.0011080246540630426
saatmine;0.0011061474878102768
uus;0.0011057778450572187
lülitatud;0.0010985583107310567
Trummide;0.0010983432713413744
kujutasid;0.00109816419607901
ksülofoni;0.0010977619758038301
intermeediumid;0.0010973140407730978
kuulda;0.0010967197730155998
esivanemad;0.0010947527006753932
13;0.0010885329825958384
pat;0.001087812173573824
esitada;0.001086284101646946
pille;0.0010833308855133458
hai;0.0010828535666710358
kiiresti;0.001082195336698875
12;0.001080129798825663
erinevad;0.0010793036023737136
seisundit;0.0010786199272576067
draamale;0.001077847023946462
kutsutakse;0.0010767912677637646
niinimetatud;0.0010756563370625787
vees;0.0010734728449722274
silma;0.0010718644744262098
näitlejad;0.001071299856874008
Jon;0.001067237138235843
budism;0.001067026813691731
neli;0.001066611813367278
näitab;0.001066369651145321
inglise;0.0010661110818797005
orkestri;0.0010641792756961074
Ühtsuse;0.0010634915110672703
Kaks;0.001062602514665337
tuntakse;0.0010625921820407631
trummist;0.0010619879841949071
tegevuse;0.0010616614312008207
tähtsamaks;0.001057716004983793
naispreestrite;0.0010572174521818842
ergutavad;0.0010569774594649682
jõudnud;0.0010569261056441182
löövad;0.001055901098846878
nati;0.0010558057363104238
näitlejate;0.00105225852656257
tantsijaid;0.0010483568959100324
au;0.0010471859608386874
con;0.0010467813860414407
ongi;0.0010449229235326668
päev;0.0010437886244586394
Natide;0.0010435013595060617
aastal;0.0010433029306862389
rangelt;0.001040102241072786
Etendused;0.0010397589936537509
järgneb;0.0010392559217959373
traditsioonilise;0.0010355204765634643
kuninga;0.0010326668928219737
uusaastal;0.001030927626572558
Indoneesiast;0.0010284207423835125
põhilised;0.0010254353784652235
tüübid;0.001022176229074371
laadi;0.0010177720753813456
loetakse;0.0010156477599294357
Birmasse;0.0010151231636035393
saateks;0.001014287177058772
kõla;0.001007372445193661
nimesid;0.0010063287679148152
pillid;0.001006203121194296
laulud;0.0010053446846794035
sajandi;0.0010052551476316227
eraldi;0.001003449869001409
pealinna;0.0009978969233135552
15;0.0009958837815722558
muuseas;0.0009950671881038332
narrid;0.0009916750080887758
esitavad;0.0009910957732683328
kannab;0.000980314759237779
number;0.000977549241973764
kuuleme;0.0009724245880106016
loos;0.0009698715956121057
juhtpilliks;0.0009685026161430934
mängib;0.000964580573428634
mängida;0.0009629158849394617
terve;0.0009627770862787188
lõpul;0.0009611467048833861
pärit;0.0009592555007579613
omapärast;0.0009591347219732729
Muusika;0.0009476589090116206
minevikku;0.0009468116918313891
