word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
ei;ADV;O;4;yes;13;7200;932062911
koole;NOUN;O;2;no;8375;7200;932062911
.;PUNCT;O;252;no;0;7200;932062911
Peeter;PROPN;O;6;no;1;7200;932062911
Tulviste;PROPN;O;3;no;890;7200;932062911
ja;CCONJ;O;265;yes;1;7200;932062911
Ingo;PROPN;O;6;no;658;7200;932062911
Normet;PROPN;O;3;no;1946;7200;932062911
kõnelevad;VERB;O;1;no;6551;7200;932062911
teemal;NOUN;O;2;no;85727;7200;932062911
fantaasia;NOUN;O;3;no;9280;7200;932062911
reaalsus;NOUN;O;2;no;16802;7200;932062911
,;PUNCT;O;761;no;0;7200;932062911
Vaino;PROPN;O;6;no;5464;7200;932062911
vahingu;NOUN;O;9;no;0;7200;932062911
loomingut;NOUN;O;1;no;15137;7200;932062911
tere;INTJ;O;1;yes;149143;7200;932062911
õhtust;NOUN;O;1;no;10221;7200;932062911
siia;ADV;O;2;yes;1;7200;932062911
Karepale;PROPN;O;1;no;27;7200;932062911
kogunenud;ADJ;O;1;no;27069;7200;932062911
minu;PRON;O;10;yes;1;7200;932062911
nime;NOUN;O;1;no;1;7200;932062911
on;AUX;O;146;yes;1;7200;932062911
ma;PRON;O;57;yes;2;7200;932062911
olen;AUX;O;4;yes;1162614;7200;932062911
teatri;NOUN;O;3;no;35581;7200;932062911
lavastaja;NOUN;O;1;no;23573;7200;932062911
pedagoog;NOUN;O;1;no;3481;7200;932062911
kõrval;ADP;O;1;yes;1;7200;932062911
istub;VERB;O;1;no;29685;7200;932062911
väga-väga;ADV;O;1;no;12272;7200;932062911
vana;ADJ;O;2;no;1;7200;932062911
tuttav;ADJ;O;2;no;45835;7200;932062911
kes;PRON;O;27;yes;1;7200;932062911
mööbist;NOUN;O;1;no;0;7200;932062911
tutvusime;VERB;O;2;no;3232;7200;932062911
kui;SCONJ;O;61;yes;1;7200;932062911
me;PRON;O;37;yes;1;7200;932062911
olime;AUX;O;5;yes;77532;7200;932062911
umbes;ADV;O;2;yes;1;7200;932062911
kolmeaastased;ADJ;O;1;no;282;7200;932062911
elasime;VERB;O;1;no;5325;7200;932062911
lähestikku;ADV;O;1;no;3025;7200;932062911
järvel;NOUN;O;1;no;5337;7200;932062911
see;PRON;O;110;yes;1;7200;932062911
Tallinna;PROPN;O;7;no;457387;7200;932062911
Nõmme;PROPN;O;2;no;32779;7200;932062911
vahel;ADP;O;3;yes;1;7200;932062911
pärast;ADP;O;9;yes;2;7200;932062911
seda;PRON;O;41;yes;2;7200;932062911
oleme;AUX;O;6;yes;419376;7200;932062911
igasuguseid;DET;O;2;yes;28512;7200;932062911
asju;NOUN;O;6;no;2;7200;932062911
koos;ADV;O;8;yes;1;7200;932062911
teinud;VERB;O;6;yes;303200;7200;932062911
käisime;VERB;O;4;no;42459;7200;932062911
Normeti;PROPN;O;1;no;472;7200;932062911
ka;ADV;O;42;yes;3;7200;932062911
ühes;DET;O;2;yes;149044;7200;932062911
samas;DET;O;3;yes;1;7200;932062911
koolis;NOUN;O;2;no;1;7200;932062911
ühel;DET;O;1;yes;188000;7200;932062911
samal;DET;O;4;yes;247232;7200;932062911
aastal;NOUN;O;2;no;1128701;7200;932062911
kooli;NOUN;O;1;no;1;7200;932062911
lõpetamist;NOUN;O;1;no;18477;7200;932062911
läksime;VERB;O;2;yes;34051;7200;932062911
Moskvasse;PROPN;O;1;no;5480;7200;932062911
õppima;VERB;O;1;no;49483;7200;932062911
küll;ADV;O;6;yes;1;7200;932062911
täiesti;ADV;O;7;yes;1;7200;932062911
erinevaid;ADJ;O;1;no;1;7200;932062911
alasid;NOUN;O;1;no;7399;7200;932062911
aga;CCONJ;O;67;yes;1;7200;932062911
seal;ADV;O;37;yes;1;7200;932062911
oli;AUX;O;123;yes;1;7200;932062911
meil;PRON;O;11;yes;1;7200;932062911
palju;ADV;O;18;yes;3;7200;932062911
tegemist;NOUN;O;3;no;340389;7200;932062911
hiljem;ADV;O;3;no;1;7200;932062911
ainuke;ADJ;O;2;no;1;7200;932062911
asi;NOUN;O;17;no;431981;7200;932062911
mis;PRON;O;59;yes;1;7200;932062911
need;PRON;O;13;yes;1283582;7200;932062911
ei;AUX;O;83;yes;13;7200;932062911
ole;AUX;O;22;yes;1;7200;932062911
veel;ADV;O;11;yes;3;7200;932062911
kunagi;ADV;O;6;yes;1;7200;932062911
varem;ADV;O;1;no;1;7200;932062911
meelest;ADP;O;2;yes;96986;7200;932062911
niimoodi;ADV;O;13;yes;68119;7200;932062911
kahekesi;ADV;O;1;no;16792;7200;932062911
esinenud;VERB;O;1;no;22435;7200;932062911
nagu;SCONJ;O;21;yes;1;7200;932062911
täna;ADV;O;3;no;603123;7200;932062911
Milingoga;PROPN;O;1;no;0;7200;932062911
kukkus;VERB;O;1;no;40722;7200;932062911
välja;ADV;O;16;yes;1;7200;932062911
et;SCONJ;O;153;yes;1;7200;932062911
mõlemad;DET;O;3;yes;163928;7200;932062911
aasta;NOUN;O;6;no;2;7200;932062911
eemal;ADV;O;1;yes;1;7200;932062911
Eestist;PROPN;O;1;no;60151;7200;932062911
vaimuelust;NOUN;O;1;no;38;7200;932062911
ajal;NOUN;O;18;no;1;7200;932062911
olid;AUX;O;20;yes;1;7200;932062911
