word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
eestiaegne;ADJ;O;1;no;364;5861;932062911
sidetöötaja;NOUN;O;1;no;28;5861;932062911
Elmar;PROPN;O;2;no;8373;5861;932062911
Hanso;PROPN;O;2;no;5403;5861;932062911
oli;AUX;O;152;yes;1;5861;932062911
NKVD;PROPN;O;1;no;2226;5861;932062911
kinnivõtjate;NOUN;O;1;no;9;5861;932062911
eest;ADP;O;1;yes;1105733;5861;932062911
põgenedes;VERB;O;1;no;1174;5861;932062911
sunnitud;VERB;O;1;no;39718;5861;932062911
aastaid;NOUN;O;1;no;123301;5861;932062911
elama;VERB;O;1;no;60554;5861;932062911
metsavenna;NOUN;O;1;no;418;5861;932062911
elu;NOUN;O;1;no;1;5861;932062911
.;PUNCT;O;235;no;0;5861;932062911
ükskord;ADV;O;15;no;1;5861;932062911
niisugune;DET;O;3;yes;18292;5861;932062911
asi;NOUN;O;7;no;431981;5861;932062911
,;PUNCT;O;564;no;0;5861;932062911
ma;PRON;O;37;yes;2;5861;932062911
ei;AUX;O;99;yes;13;5861;932062911
mäleta;VERB;O;3;no;44644;5861;932062911
kas;ADV;O;16;yes;1;5861;932062911
üle;ADP;O;10;yes;2;5861;932062911
48.;ADJ;O;1;no;0;5861;932062911
49.;ADJ;O;2;no;0;5861;932062911
aastal;NOUN;O;2;no;1128701;5861;932062911
läksime;VERB;O;8;yes;34051;5861;932062911
vennaga;NOUN;O;2;no;5299;5861;932062911
uurimisreisile;NOUN;O;1;no;22;5861;932062911
kuresoosse;ADJ;O;1;no;0;5861;932062911
kuresoo;NOUN;O;1;no;151;5861;932062911
rabas;NOUN;O;1;no;5985;5861;932062911
see;PRON;O;35;yes;1;5861;932062911
on;AUX;O;32;yes;1;5861;932062911
111;NUM;O;1;no;0;5861;932062911
ruutkilomeetrit;NOUN;O;1;no;1297;5861;932062911
ja;CCONJ;O;302;yes;1;5861;932062911
huvitav;ADJ;O;2;no;166761;5861;932062911
Jaan;PROPN;O;1;no;61596;5861;932062911
pärast;ADP;O;5;yes;2;5861;932062911
Viktor;PROPN;O;1;no;16148;5861;932062911
Masing;PROPN;O;1;no;3658;5861;932062911
ütles;VERB;O;9;no;618630;5861;932062911
et;SCONJ;O;108;yes;1;5861;932062911
seal;ADV;O;134;yes;1;5861;932062911
kõik;PRON;O;21;yes;1;5861;932062911
10;NUM;O;3;no;0;5861;932062911
rabatüüpi;NOUN;O;1;no;0;5861;932062911
esitatud;VERB;O;1;no;124437;5861;932062911
nii;ADV;O;34;yes;1;5861;932062911
loodusharuldus;NOUN;O;1;no;9;5861;932062911
lihtsalt;ADV;O;15;no;1;5861;932062911
siis;ADV;O;168;yes;1;5861;932062911
sinna;ADV;O;37;yes;1;5861;932062911
mind;PRON;O;6;yes;1;5861;932062911
tuldud;VERB;O;1;yes;4560;5861;932062911
koju;NOUN;O;4;no;194944;5861;932062911
otsima;VERB;O;1;no;56299;5861;932062911
metsavennad;NOUN;O;2;no;820;5861;932062911
üks;DET;O;38;yes;2;5861;932062911
meie;PRON;O;12;yes;3;5861;932062911
tuttav;ADJ;O;3;no;45835;5861;932062911
lisal;NOUN;O;1;no;190;5861;932062911
metsavend;NOUN;O;3;no;705;5861;932062911
juba;ADV;O;12;yes;1;5861;932062911
grupimeestest;NOUN;O;1;no;0;5861;932062911
neil;PRON;O;3;yes;318929;5861;932062911
Jäärja;PROPN;O;1;no;202;5861;932062911
pool;ADP;O;1;yes;1;5861;932062911
kuskil;ADV;O;5;yes;1;5861;932062911
raadiojaam;NOUN;O;2;no;1219;5861;932062911
rikki;NOUN;O;1;no;1513;5861;932062911
läinud;VERB;O;8;yes;5;5861;932062911
tuleks;VERB;O;1;yes;302334;5861;932062911
aitaks;VERB;O;1;no;25994;5861;932062911
jälle;ADV;O;32;no;3;5861;932062911
seda;PRON;O;24;yes;2;5861;932062911
ära;ADV;O;32;yes;1;5861;932062911
parandada;VERB;O;2;no;75011;5861;932062911
tööle;NOUN;O;1;no;173940;5861;932062911
rakendada;VERB;O;1;no;42681;5861;932062911
metsavendadel;NOUN;O;1;no;33;5861;932062911
isegi;ADV;O;2;yes;2;5861;932062911
küll;ADV;O;13;yes;1;5861;932062911
üsna;ADV;O;2;yes;1;5861;932062911
mitmed;PRON;O;1;yes;97581;5861;932062911
kuue;NUM;O;1;no;44076;5861;932062911
või;CCONJ;O;16;yes;1;5861;932062911
seitsmemeheline;ADJ;O;1;no;9;5861;932062911
grupp;NOUN;O;1;no;26783;5861;932062911
ennast;PRON;O;3;yes;2;5861;932062911
kindlustanud;VERB;O;1;no;4159;5861;932062911
rongu;NOUN;O;1;no;0;5861;932062911
rappa;ADV;O;1;no;2368;5861;932062911
selle;PRON;O;19;yes;2;5861;932062911
suur;ADJ;O;5;no;1;5861;932062911
leivapätsikujuline;ADJ;O;1;no;0;5861;932062911
mägi;NOUN;O;1;no;8875;5861;932062911
liivamäe;NOUN;O;1;no;271;5861;932062911
peal;ADP;O;4;yes;1;5861;932062911
maa-alused;ADJ;O;1;no;927;5861;932062911
varjundid;NOUN;O;1;no;950;5861;932062911
olnud;AUX;O;18;yes;3;5861;932062911
tuli;VERB;O;21;yes;1;5861;932062911
välja;ADV;O;26;yes;1;5861;932062911
oleks;AUX;O;8;yes;1;5861;932062911
mina;PRON;O;8;yes;1;5861;932062911
väga;ADV;O;3;yes;2;5861;932062911
sellepärast;ADV;O;4;yes;114027;5861;932062911
hiljem;ADV;O;7;no;1;5861;932062911
kuulda;VERB;O;4;no;69290;5861;932062911
just;ADV;O;7;yes;1;5861;932062911
sel;DET;O;1;yes;1;5861;932062911
ajal;NOUN;O;1;no;1;5861;932062911
kui;SCONJ;O;29;yes;1;5861;932062911
sil;NOUN;O;1;no;466;5861;932062911
korraldatud;ADJ;O;1;no;49625;5861;932062911
haarang;NOUN;O;1;no;265;5861;932062911
Pärnu;PROPN;O;2;no;155482;5861;932062911
julgeoleku;NOUN;O;3;no;16961;5861;932062911
asjamees;NOUN;O;1;no;248;5861;932062911
kask;NOUN;O;6;no;2376;5861;932062911
maa;NOUN;O;1;no;1;5861;932062911
armukese;NOUN;O;1;no;1777;5861;932062911
soetanud;VERB;O;1;no;4202;5861;932062911
endale;PRON;O;2;yes;2;5861;932062911
kaudu;ADP;O;4;yes;1;5861;932062911
