word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
näib;VERB;O;1;no;38472;3615;932062911
küll;ADV;O;8;yes;1;3615;932062911
,;PUNCT;O;243;no;0;3615;932062911
et;SCONJ;O;16;yes;1;3615;932062911
tuhanded;NUM;O;2;no;16659;3615;932062911
inimesed;NOUN;O;2;no;1;3615;932062911
kogu;DET;O;7;yes;1;3615;932062911
maailmas;NOUN;O;1;no;175510;3615;932062911
armastavad;VERB;O;1;no;18569;3615;932062911
Pariisi;PROPN;O;5;no;26610;3615;932062911
selle;DET;O;3;yes;2;3615;932062911
linna;NOUN;O;1;no;259120;3615;932062911
kuulsaimad;ADJ;O;1;no;519;3615;932062911
paigad;NOUN;O;1;no;5729;3615;932062911
luumamma;VERB;O;1;no;0;3615;932062911
.;PUNCT;O;192;no;0;3615;932062911
Eifel;PROPN;O;1;no;119;3615;932062911
särgher;NOUN;O;1;no;0;3615;932062911
mania;NOUN;O;1;no;175;3615;932062911
eriti;ADV;O;2;no;3;3615;932062911
šanss;ADJ;O;1;no;1557;3615;932062911
oli;AUX;O;25;yes;1;3615;932062911
see;PRON;O;13;yes;1;3615;932062911
on;AUX;O;58;yes;1;3615;932062911
pidevalt;ADV;O;4;no;152117;3615;932062911
täis;ADV;O;1;no;213770;3615;932062911
naeratavat;VERB;O;1;no;294;3615;932062911
ja;CCONJ;O;120;yes;1;3615;932062911
imetlevad;VERB;O;1;no;740;3615;932062911
rahvast;NOUN;O;1;no;53099;3615;932062911
need;PRON;O;5;yes;1283582;3615;932062911
ealised;ADJ;O;1;no;425;3615;932062911
kui;SCONJ;O;19;yes;1;3615;932062911
sul;PRON;O;1;yes;307622;3615;932062911
õnn;NOUN;O;1;no;21870;3615;932062911
juba;ADV;O;11;yes;1;3615;932062911
mitmendat;NUM;O;1;yes;6586;3615;932062911
korda;NOUN;O;2;no;1;3615;932062911
selles;DET;O;5;yes;1;3615;932062911
kunstide;NOUN;O;2;no;7673;3615;932062911
valguse;NOUN;O;1;no;29798;3615;932062911
linnas;NOUN;O;1;no;1;3615;932062911
