word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;3;yes;149143;6611;932062911
hommikust;NOUN;O;6;no;14286;6611;932062911
,;PUNCT;O;713;no;0;6611;932062911
head;ADJ;O;3;no;1;6611;932062911
kuulajad;NOUN;O;3;no;3770;6611;932062911
ja;CCONJ;O;257;yes;1;6611;932062911
kena;ADJ;O;2;no;70553;6611;932062911
pühapäeva;NOUN;O;3;no;21965;6611;932062911
hommikut;NOUN;O;1;no;4377;6611;932062911
.;PUNCT;O;213;no;0;6611;932062911
tänane;ADJ;O;1;no;36646;6611;932062911
külaline;NOUN;O;2;no;14450;6611;932062911
on;AUX;O;168;yes;1;6611;932062911
noor;ADJ;O;1;no;81714;6611;932062911
edukas;ADJ;O;1;no;29542;6611;932062911
moekunstnik;NOUN;O;3;no;1083;6611;932062911
esimene;ADJ;O;7;no;1;6611;932062911
Eestis;PROPN;O;13;no;1;6611;932062911
kellel;PRON;O;1;yes;167919;6611;932062911
olnud;AUX;O;7;yes;3;6611;932062911
võimalus;NOUN;O;2;no;2;6611;932062911
koos;ADP;O;2;yes;1;6611;932062911
oma;PRON;O;36;yes;1;6611;932062911
kollektsiooniga;NOUN;O;2;no;1493;6611;932062911
osaleda;VERB;O;2;no;83585;6611;932062911
Berliini;PROPN;O;8;no;14970;6611;932062911
moenädalal;NOUN;O;3;no;643;6611;932062911
2012;NUM;O;1;no;0;6611;932062911
lilli;NOUN;O;15;no;14695;6611;932062911
Jahilo;PROPN;O;6;no;789;6611;932062911
mida;PRON;O;32;yes;1;6611;932062911
tähendab;VERB;O;3;no;307512;6611;932062911
tegelikult;ADV;O;33;no;1;6611;932062911
üldse;ADV;O;11;no;2;6611;932062911
selline;DET;O;17;yes;532929;6611;932062911
kutse;NOUN;O;3;no;24434;6611;932062911
moenädalale;NOUN;O;4;no;97;6611;932062911
ühe;DET;O;5;yes;2;6611;932062911
moekunstniku;NOUN;O;1;no;322;6611;932062911
jaoks;ADP;O;14;yes;2;6611;932062911
?;PUNCT;O;22;no;0;6611;932062911
minule;PRON;O;1;yes;31165;6611;932062911
tähendas;VERB;O;2;no;27626;6611;932062911
ta;PRON;O;24;yes;1;6611;932062911
väga-väga;ADV;O;4;no;12272;6611;932062911
palju;ADV;O;30;yes;3;6611;932062911
et;SCONJ;O;262;yes;1;6611;932062911
ma;PRON;O;181;yes;2;6611;932062911
ausalt;ADV;O;1;no;1;6611;932062911
öeldes;VERB;O;2;no;56015;6611;932062911
ei;AUX;O;68;yes;13;6611;932062911
oleks;AUX;O;4;yes;1;6611;932062911
arvanud;VERB;O;1;no;14890;6611;932062911
nüüd;ADV;O;13;yes;1116542;6611;932062911
sel;DET;O;11;yes;1;6611;932062911
kuul;NOUN;O;1;no;29357;6611;932062911
saab;VERB;O;2;yes;2;6611;932062911
firma;NOUN;O;2;no;83556;6611;932062911
või;CCONJ;O;45;yes;1;6611;932062911
ateljee;NOUN;O;3;no;1574;6611;932062911
alles;ADV;O;2;yes;353389;6611;932062911
kahe;NUM;O;1;no;331369;6611;932062911
aastaseks;ADJ;O;1;no;7324;6611;932062911
juba;ADV;O;23;yes;1;6611;932062911
nii;ADV;O;31;yes;1;6611;932062911
vara;ADV;O;1;no;1;6611;932062911
peatselt;ADV;O;1;no;16227;6611;932062911
tuleb;VERB;O;10;yes;1;6611;932062911
nagu;SCONJ;O;64;yes;1;6611;932062911
täiesti;ADV;O;8;yes;1;6611;932062911
suurele;ADJ;O;1;no;20040;6611;932062911
Euroopa;PROPN;O;2;no;720735;6611;932062911
moelavale;NOUN;O;1;no;181;6611;932062911
see;PRON;O;81;yes;1;6611;932062911
arvan;VERB;O;39;no;1;6611;932062911
suur;ADJ;O;10;no;1;6611;932062911
tunnustus;NOUN;O;2;no;9519;6611;932062911
loodan;VERB;O;3;no;103320;6611;932062911
seda;PRON;O;32;yes;2;6611;932062911
olen;AUX;O;14;yes;1162614;6611;932062911
tegemistega;NOUN;O;1;no;4886;6611;932062911
õigel;ADJ;O;1;no;1;6611;932062911
teel;NOUN;O;1;yes;159929;6611;932062911
kahtlemata;ADV;O;5;no;42469;6611;932062911
peaks;AUX;O;2;yes;4;6611;932062911
arvama;VERB;O;1;no;10354;6611;932062911
saa;AUX;O;3;yes;3;6611;932062911
veel;ADV;O;7;yes;3;6611;932062911
arvata;VERB;O;1;no;80022;6611;932062911
see;DET;O;30;yes;1;6611;932062911
üks;DET;O;10;yes;2;6611;932062911
esinemine;NOUN;O;1;no;10003;6611;932062911
avad;NOUN;O;1;no;5533;6611;932062911
mulle;PRON;O;17;yes;1;6611;932062911
tea;VERB;O;13;no;1;6611;932062911
mis;PRON;O;54;yes;1;6611;932062911
uksed;NOUN;O;1;no;42412;6611;932062911
aga;CCONJ;O;41;yes;1;6611;932062911
oluline;ADJ;O;12;no;1;6611;932062911
samm;NOUN;O;2;no;46128;6611;932062911
edasi;ADV;O;7;yes;1;6611;932062911
kõige;ADV;O;5;yes;1;6611;932062911
suure;ADJ;O;2;no;314613;6611;932062911
algustähega;NOUN;O;1;no;1682;6611;932062911
kindlasti;ADV;O;11;no;4;6611;932062911
mille;PRON;O;7;yes;1;6611;932062911
eest;ADP;O;2;yes;1105733;6611;932062911
kuidas;ADV;O;12;yes;2;6611;932062911
moekunstnikke;NOUN;O;2;no;47;6611;932062911
ju;ADV;O;16;yes;843987;6611;932062911
