word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;149143;457;932062911
hommikust;NOUN;O;1;no;14286;457;932062911
,;PUNCT;O;26;no;0;457;932062911
mina;PRON;O;1;yes;1;457;932062911
olen;AUX;O;2;yes;1162614;457;932062911
Ants;PROPN;O;1;no;19897;457;932062911
Tooming;PROPN;O;1;no;2378;457;932062911
Kolga-Jaani;PROPN;O;1;no;1815;457;932062911
kiriku;NOUN;O;1;no;1;457;932062911
õpetaja;NOUN;O;1;no;145546;457;932062911
.;PUNCT;O;35;no;0;457;932062911
me;PRON;O;4;yes;1;457;932062911
kuuleme;VERB;O;1;no;7085;457;932062911
tänase;ADJ;O;1;no;39179;457;932062911
hommiku;NOUN;O;1;no;6064;457;932062911
mõtiskluse;NOUN;O;1;no;484;457;932062911
aluseks;NOUN;O;1;no;58415;457;932062911
apostel;NOUN;O;1;no;2614;457;932062911
Pauluse;PROPN;O;1;no;7892;457;932062911
esimest;ADJ;O;1;no;171652;457;932062911
kirja;NOUN;O;1;no;148395;457;932062911
korintlastele;NOUN;O;1;no;429;457;932062911
13.;ADJ;O;1;no;0;457;932062911
peatüki;NOUN;O;1;no;8600;457;932062911
kaheteistkümnendat;ADJ;O;1;no;293;457;932062911
salmi;NOUN;O;1;no;2181;457;932062911
praegu;ADV;O;2;yes;1;457;932062911
näeme;VERB;O;1;no;54038;457;932062911
aimamisi;NOUN;O;2;no;198;457;932062911
nagu;SCONJ;O;2;yes;1;457;932062911
peeglist;NOUN;O;1;no;4422;457;932062911
siis;ADV;O;5;yes;1;457;932062911
aga;ADV;O;6;yes;1;457;932062911
valgest;ADJ;O;1;no;5537;457;932062911
valgesse;ADJ;O;1;no;2438;457;932062911
ma;PRON;O;1;yes;2;457;932062911
tunnetan;VERB;O;2;no;1589;457;932062911
poolikult;NOUN;O;1;no;1191;457;932062911
täiesti;ADV;O;2;yes;1;457;932062911
minagi;PRON;O;1;no;15500;457;932062911
tunnetatud;VERB;O;1;no;949;457;932062911
aamen;INTJ;O;2;no;5982;457;932062911
