word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;149143;675;932062911
eetris;NOUN;O;1;no;15475;675;932062911
portaal;NOUN;O;1;no;11639;675;932062911
tehnolooga;NOUN;O;1;no;23;675;932062911
kommentaari;NOUN;O;1;no;60461;675;932062911
esitab;VERB;O;1;no;39429;675;932062911
Kristjan;PROPN;O;1;no;42007;675;932062911
Port;PROPN;O;1;no;1;675;932062911
.;PUNCT;O;51;no;0;675;932062911
infoajastu;NOUN;O;1;no;230;675;932062911
töötavaks;ADJ;O;1;no;259;675;932062911
tunnuseks;NOUN;O;1;no;3176;675;932062911
on;AUX;O;14;yes;1;675;932062911
igasuguste;DET;O;2;yes;15900;675;932062911
andmete;NOUN;O;9;no;86375;675;932062911
kuhjumine;NOUN;O;1;no;550;675;932062911
sellest;PRON;O;3;yes;933385;675;932062911
palju;ADV;O;2;yes;3;675;932062911
räägitud;VERB;O;1;no;24625;675;932062911
,;PUNCT;O;27;no;0;675;932062911
aga;CCONJ;O;1;yes;1;675;932062911
samas;ADV;O;1;yes;1;675;932062911
jätab;VERB;O;1;no;60277;675;932062911
kogu;DET;O;3;yes;1;675;932062911
jutt;NOUN;O;1;no;102538;675;932062911
tavakodanikud;NOUN;O;1;no;427;675;932062911
külmaks;ADJ;O;1;no;9813;675;932062911
andmetega;NOUN;O;4;no;9511;675;932062911
tegelevad;VERB;O;1;no;28400;675;932062911
masinad;NOUN;O;1;no;15198;675;932062911
ja;CCONJ;O;9;yes;1;675;932062911
seni;ADV;O;3;yes;1;675;932062911
kuni;SCONJ;O;2;yes;1;675;932062911
need;PRON;O;1;yes;1283582;675;932062911
kedagi;PRON;O;1;yes;1;675;932062911
sega;VERB;O;1;no;52357;675;932062911
kergitatakse;VERB;O;1;no;179;675;932062911
juhtuva;ADJ;O;1;no;147;675;932062911
peale;ADP;O;1;yes;1;675;932062911
õlgu;NOUN;O;1;no;7841;675;932062911
isegi;ADV;O;3;yes;2;675;932062911
kui;SCONJ;O;10;yes;1;675;932062911
aeg-ajalt;ADV;O;1;no;50193;675;932062911
kostub;VERB;O;1;no;3496;675;932062911
hoiatavaid;ADJ;O;1;no;593;675;932062911
sõnumeid;NOUN;O;1;no;13611;675;932062911
andmeid;NOUN;O;8;no;81259;675;932062911
koguvate;ADJ;O;1;no;176;675;932062911
inimeste;NOUN;O;1;no;298555;675;932062911
halbadest;ADJ;O;1;no;1805;675;932062911
tegudest;NOUN;O;1;no;2860;675;932062911
loodetakse;VERB;O;1;no;10141;675;932062911
et;SCONJ;O;3;yes;1;675;932062911
need;DET;O;1;yes;1283582;675;932062911
lood;NOUN;O;1;no;84589;675;932062911
puudutavad;VERB;O;1;no;20523;675;932062911
teisi;PRON;O;1;yes;130732;675;932062911
pealegi;ADV;O;1;no;52035;675;932062911
ju;ADV;O;3;yes;843987;675;932062911
rahustav;ADJ;O;1;no;6149;675;932062911
pahategijaid;NOUN;O;1;no;58;675;932062911
harjutatakse;VERB;O;1;no;1560;675;932062911
kõigil;PRON;O;1;yes;1;675;932062911
muudki;PRON;O;1;no;8375;675;932062911
teha;VERB;O;2;yes;1;675;932062911
muretseda;VERB;O;1;no;14620;675;932062911
abstraktsete;ADJ;O;1;no;690;675;932062911
ohtude;NOUN;O;1;no;6193;675;932062911
pärast;ADP;O;1;yes;2;675;932062911
kirjeldatud;ADJ;O;1;no;31482;675;932062911
kultuur;NOUN;O;1;no;23786;675;932062911
on;VERB;O;2;yes;1;675;932062911
aga;ADV;O;1;yes;1;675;932062911
muutumas;VERB;O;1;no;8449;675;932062911
iga;DET;O;2;yes;2;675;932062911
isiku;NOUN;O;1;no;47251;675;932062911
kohta;ADP;O;4;yes;1;675;932062911
käivate;ADJ;O;1;no;2415;675;932062911
arvestamisest;NOUN;O;1;no;329;675;932062911
võib;AUX;O;2;yes;1;675;932062911
kujuneda;VERB;O;1;no;8921;675;932062911
midagi;PRON;O;2;yes;1;675;932062911
sarnast;ADJ;O;1;no;26103;675;932062911
regulaarsele;ADJ;O;1;no;343;675;932062911
peeglisse;NOUN;O;1;no;6339;675;932062911
