word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;149143;2502;932062911
õhtust;NOUN;O;1;no;10221;2502;932062911
,;PUNCT;O;178;no;0;2502;932062911
kell;NOUN;O;1;no;675076;2502;932062911
sai;VERB;O;1;yes;1;2502;932062911
kuus;NOUN;O;1;no;154867;2502;932062911
uudistetoimetus;NOUN;O;1;no;147;2502;932062911
teeb;VERB;O;1;yes;1;2502;932062911
kokkuvõtte;NOUN;O;1;no;9261;2502;932062911
neljapäevast;ADJ;O;1;no;2932;2502;932062911
21.-st;ADJ;O;1;no;0;2502;932062911
juulist;NOUN;O;1;no;13405;2502;932062911
.;PUNCT;O;131;no;0;2502;932062911
stuudios;NOUN;O;1;no;17679;2502;932062911
on;AUX;O;86;yes;1;2502;932062911
Kai;PROPN;O;1;no;10167;2502;932062911
Vare;PROPN;O;1;no;3082;2502;932062911
Euroopa;PROPN;O;4;no;720735;2502;932062911
Liit;PROPN;O;1;no;34525;2502;932062911
pikendab;VERB;O;1;no;5858;2502;932062911
kriisiriikide;NOUN;O;1;no;20;2502;932062911
laenutähtaegu;NOUN;O;1;no;9;2502;932062911
ja;CCONJ;O;63;yes;1;2502;932062911
alandab;VERB;O;1;no;2894;2502;932062911
intresse;NOUN;O;1;no;2285;2502;932062911
vahendab;VERB;O;1;no;61572;2502;932062911
Reuters;PROPN;O;1;no;11954;2502;932062911
Brüsselis;PROPN;O;2;no;12921;2502;932062911
toimuva;ADJ;O;1;no;23814;2502;932062911
eurotsooni;NOUN;O;2;no;2116;2502;932062911
riigipeade;NOUN;O;1;no;1154;2502;932062911
kohtumise;NOUN;O;1;no;37813;2502;932062911
töödokumente;NOUN;O;1;no;74;2502;932062911
rahandusminister;NOUN;O;1;no;10663;2502;932062911
Jürgen;PROPN;O;2;no;1;2502;932062911
ligi;ADV;O;3;yes;191258;2502;932062911
sõnul;NOUN;O;2;no;450537;2502;932062911
saab;VERB;O;4;yes;2;2502;932062911
Kreeka;PROPN;O;6;no;32305;2502;932062911
tõenäolised;ADJ;O;1;no;528;2502;932062911
laenuga;NOUN;O;1;no;2659;2502;932062911
alles;ADV;O;3;yes;353389;2502;932062911
loodavast;ADJ;O;1;no;350;2502;932062911
finantsstabiilsuse;NOUN;O;3;no;1031;2502;932062911
fondist;NOUN;O;2;no;3672;2502;932062911
Eesti;PROPN;O;7;no;1;2502;932062911
parim;ADJ;O;2;no;200777;2502;932062911
liider;NOUN;O;5;no;19538;2502;932062911
programmi;NOUN;O;2;no;1;2502;932062911
kaudu;ADP;O;4;yes;1;2502;932062911
toetust;NOUN;O;3;no;66968;2502;932062911
saanud;ADJ;O;2;yes;1;2502;932062911
põllumajandusprojekt;NOUN;O;2;no;26;2502;932062911
Taali;PROPN;O;3;no;839;2502;932062911
mesila;NOUN;O;3;no;739;2502;932062911
meeeraldus;NOUN;O;1;no;0;2502;932062911
seadmast;VERB;O;1;no;59;2502;932062911
täna;ADV;O;8;no;603123;2502;932062911
tunnustati;VERB;O;2;no;5997;2502;932062911
teisigi;DET;O;1;no;15131;2502;932062911
tublimaid;ADJ;O;1;no;1082;2502;932062911
kolme;NUM;O;3;no;196915;2502;932062911
aasta;NOUN;O;14;no;2;2502;932062911
jooksul;ADP;O;2;yes;563172;2502;932062911
kammi;NOUN;O;1;no;1827;2502;932062911
abil;ADP;O;3;yes;228334;2502;932062911
rahastatud;VERB;O;1;no;6237;2502;932062911
üle;ADP;O;7;yes;2;2502;932062911
poole;NUM;O;2;yes;1;2502;932062911
1000;NUM;O;3;no;0;2502;932062911
projekti;NOUN;O;2;no;153252;2502;932062911
mis;PRON;O;8;yes;1;2502;932062911
aitavad;VERB;O;1;no;91605;2502;932062911
kohalikku;ADJ;O;1;no;26187;2502;932062911
elu;NOUN;O;1;no;1;2502;932062911
edendada;VERB;O;1;no;22768;2502;932062911
Venemaa;PROPN;O;4;no;189952;2502;932062911
presidendivalimised;NOUN;O;2;no;3586;2502;932062911
toimuvad;VERB;O;3;no;80797;2502;932062911
järgmise;ADJ;O;2;yes;110338;2502;932062911
neljandal;ADJ;O;2;no;11718;2502;932062911
märtsil;NOUN;O;2;no;1;2502;932062911
teatas;VERB;O;3;no;155940;2502;932062911
keskvalimiskomisjon;NOUN;O;2;no;298;2502;932062911
nii;ADV;O;6;yes;1;2502;932062911
president;NOUN;O;2;no;148527;2502;932062911
Medvedjev;PROPN;O;1;no;182;2502;932062911
kui;CCONJ;O;2;yes;1;2502;932062911
peaminister;NOUN;O;2;no;62055;2502;932062911
Putin;PROPN;O;2;no;21390;2502;932062911
vihjanud;VERB;O;2;no;1115;2502;932062911
et;SCONJ;O;44;yes;1;2502;932062911
kandideerivad;VERB;O;1;no;2584;2502;932062911
aga;CCONJ;O;10;yes;1;2502;932062911
mõlemad;PRON;O;1;yes;163928;2502;932062911
kinnitanud;VERB;O;1;no;16316;2502;932062911
vastastikku;ADV;O;1;no;6928;2502;932062911
ei;AUX;O;15;yes;13;2502;932062911
võistelda;VERB;O;1;no;11445;2502;932062911
USA;PROPN;O;3;no;232433;2502;932062911
kosmosesüstik;NOUN;O;2;no;279;2502;932062911
Atlantis;PROPN;O;2;no;1367;2502;932062911
maandus;VERB;O;2;no;7045;2502;932062911
Kennedy;PROPN;O;3;no;1;2502;932062911
kosmosekeskuses;NOUN;O;3;no;72;2502;932062911
Floridas;PROPN;O;2;no;2659;2502;932062911
selle;DET;O;4;yes;2;2502;932062911
lennuga;NOUN;O;1;no;2323;2502;932062911
jõudis;VERB;O;3;no;116422;2502;932062911
lõpule;NOUN;O;2;no;17175;2502;932062911
Kosmoseagentuuri;PROPN;O;1;no;189;2502;932062911
NASA;PROPN;O;2;no;6688;2502;932062911
30;NUM;O;3;no;0;2502;932062911
aastat;NOUN;O;8;no;581405;2502;932062911
kestnud;ADJ;O;2;no;38236;2502;932062911
süstikulendude;NOUN;O;1;no;1;2502;932062911
programm;NOUN;O;3;no;51154;2502;932062911
Viljandi;PROPN;O;7;no;78470;2502;932062911
pärimusmuusika;NOUN;O;7;no;6181;2502;932062911
festivalil;NOUN;O;2;no;1;2502;932062911
tänavu;ADV;O;4;no;126280;2502;932062911
peaosas;NOUN;O;1;no;3698;2502;932062911
rütmipillid;NOUN;O;1;no;85;2502;932062911
folgil;NOUN;O;3;no;1086;2502;932062911
eelneva;ADJ;O;1;no;16901;2502;932062911
eesti;ADJ;O;8;no;1;2502;932062911
etno;NOUN;O;2;no;485;2502;932062911
laagri;NOUN;O;2;no;14192;2502;932062911
vastu;ADP;O;2;yes;1;2502;932062911
kui;SCONJ;O;14;yes;1;2502;932062911
erakordselt;ADV;O;1;no;22791;2502;932062911
suur;ADJ;O;3;no;1;2502;932062911
huvi;NOUN;O;5;no;1;2502;932062911
Laagri;PROPN;O;1;no;4336;2502;932062911
korraldajad;NOUN;O;1;no;23163;2502;932062911
on;VERB;O;2;yes;1;2502;932062911
rahul;ADV;O;1;no;111779;2502;932062911
nende;PRON;O;3;yes;2;2502;932062911
15;NUM;O;2;no;0;2502;932062911
aastane;ADJ;O;1;no;37461;2502;932062911
töö;NOUN;O;2;no;1;2502;932062911
vilja;NOUN;O;1;no;17677;2502;932062911
kandnud;VERB;O;1;no;18984;2502;932062911
noored;NOUN;O;1;no;1;2502;932062911
tegelevad;VERB;O;1;no;28400;2502;932062911
pärimusmuusikaga;NOUN;O;1;no;93;2502;932062911
üha;ADV;O;1;no;109507;2502;932062911
usinamalt;ADV;O;1;no;425;2502;932062911
Saaremaal;PROPN;O;2;no;42531;2502;932062911
leitud;ADJ;O;3;no;63506;2502;932062911
1300;NUM;O;2;no;0;2502;932062911
vanuse;NOUN;O;2;no;15133;2502;932062911
Salme;PROPN;O;4;no;12359;2502;932062911
muinaslaev;NOUN;O;1;no;49;2502;932062911
planeedi;NOUN;O;1;no;13196;2502;932062911
read;NOUN;O;2;no;1;2502;932062911
praeguseks;ADJ;O;2;yes;45179;2502;932062911
täies;ADJ;O;2;no;22374;2502;932062911
pikkuses;NOUN;O;2;no;5231;2502;932062911
nähtavad;ADJ;O;2;no;8490;2502;932062911
ilmateade;NOUN;O;1;no;2281;2502;932062911
lubab;VERB;O;1;no;56284;2502;932062911
ööseks;ADV;O;1;no;9084;2502;932062911
sajuta;NOUN;O;1;no;3997;2502;932062911
ilma;ADV;O;1;yes;1;2502;932062911
sooja;NOUN;O;4;no;77156;2502;932062911
18;NUM;O;3;no;0;2502;932062911
kuni;CCONJ;O;7;yes;1;2502;932062911
22;NUM;O;2;no;0;2502;932062911
homme;ADV;O;1;no;105246;2502;932062911
kohati;ADV;O;2;yes;71787;2502;932062911
hoovihma;NOUN;O;2;no;2696;2502;932062911
äikest;NOUN;O;2;no;3232;2502;932062911
oodata;VERB;O;1;no;109716;2502;932062911
26;NUM;O;2;no;0;2502;932062911
32;NUM;O;2;no;0;2502;932062911
kraadi;NOUN;O;3;no;67853;2502;932062911
euro;NOUN;O;1;no;114550;2502;932062911
alate;NOUN;O;1;no;93;2502;932062911
euroala;NOUN;O;2;no;6939;2502;932062911
riikide;NOUN;O;1;no;96946;2502;932062911
liidrid;NOUN;O;2;no;7365;2502;932062911
istuvad;VERB;O;1;no;15975;2502;932062911
ikka;ADV;O;3;yes;1;2502;932062911
veel;ADV;O;7;yes;3;2502;932062911
koos;ADV;O;4;yes;1;2502;932062911
arutada;VERB;O;1;no;1;2502;932062911
abistamist;NOUN;O;1;no;1015;2502;932062911
Margitta;PROPN;O;1;no;595;2502;932062911
otsmaa;NOUN;O;1;no;373;2502;932062911
jätkab;VERB;O;1;no;50191;2502;932062911
kohtumiselt;NOUN;O;1;no;829;2502;932062911
oodatakse;VERB;O;1;no;25129;2502;932062911
mitut;DET;O;1;yes;28581;2502;932062911
tähtsat;ADJ;O;1;no;8007;2502;932062911
otsust;NOUN;O;1;no;34231;2502;932062911
esiteks;ADV;O;1;no;63434;2502;932062911
kas;ADV;O;5;yes;1;2502;932062911
suureneb;VERB;O;1;no;25521;2502;932062911
loodava;ADJ;O;1;no;3044;2502;932062911
fondi;NOUN;O;2;no;23832;2502;932062911
maht;NOUN;O;1;no;29417;2502;932062911
Re;PROPN;O;1;no;0;2502;932062911
kapitaliseeritakse;VERB;O;1;no;18;2502;932062911
panku;NOUN;O;1;no;1389;2502;932062911
