keyphrase;score
Te tunnete härrak;0.7497
Härra Rudolf von;0.7225
pealegi sakslaste suruvad;0.7187
liikvel eestlane olevatki;0.7088
mast Peterburis õuemaalija;0.7077
saagi Aga küllalt;0.7003
ohvitserimüts peas Isakene;0.6997
Johan tead tähendab;0.6964
äigan vastupink Aga;0.6947
nuhtlust jagab Eesti;0.694
kõrge kolossaalne tükk;0.691
mõistavad hoida asju;0.6909
epigraafiks Ei Teie;0.6906
proua Anna Rakvere;0.6853
Kuid skandaal kurjuse;0.6852
hobuse peremeest Aga;0.6832
Kristuse maalinud Lubage;0.6825
vähem Nende Ilusa;0.6823
härra professor arvate;0.6802
võtnud isemoodi Esimesel;0.6797
võimu e-moemeeste Kuid;0.6795
häbi räägivad vähem;0.6788
silma paarkümmend vihtuda;0.6784
kohus rääkida Nagu;0.6778
iiales nähtud Te;0.6774
lapsega Teie kristus;0.6771
jää netigi säisma;0.6768
mõisavalitseja lastele siinmail;0.6767
küllaldaselt silmaga tähele;0.6753
kalliste suguvendade lobimine;0.6752
peremees rebis looma;0.674
omavalitsusi põlves pane;0.6733
saksa Ministrite tuttavaid;0.6729
eskiisid jälle tellingutele;0.6728
uurisin asja Siifi;0.6717
moodi Haralise saarerahval;0.6691
Jabrašed põlvili maas;0.6689
paremas servas istub;0.6684
valitsejamaja aknal küllalt;0.6656
panna Niisiis professor;0.665
kogudusemaja keisri kingituseks;0.6643
Minami trööstida püüdsin;0.6641
Faust Ja peategelaseks;0.664
Gröönitruu truu taldadele;0.6639
keelt muuseas Norrimalt;0.6629
Köleri 10000 rublane;0.6618
head halba Näiteks;0.6618
tea varahommikul kahtlust;0.6614
tellingulaudade värvinõude naelad;0.6607
viga Ma mõtlesin;0.6603
vaatama Kuidas Kristuse;0.6602
rahva katsuda naeruväärt;0.66
halba rääkida poegadel;0.6594
ajama Siis hüüab;0.6586
autoriteedi päritolu külakoertel;0.6581
surnuks hammustada Kes;0.6577
Aga küllalt noor;0.6569
tõsiseks küsis Ungari;0.6568
hammustes kitsede üleüldise;0.6568
efektidega Mihhail Piaalati;0.656
maa käimas Kellelegi;0.6558
meelde Ilusa Villemi;0.6558
Ja Karell terve;0.6554
võrdlemisi vähenõudlik passiivne;0.6551
Ei Teie Ilus;0.6529
kurjuse deemon Noortiivuline;0.6527
sellas Muidugi pursib;0.6518
ettevalmistuste pikkust arvesse;0.6514
härra professor Kui;0.6513
pikk kahe kõrge;0.6512
katalaari serva paistmas;0.6512
tõsi ristiga vehkides;0.6506
Lutsiferi kurjuse triumfi;0.6505
kahtlust ütelda Kristuse;0.65
sünnib eestlane Lähtru;0.65
pilguks kepi Sest;0.65
tähendab Sest eesti;0.649
jäi verisest peast;0.6481
