EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Andres Lember ütles;Euroopa põgenikeagentuuri teatel;Eestis tolmeldamist vajavate;möödub madalrõhkkonna lääneservas;kindlasti annan maksimumi;Tartu Eestis Euroopa;Vikerhommikule Eurovisiooni lauluvõistlust;13000 migranti Eestis
Eesti keele instituut;Me aru Makedoonia;Vikerhommikule Eurovisiooni lauluvõistlust;2016 Eesti laulu;igav jännet sideme;Kreeka valitsus kavatseb;kuuenda märtsi Päevakaja;Sõjapiirkonda kuuluvateks Näiteks
nädalal tuhandete põgenike;Seal islamiriik Vaba;lauluga Play Kreekas;Sellepärast korraldamegi tuletada;tallist noort last;Kreeka põhjapiirile päädib;hilisõhtul selgus Eesti;Veterinaar- toiduametist Suremus
Et kultuure vajavad;olukorda Euroopa tegelikult;Tartu Eestis Euroopa;peaminister Alexis Tsipras;näiteks näitena näiteks;homsel Euroopa Liidu;täna Kreeka välgukiirusel;arusaadav Ja võib-olla
maksimumi Jätkame tõsisematel;Kreeka piirile Makedoonia;Alexis Tsipras Saksa;Jüri Pootsmann lauluga;tahan kindlasti annan;esindab mais Stockholmis;Play Kreekas Valitsus;Eestis 23 protsenti
õhutemperatuur tõuseb pluss;jäänud 13000 migranti;põgenike kogunemine Kreeka;Belgias 32 protsenti;kingib toodangu vahetada;lauluga Play Kreekas;Jüri Pootsmann esindab;rahvuslikud isad-emad Me
võitja Aastal 2016;Alexis Tsipras Kreeka;mais Stockholmis peetaval;kehtestas Makedoonia uued;hirmutav ootan tahan;näiteks Soomes 23;Sobak Eestit esindab;märksõnaks ilmastumine kasutatakse
kõrge Üks tolmeldajate;tähendab talvitunud peredest;Tere õhtust kell;võib-olla Ta omapärane;käänet igav jännet;eesti keel ühtegi;Jüri Viikberg Idamurre;võimalus suurem Ida-Eestis
pürgijatele nõutakse keeleoskust;põhjapiirile päädib humanitaarkriisiga;Kreeka välgukiirusel parandama;Soomes 23 7;taas lubatud tegelikult;Eurovisiooni lauluvõistlusel Jüri;lauluga Eestit kevadel;kauplustes erandeid Müügipersonalile
rännet Seal kindlasti;Pall Seda sõnastikku;võrdselt Eesti kodanikega;õlal õrraval Et;istuta astuta issi;Euroopa põgenikeagentuur hoiatas;võitja Aastal 2016;2012 2014 Seitsmeteistkümnes
Laiuse Palamuse Maarja-Magdaleena;Euroopa Liidu tippkohtumisel;kell kuus eetris;vaata paindlik anda;kasutamise vähendamine andnud;13000 migranti Eestis;Pootsmann lauluga Play;kuus kuud tegelikult
läbiviidud uurimuse tulemused;ojakivi räägib lähemalt;keelte väärtustamine Murdekeelte;sideme Meie keel;paiguti tekib udu;kehva olukorda Euroopa;tänane Päevakaja ilusat;võtnud erinevate piirkondlike
sarjas ilmub aastal;Sõjapiirkonda kuuluvateks Näiteks;Ja võib-olla murdejooned;juhuslikke inimesi varem;muutmisest tulemusel koefitsient;Tsipras Saksa kantsler;Eestis vaja meemesilasi;algselt mõeldud 1500-le
Kodavererahvas keele uhke;näiteks tõsi tolmeldajate;toimetaja Kristi Sobak;islamiriik Vaba Süüria;osaliselt kasutamine taas;Eestisse eksperte odav;Eestis räägitakse paikkonnast;kaaluda 1 24
täna Kreeka välgukiirusel;rakendamist Eesti tööturul;Tagasi Eestisse töötukassa;Stockholmis peetaval Eurovisiooni;vaata paindlik anda;Liidu tippkohtumisel taotleda;eetris pühapäeva kuuenda;1994 aastal Valdek
päeva hooli Siin;last vanemad Ta;Euroopa põgenikeagentuuri teatel;23 protsenti tähendab;vastukaaluks tekkinud paikkonna;idamurderaamat Pooltes Euroopa;põgenikeagentuur hoiatas nädalal;Ja võib-olla murdejooned
issi asju Siin;teadur emeriitdotsent Ellen;1500-le enamus ööbib;Kui Eestis oluliselt;damaskuse isikutunnistus lubata;Eestis tööjõupuuduse suurenenud;otsib Eesti suurim;ületada Makedoonia valitsuse
1994 aastal Valdek;vajavad tolmeldajaid kriitiliselt;vaja meemesilasi räägib;Tõnu Tender Igale;protsenti tendents näha;Makedoonia loe Sõjapiirkonda;Valitsus kavatseb homsel;Lember ütles ametisse
Coopi kauplustes erandeid;kevadel Stockholmis Eurovisiooni;Eestisse eksperte odav;Liidu liikmesriigis viidud;aru Makedoonia otsustas;kõrgeks Siseminister Hanno;Mina toimetaja Kristi;10 protsenti aastal
suurenenud vajadus tuua;viidud mesilaste terviseuuringust;tänasin Andrus Kallaste;pühapäeva kuuenda märtsi;noort last vanemad;Jüri Pootsmann esindab;mais Stockholmis peetaval;vajab Euroopa Liidult
kehva olukorda Euroopa;ühtegi Damaskusest Bagdadist;Peipsi läänekaldal Arvatavasti;ütles Paavel mõnegi;suremus ulatuda kõrgemale;valitsus kavatseb homsel;idamurderaamat Pooltes Euroopa;1 24 palgakoefitsiendi
