keyphrase;score
sporditähendust;0.8419
spordis;0.8367
dopingutähendused;0.8331
sportlased;0.833
kasespordiajastu;0.8313
spordi;0.8254
Sellepärast;0.8233
olümpiamängudest;0.8229
sportlane;0.8219
Tegelikult;0.82
jalgpallist;0.8176
võitlusväljal;0.8169
näiteks;0.8164
jalgpalli;0.8163
tegelikult;0.816
arvates;0.8156
lõpuks;0.8154
Kuigi;0.8152
tähendust;0.8149
loomulikult;0.8148
tähenduses;0.8147
meelelahutustasand;0.8145
võitlustel;0.8145
mängima;0.8144
tähendus;0.8133
jalgpall;0.8131
meelelahutusmaailmas;0.8129
mängu;0.8128
tähendused;0.8128
võistlus;0.8126
pesapallis;0.8123
tähendusega;0.8122
nii-öelda;0.8115
osaleb;0.8114
öelda;0.8114
Kinglikus;0.8112
võitlust;0.811
konkureerida;0.8109
võitlusi;0.8107
Põhja-Ameerika;0.8104
missivõistlustel;0.8101
võitluse;0.81
vaadata;0.8099
võitlus;0.8099
mängutaktika;0.8098
Ühendriikides;0.8093
Ameerika;0.8086
rahamaailmaga;0.8083
rõhutan;0.8074
mõttes;0.807
sisuliselt;0.8069
algusest;0.8069
tahab;0.8069
teistmoodi;0.8067
šõutasand;0.8066
selgitada;0.8066
reklaami;0.8065
hukkamine;0.8064
pekstakse;0.8061
täpselt;0.8061
jalgpallis;0.8061
missivõistlus;0.8061
mängud;0.8058
olukorras;0.8056
kindlasti;0.8056
eesmärgiga;0.8052
vähem;0.8051
ütleme;0.8051
tänapäeval;0.8049
paremini;0.8049
eesmärgid;0.8046
hästi;0.8044
äripalju;0.8043
võidad;0.8043
oluline;0.8041
uuesti;0.8036
tõenäoliselt;0.803
rääkimata;0.8029
lööb;0.8027
näitasid;0.8025
pistmist;0.8025
võrrelda;0.8023
eesmärk;0.8023
maailmaga;0.8018
põhjuseks;0.8015
müüakse;0.8014
näiliselt;0.8011
lihtsalt;0.8011
Euroopas;0.8008
Kui;0.8004
natuke;0.8002
tahetakse;0.8002
Euroopasse;0.8001
hoida;0.7998
riikidel;0.7995
inimesele;0.7995
treenima;0.7995
korvpalli;0.7994
kapitaliseerumisega;0.799
kulminatsioonis;0.799
võimsalt;0.7989
müüb;0.7987
meedia;0.7986
ajalukku;0.7985
käib;0.7985
sõna;0.7984
treeni;0.7983
jõuab;0.7983
räägin;0.798
sõjaväli;0.7979
sõjaväljale;0.7979
olulised;0.7977
keelust;0.7976
ühiskonna;0.7974
keeruline;0.7974
huvides;0.7973
kuskile;0.7973
Euroopa;0.7972
iludusvõistlus;0.7971
piltlikult;0.7969
tõmmatakse;0.7968
inimesed;0.7968
teada;0.7968
mees;0.7967
riigi;0.7967
maailma;0.7966
suudab;0.7964
hokis;0.7963
riigile;0.7963
võimalikult;0.7962
sõdasid;0.7962
naistest;0.796
poolelunaine;0.796
kunagine;0.796
võimalus;0.796
huvitav;0.796
sarnases;0.7958
oluliselt;0.7957
peegeldab;0.7955
selged;0.7954
antud;0.7953
realiseerida;0.7952
ilusamaks;0.7952
õhtul;0.7952
järgneb;0.795
ajal;0.795
küsimus;0.7949
tõin;0.7949
samamoodi;0.7946
maal;0.7944
ajastu;0.7944
võtame;0.7944
eluvahesid;0.7943
populaarsust;0.7941
pustunud;0.7941
nimelt;0.794
panevad;0.7937
väed;0.7936
hooajal;0.7935
hetkel;0.7935
muudab;0.7934
elu;0.7931
sporti;0.793
kõnnakuid;0.7929
patustavad;0.7928
ehtsad;0.7927
kõnelemisharjumusi;0.7926
äriseal;0.7925
imiteerimine;0.7922
ajaviide;0.7922
tegeleda;0.7919
kohas;0.7918
stimuleeritakse;0.7917
rivistumine;0.7915
näpuga;0.7913
toimib;0.7912
pannakse;0.7911
hirmus;0.791
asub;0.791
täitma;0.7908
põhjendus;0.7907
äriks;0.7907
kõikuma;0.7904
maandamise;0.7901
naabrimehega;0.7899
olemust;0.7899
vabatahtlikult;0.7898
kestnud;0.7889
hullusti;0.7887
kaardile;0.7885
sajandit;0.7883
emotsioonid;0.7881
Sellest;0.7872
profiliigade;0.786
maskuliinsus;0.786
modellideks;0.7857
Siia;0.7851
areenid;0.785
gladiaatorite;0.7845
play-off'is;0.7821
