keyphrase;score
metsavendadest;0.8294
metsavennad;0.8292
Virumaapoiss;0.8249
metsavendade;0.8224
metsavendadega;0.8218
Meie;0.8215
Läänemaalt;0.821
metsavend;0.8199
Ükskord;0.819
metsavenna;0.819
metsast;0.8187
Selleks;0.8186
sõjasaagiks;0.8179
Nende;0.8175
Pärnusse;0.817
Järgmine;0.8169
Niimoodi;0.8166
leidnud;0.8162
külamees;0.816
Isamaa;0.8156
lõpuks;0.8156
metsavendi;0.815
viimaseni;0.8149
Eestiaegne;0.8148
Üks;0.8146
Sellepärast;0.8134
Viidi;0.813
tõsielujuttudele;0.813
kadunud;0.813
metsas;0.8129
kirjuta;0.8126
üksiksoldat;0.8125
näe;0.8125
Metsavennad;0.8123
kaasvangide;0.8121
ütles;0.812
Vaata;0.8119
ütleksin;0.8118
Igaükskord;0.8118
näinud;0.8118
käisime;0.8117
võetud;0.8115
vangivalvuriks;0.8114
olnudki;0.8111
käisin;0.8111
jõudsime;0.8109
mäletan;0.8108
kuulijälgi;0.8106
Tartust;0.8103
mäleta;0.8102
Sellel;0.8101
üks-ga;0.8101
viimane;0.81
Lasnamäe;0.8099
nägime;0.8099
ütlesin;0.8099
kirjutasin;0.8098
asjamees;0.8097
Jõudsime;0.8096
kuidagimoodi;0.8096
metsavenda;0.8094
Siis;0.8093
räägi;0.8093
mõrvarite;0.809
Tallinnasse;0.8089
rääkida;0.8087
põgenenud;0.8084
lõppesidki;0.8082
tegelikult;0.8081
jälle;0.8081
sõitsime;0.8081
Jalastega;0.808
esimesena;0.808
jäänud;0.808
Hansu;0.8077
sidetöötaja;0.8077
vabastati;0.8077
teadnudki;0.8077
kaugel;0.8077
Vaatasin;0.8074
näha;0.8071
Mõni;0.807
metsa;0.807
kaasa;0.8068
elusalt;0.8067
Nõme;0.8066
Eesti;0.8066
ükskord;0.8066
morseoskajaid;0.8064
Sõitsin;0.8064
peidupaik;0.8062
jälgi;0.8061
grupimeestest;0.8059
Jaan;0.8059
tanksaapad;0.8058
kuskile;0.8058
rääkisin;0.8055
tegemist;0.8055
Praeguse;0.8054
kaugele;0.8052
ebamõrvad;0.805
teada;0.8049
liige;0.8047
Hanso;0.8046
võtta;0.8046
käis;0.8046
saatesari;0.8045
Kuiboshevis;0.8043
julgeolekumees;0.8041
eestlased;0.804
mõtlesime;0.8039
Karjusid;0.8038
Lõppenud;0.8038
elu;0.8038
kuresoosse;0.8037
Mõistusele;0.8037
inimese;0.8037
politseiga;0.8036
jäljerada;0.8032
hästi;0.803
raudteejaamast;0.8027
üksinda;0.8027
Kääraga;0.8024
Moskvast;0.8023
võsaäärt;0.8021
avastatud;0.802
asjad;0.802
Käivitasin;0.8018
sügavale;0.8018
rabatüüpi;0.8016
tasu;0.8016
kestnud;0.8015
röövinud;0.8013
kaevanduste;0.8013
saatekavas;0.8013
üksikvarjunimi;0.8013
üheskoos;0.8012
Kaarli;0.8011
müüriääreistuva;0.8009
juhtus;0.8009
püsti;0.8008
kasutasin;0.8006
eeldude;0.8005
kinnivõtjate;0.8004
kõrvalkongis;0.8004
arvasid;0.8004
raadio;0.8003
ninamees;0.8003
natuke;0.8003
käeraudadega;0.8002
enesekaitseks;0.8002
viis;0.8001
misjaoks;0.8
kodust;0.8
mees;0.8
tööle;0.8
õnnestus;0.8
Soolod;0.7999
hetkeks;0.7998
esinenud;0.7998
lõpp-protokoll;0.7997
Jälgi;0.7995
kättemaks;0.7995
minutit;0.7992
süüdi;0.7992
Jäärja;0.7991
otsekohe;0.7991
koorelahutajad;0.7989
kirjutamata;0.7989
Läksime;0.7988
saatusest;0.7988
kolhooside;0.7987
memuaare;0.7987
salapärane;0.7986
uudiseid;0.798
jutud;0.798
ämblikuvõrkudega;0.7979
Küll;0.7978
võõras;0.7971
kuus-seitsekümmend;0.7969
kurivaim;0.7969
kraapisid;0.7966
Lugupeetud;0.7965
loomavagunis;0.7964
Ähvardasid;0.7964
Sedalaadi;0.7963
uurimisreisile;0.7963
lööklaine;0.7963
allakirjutamiseks;0.7962
ajalehtedes;0.7961
kangasteljed;0.7957
Seekord;0.7954
NKVD;0.7953
Rusikatega;0.7952
lennuabiteenistusega;0.7947
ohustanud;0.7947
ööbida;0.7944
Vahepeal;0.7942
ruutkilomeetrit;0.7928
Kosenkranius;0.7879
