keyphrase;score
Välisuudised;0.8583
Viimase;0.8347
Päevakaja;0.8333
Täna;0.8332
raadiouudistele;0.8315
Tuletame;0.8312
Nüüd;0.8309
Kreeka;0.8282
uudis;0.8277
viimase;0.8276
Viimastel;0.8274
Kuule;0.8254
Kõige;0.8244
Tagasi;0.8235
juulist;0.8234
liidriprogrammi;0.8231
Eestisse;0.823
Viimast;0.8225
Noormaa;0.8223
Tänasel;0.8222
täna;0.8222
Euroopa;0.8216
viimased;0.8212
maailmas;0.8208
riigipeade;0.8201
Ilmateade;0.8197
õhtust;0.8197
Viis;0.8194
suurim;0.819
õhtul;0.8186
kriisiriikidele;0.8183
päeva;0.8183
Šotimaale;0.8181
maailma;0.8179
Laagri;0.8174
tänavu;0.8172
Nende;0.8168
neljapäevast;0.8166
laenu;0.8165
Liit;0.8163
Kõik;0.8158
lõpule;0.8156
Kui;0.8154
Üle;0.8154
pressikontserdil;0.8151
uudisteagentuurile;0.8151
Liidu;0.815
Brüsselis;0.8148
juulini;0.8148
Kuidas;0.8147
maaelu-;0.8147
lõpuni;0.8147
toimuva;0.8146
liidrid;0.8146
Tallinnast;0.8145
teada;0.8145
nädalat;0.8145
Päeval;0.8144
infokeskuse;0.8139
võta;0.8139
eelolev;0.8136
näidata;0.8136
Järvekülg;0.8135
Programmipealik;0.8135
viidi;0.8134
teatasid;0.8133
Seitsmeteistmeetril;0.8132
Siis;0.8131
teatas;0.8131
Saaremaal;0.813
Selleks;0.8129
Eesti;0.8122
jätkab;0.8121
laenutähtaegu;0.812
uus;0.812
näha;0.812
öelda;0.8118
kaheksalt;0.8117
Tänavu;0.8117
Eestis;0.8116
päev;0.8113
eurotsooni;0.8111
oodata;0.8111
miljonile;0.811
lõuna;0.811
Tänavust;0.811
Viljandimaal;0.8107
Eile;0.8106
tänavuse;0.8106
viis;0.8103
tuua;0.8099
Toomas;0.8094
kokkuvõtte;0.8093
õpitube;0.8092
hästi;0.8092
Jaago;0.8091
jääb;0.8089
riigilaenu;0.8086
öö;0.8086
riigile;0.8084
hetke;0.8083
täpselt;0.8083
pakkuda;0.808
aastast;0.8079
pärastlõunal;0.8077
ajal;0.8077
riikide;0.8076
tegemist;0.8076
täies;0.8075
Jaan;0.8075
võetud;0.8072
parim;0.8071
põlvkondadele;0.807
tahaks;0.8069
Kivibergile;0.8066
presidendivalimised;0.8066
kaua;0.8066
neljale;0.8066
teemasse;0.8065
äikest;0.8063
Viljandi;0.8063
Jüri;0.8062
Tartumaal;0.8062
Esimene;0.8062
näiteks;0.8062
üheksalt;0.8061
vaatate;0.8061
ööseks;0.8061
Venemaa;0.8059
räägitakse;0.8059
kuulutatigi;0.8059
Tippkohtumise;0.8058
andmetel;0.8057
kaasa;0.8057
tuleneb;0.8056
pikema;0.8056
Näljahäda;0.8055
Kohtumiselt;0.8054
nii-öelda;0.8054
jäävad;0.8054
Saksamaal;0.8052
Nii;0.8052
Läänemaa;0.8052
tulevastele;0.8052
hoovihma;0.8051
arutelul;0.805
elu;0.8049
kuulajate;0.8049
Siin;0.8048
selgitab;0.8048
istuvad;0.8046
Kõiv;0.8046
eurot;0.8045
Samuti;0.8043
süstikulendude;0.8042
valmis;0.8041
rahvusringhäälingu;0.804
laagriliste;0.8035
ennustuste;0.8034
Tõnu;0.8034
tulijaid;0.8032
esinejate;0.8031
kosmosekeskuses;0.803
rahvapill;0.8025
planeedi;0.8025
meelde;0.8025
aselinnapea;0.8024
kahjuks;0.8022
vanematelt;0.8018
Lääne-Berliinis;0.8014
muinaslaevaneedi;0.8014
Munsiidali;0.8012
langenud;0.8012
peakorraldaja;0.8005
rannatee;0.8005
noorte;0.8005
Toetuse;0.8003
huvitavamad;0.8003
Sooja;0.8002
väljakaevamisi;0.8001
Taali;0.8
nõustub;0.8
inimesi;0.7999
Raekoja;0.7998
projektitaotlusi;0.7998
aprilliks;0.7997
Kosmoseagentuuri;0.7997
lennult;0.7992
Eeva;0.7988
Triin;0.7986
Kärdla;0.7982
Sellega;0.7982
julgeolekule;0.7981
seadmast;0.7974
Rahandusminister;0.7973
keskvalimiskomisjon;0.7973
kohvikutepäevad;0.7961
kirikusse;0.7958
Bulgaaria;0.7955
EFSFi;0.7896
