keyphrase;score
klubikultuurist;0.854
klubikultuurimaastikul;0.8507
klubikultuurikontekstis;0.8497
klubikultuuril;0.8483
klubikultuuris;0.8476
klubikultuuri;0.847
klubikultuuriüritustel;0.8456
klubikultuuriteemaline;0.8448
klubikultuuriga;0.8438
klubikultuur;0.8433
klubidesse;0.8342
sotsioloogina;0.8327
klubidest;0.8318
sotsioloogi;0.8313
popkultuuritund;0.8307
klubitamine;0.8303
popkultuurist;0.8303
sotsioloogiliste;0.8281
klubides;0.828
klubimuusikat;0.827
klubisid;0.8257
popkultuuri;0.8247
intervjuusid;0.8242
klubitamas;0.8232
nädalalõpumeelelahutuskultuuriga;0.8228
ühiskonnast;0.8226
raadiost;0.8213
intervjuude;0.821
massikultuuri;0.82
subkultuurid;0.8195
keeklubidest;0.8187
klubid;0.8184
klubis;0.8183
intervjuust;0.8181
noorsookultuuriks;0.8173
noortekultuuris;0.8153
sotsioloog;0.815
ühiskonnas;0.815
intervjuudes;0.8149
reivikultuuriks;0.8147
Raadio;0.8145
kultuurist;0.8142
seltskonnast;0.8142
raadio;0.8142
reivikultuur;0.814
hipikultuuri;0.8139
massikultuur;0.812
sotsiaalne;0.8119
klubisse;0.8119
noorsookultuur;0.8112
tantsukultuuriks;0.8109
raadiokuulajad;0.8101
Meie;0.8097
Sellepärast;0.8096
Kuidas;0.8096
kultuurilisest;0.8086
Hausiks;0.808
popultuuri;0.8077
küsitlusi;0.8076
Kuigi;0.8069
kuulsad;0.8066
kuulame;0.8066
Amercaniseerumise;0.8064
kohalike;0.8063
klubi;0.8063
seltskonna;0.8059
kultuuriga;0.8059
kuulasite;0.8058
Samamoodi;0.8055
tavakülastajana;0.8054
kuulnud;0.8054
Teeme;0.8052
kuulate;0.8051
kuulsamad;0.8051
kultuurilises;0.805
räägime;0.8049
Aitäh;0.8043
Nüüd;0.8043
Teie;0.8043
rääkida;0.8043
seltskondades;0.8043
Niimoodi;0.8042
diskomuusika;0.8041
kultuuri;0.8037
staartegijaid;0.8033
loomulikult;0.8032
uus;0.803
toimusid;0.8028
kommentaare;0.8025
klubistali;0.8025
stuudios;0.8023
tähelepanu;0.8022
Maale;0.8021
kohalolijatel;0.802
muusikastiilidest;0.8017
rahvast;0.8016
kaasa;0.8015
saatesse;0.8012
uurinud;0.8012
Lisaks;0.801
uurimusi;0.8009
ühiskonna;0.8009
taustast;0.8008
alternatiiv;0.8006
tegijad;0.8004
aktuaalne;0.8003
inimestel;0.8002
ütlesime;0.8002
tegemist;0.8001
stiilidest;0.8
inimesed;0.7999
Mingisugusel;0.7996
eksklusiivset;0.7994
massiüritustega;0.7994
peateema;0.7993
esimestest;0.7992
teistmoodi;0.7992
nõustu;0.7992
taitsioloogiga;0.7991
tippusioonist;0.799
koolis;0.799
põnevamat;0.799
näiteks;0.799
toimunud;0.7988
Soomes;0.7986
jälginud;0.7984
jälle;0.7983
pidutsemisest;0.7982
meelelahutusasutuses;0.7982
paljudeks;0.7982
näeb;0.7979
Üks;0.7977
Saaremets;0.7975
maailmas;0.7973
sellegipoolest;0.7972
kodulinna;0.7971
viimastel;0.797
muutunud;0.797
Kellelgi;0.7969
ülikooli;0.7969
üliõpilasi;0.7967
muusikuid;0.7967
osaliseks;0.7966
korraldajatega;0.7964
Ameerikast;0.7963
õhtul;0.7963
rokkstaaril;0.7961
ütleksin;0.7961
kahjuks;0.7961
võtame;0.7959
Mulle;0.7959
Tiitsein;0.7957
nii-öelda;0.7957
kaks;0.7955
Haritud;0.7953
Taani;0.7953
ajasid;0.7951
Hallaste;0.795
Miks;0.795
joodud;0.795
Sildvee;0.7948
haarasid;0.7948
Tallinnast;0.7947
aktsepteeri;0.7945
kommertsialiseerumisest;0.7943
valimistel;0.7942
Eestisse;0.7939
uudishimust;0.7939
Euroopast;0.7938
Jeisid;0.7938
kuskilt;0.7938
skandaalid;0.7937
reklaami;0.7934
soomlastega;0.7934
tellitistlikesse;0.7932
difessioonist;0.7931
perioritiseeringus;0.7926
peraatori;0.7922
atraktiivseks;0.7921
võlu;0.7921
Valdavalt;0.7919
vabadusetunde;0.7919
kutsus;0.7918
Tänud;0.7916
Põhjamaadega;0.7914
naised;0.7913
bakalaureusetöö;0.7912
mängib;0.7911
Reimo;0.791
avalikkuse;0.7907
elustiilierinevus;0.7906
narkomaani;0.79
intellektuaalid;0.79
ruumid;0.7897
Smenstrimistus;0.7888
Eikakeldud;0.7888
kolme;0.7884
Tuur;0.7881
Liina;0.7879
Röövel;0.7868
