keyphrase;score
Meie;0.8175
sünnikoht;0.8145
Kuidas;0.8138
Selleks;0.8136
Hämmastavalt;0.813
Agannevitš;0.8128
Kuulsid;0.8116
intervjuust;0.8111
Kuidagi;0.8108
sündisin;0.8108
Näiteks;0.8107
sündinud;0.81
Suure;0.8094
lapsepõlvest;0.8089
memuaarkirjanduse;0.8088
Järgmine;0.8087
lõpuks;0.8087
algusest;0.8084
Suur;0.808
ütles;0.8079
loomulikult;0.8074
teatmekirjandust;0.8073
sünnikohana;0.8073
nahhaalselt;0.8071
näiteks;0.8064
ütleb;0.8064
külanimetust;0.8061
aastast;0.8061
teadusmeeste;0.8058
nimelt;0.8051
mälestused;0.805
viimase;0.8047
ohvitseridest;0.8044
Kuid;0.8044
Igaüks;0.8038
Muidugi;0.8038
täpsemalt;0.8037
kuulajad;0.8037
teadur;0.8037
jääda;0.8036
Vladivostokist;0.8034
nuusutama;0.8033
Kasvajad;0.8032
Laadoga;0.8031
olnudki;0.8031
Üks;0.8031
Ülikoolis;0.8029
alguses;0.8028
Instituudi;0.8027
originaalselt;0.8027
uuesti;0.8027
Üheksast;0.8024
tuntud;0.8024
Ajaloo;0.8023
mäletan;0.8023
Ühesõnaga;0.8022
Kuu;0.802
Ülikooli;0.802
tahaksin;0.8019
Ühele;0.8018
kuulajale;0.8017
Kingissepp;0.8016
Püüdsin;0.8016
suurem;0.8016
nii-öelda;0.8015
jõudnud;0.8014
mäleta;0.8014
esimesest;0.801
tegemist;0.801
kirjutanud;0.8007
Ülevalt;0.8006
võetud;0.8006
jäänud;0.8005
Kujundab;0.8003
Siis;0.8002
käinud;0.8002
käisin;0.8
näidata;0.7999
Maa;0.7998
kuulist;0.7996
Vanaema;0.7995
Tunnistajal;0.7994
vanemate;0.7993
paremini;0.7993
püsti;0.7992
erakordselt;0.7992
Akadeemia;0.7991
lemmik;0.799
inimese;0.799
ilmselt;0.7989
Tõelisena;0.7986
jällegi;0.7986
elukäigule;0.7985
nägin;0.7985
kuidagimoodi;0.7984
kuulasin;0.7983
Nihutanud;0.7982
lõputunnistusel;0.7982
näeb;0.7982
inimesed;0.7981
vaatama;0.7979
täpselt;0.7979
kaugeltki;0.7978
võikski;0.7978
teada;0.7977
seitsmeteistkümnendal;0.7976
partisanipataljonidest;0.7975
esmakordselt;0.7975
lõpetasin;0.7975
kuskilt;0.7974
Kõik;0.7974
tulistasid;0.7973
põlvkonna;0.7971
sealhulgas;0.7971
maailmas;0.797
asuvad;0.797
avaldanud;0.797
kuulnud;0.797
Teie;0.7969
artiklit;0.7968
põhjalikult;0.7968
Eestis;0.7966
Raadiost;0.7965
kirjatöödes;0.7965
uudishimuga;0.7964
koolist;0.7963
Ellosioon;0.7961
Saksamaaga;0.7959
Heegeli;0.7958
raamatus;0.7958
õppejõududest;0.7958
kogunud;0.7957
Stuudios;0.7956
mees;0.7956
tänapäevani;0.7954
külas;0.7954
lugu;0.7953
viiendast;0.7952
tutvaminaali;0.7952
otsitud;0.7952
kõikjal;0.7952
viis;0.7952
Nii;0.7951
Väga;0.795
kuule;0.7949
sisseastumiseksamitest;0.7948
loodaksin;0.7948
hommikul;0.7948
natukenegi;0.7946
entsüklopeediates;0.7944
Tookord;0.7942
hästi-hästi;0.7942
järelikultaly;0.7942
räägime;0.7942
juhtunud;0.7941
Tänulik;0.7939
avastust;0.7939
Lähikonnas;0.7938
omandatud;0.7938
memuaare;0.7937
paljudest;0.7937
lähedvokaatori;0.7936
ukrainlane;0.7935
kadunud;0.7932
huvitav;0.7932
sõdida;0.7929
Kusteid;0.7926
lugenud;0.7925
õppida;0.7924
naine;0.7923
ületasin;0.7923
Liidu;0.7917
päevadel;0.7916
Märkamatult;0.7914
naabrid;0.7912
õppisin;0.7912
mõttelaadilt;0.791
Mida;0.791
allkirjaga;0.7908
Tähendab;0.7907
saatesse;0.7907
kolm;0.7903
võsas;0.7895
roodukomandörina;0.7894
Mäo;0.7893
võõras;0.7892
populaarteaduslikku;0.7891
asjaarmastaja;0.7889
Kultuurne;0.7886
sõjakomissari;0.7883
Võrru;0.788
natsionaalsotsialism;0.7876
juubeli;0.7871
Võrdlemisi;0.7868
dekaaniks;0.7865
järvest;0.7861
Astronoomia;0.7856
spordiklubil;0.7846
Gustavi;0.782
Psühholoogilisi;0.782
