keyphrase;score
tants muusikaline;0.4674
teema kehakeel;0.4211
koolitus sessioon;0.3896
mai toimuv;0.3476
oskama analüüsima;0.3436
kasutama koolibussivõimalus;0.3408
disain võtma;0.3352
digitaalne koht;0.3265
esimene laine;0.3243
inimkeha esitlema;0.3223
tartu kultuurielu;0.3219
suund meditsiin;0.3213
kristina võib-olla;0.3194
materjalikasutus etendus;0.3135
veri aeg;0.3108
looma skulptuur;0.3052
maailm käima;0.3028
vana olemus;0.3018
organiseerima pakkuma;0.3005
eelüritus programm;0.3
ettepanek näiteks;0.2999
kontseptuaalne igapäevane;0.2997
kuulaja eeter;0.2989
videoasi väljendusvahend;0.2983
anatoomikum renoveerimine;0.2957
arenema kasvama;0.2956
vesi mööblitükk;0.2951
tänavapilt paistma;0.2944
tsükkel jälle;0.294
protsess täht;0.2939
natuke tundlikum;0.2909
tallinn täna;0.2899
tervist tervis;0.2873
maja kord;0.2859
üherattaline sõitma;0.2842
kvaliteetsem tulevik;0.2821
toimumiskoht sadamateater;0.2796
suundumus jalatsidisain;0.2773
omapärane müstiline;0.2772
hoidma joon;0.277
suur saal;0.2765
sügissemester ettevalmistus;0.2756
nägema lõpuks;0.2755
täpselt etendus;0.2726
kogemus kontakt;0.2726
formaat tungima;0.2714
õpetaja pop;0.2711
jalg täpp;0.2701
baar ühest-kaks;0.269
rahvusvaheline huvi;0.2686
ootama moeetendus;0.2678
kirjutama varasem;0.2675
lai värv;0.2664
tänavuselt koheldaja;0.2641
otsekontakt disainer;0.264
liige vahetus;0.261
box tunduma;0.2603
grupp laps;0.2595
põlvkond keskenduma;0.259
jaa jaa;0.2573
riietatud kaamera;0.2573
tar praktiline;0.2568
2008 koostöö;0.2546
odav materjal;0.2539
asi publik;0.2534
akrobaat iluvõimlemine;0.2532
raudteejaam raskem;0.2506
huvitavam segakraam;0.2503
süvenema asi;0.2501
promotsioon erinev;0.2499
sattuma juubeliaasta;0.2474
kindlasti autoripositsioon;0.241
kommentaar kommentaar;0.2388
süsteem null;0.2378
tahtma tuursem;0.2374
avastamata nägu;0.2356
jahipidamine põhimõtteliselt;0.2336
loomemajanduskeskus ebastabiilne;0.2336
fm suet;0.2325
15 aasta;0.2319
agentuur üldse;0.23
külaliskollektsioon ühiskollektsioon;0.2298
mõte nelly;0.2296
tatu tähtsam;0.2285
tootma tingimus;0.2278
pärn näitlejanna;0.2272
mootor formandustantsus;0.2252
moefotomogo promotsioon;0.224
kavand konkurss;0.2231
sadamateater black;0.2221
sort projektijuhtimine;0.2216
entusiasm tegutsemistahe;0.2197
muutuma minimalism;0.2193
algaja õmbleja;0.2178
liikuma ressurss;0.2174
arvestama vahelduv;0.2167
andma pelis;0.2156
stuudio lähistel;0.2149
vilnius kunstiakadeemia;0.2142
prantsuse lugu;0.214
startima rahataotlus;0.2133
tundma riie;0.2127
moeshow side;0.2124
vaja tuleneelaja;0.2119
suhe internet;0.2118
mustmiljon inimene;0.2115
venemaa nädal;0.2108
loometöö kaasa;0.2101
tallinn võimalus;0.2097
annus punk;0.2085
2005 sadamateater;0.2083
likk mentaliteet;0.2029
õtlema sõnum;0.2024
süstempetaja eraldi;0.1998
ärevus no;0.1992
seenemaa rääkima;0.196
vastandlik info;0.1957
rong transiitrong;0.1947
nimi sekanskin;0.1946
viga ohukoht;0.1944
meestemoos london;0.1942
klubi katrin;0.194
jõudma valikuprintsiip;0.1938
rolls hästi-hästi;0.1932
tartu linn;0.1926
üritus õnn;0.1912
võti lahendus;0.1895
suhtuma heatahtlikult;0.1879
nii-öelda tartlane;0.1873
tõhus moepealinn;0.1869
tiitešeis välisruum;0.1854
suu lynnikuma;0.185
kutsehariduskeskus tudeng;0.1826
uustulnukas sisseelamine;0.1773
jumal nõus;0.1763
katrin pärn;0.175
lava avaldus;0.175
münt ahhaa-elamus;0.1747
laotatud kogus;0.1745
meenuma katrin;0.1741
krojektsioon transkressinkorporiality;0.174
eelarveline piir;0.1709
mugavalt nurk;0.1702
oskusteave edasiandmine;0.1684
tooma moor;0.1673
detail rõhk;0.1651
selge lpt;0.1648
steinberg eesti;0.1647
plaadifirma alglõhuma;0.1639
korraldus antonius;0.1633
väärima pingutus;0.1624
üllatusmoment eelnev;0.161
koostis erki;0.1565
elav second;0.1505
vanastanatoomikumine meeskond;0.149
aru ring;0.1472
shifoon asi;0.145
massiivne paberimajandus;0.1434
hand jääk;0.1434
noor talent;0.1416
vabatahtlik osakond;0.1411
sealtkaudu lippama;0.1396
stuudio laskma;0.138
kasutus asterlif;0.1345
kriis hendrik;0.134
kõrv tuletõrje;0.1337
kinni tarbimine;0.1321
sopiline tahtma;0.1286
multietendus vinge;0.1259
müürilill täik;0.1251
bonnad lähenemine;0.1178
lisa lisa;0.1111
looming valgus;0.1081
tümpus rütm;0.1025
tugi õhinapõhine;0.1025
tõestama suurlinn;0.1022
sikum aksessuaaridisainer;0.101
pooltteist pintsak;0.1008
ostma sekrennistkümnentsev;0.096
berk vaheja;0.0921
seen kaminik;0.0888
laptop ümbris;0.0856
essents minevik;0.0831
robotama rekords;0.0794
lill boss;0.0694
poepood strutiik;0.0685
raine raiskaja;0.0679
kiibiors piritama;0.0671
emmbeedee moeetendus;0.0668
segakraam pood;0.0654
poolastama karoliina;0.0584
haabitus baltija;0.057
korrus toimetus;0.0443
milleenium juhatus;0.0415
faimons tants;0.0408
poliis seenemaa;0.0402
diembrimix sally;0.0175
berliin genialist;0.0092
pung vedama;-0.0246
kelvanik elephants;-0.0353
