keyphrase;score
põhiline võib-olla;0.9986
koolis üheteistkümnendas;0.9985
paljud õpetajad;0.9985
võib-olla kirjandusteadlaseks;0.9985
kuskile lihtsalt;0.9985
näiteks ülikooli;0.9985
võib-olla tahaksid;0.9985
koolist meelde;0.9984
koolipeod tähendab;0.9984
aeg-ajalt jõuab;0.9984
natukene võib-olla;0.9984
näiteks võib-olla;0.9984
eriala näiteks;0.9983
lihtsalt käi;0.9983
öeldakse inimesi;0.9983
eriline lihtsalt;0.9983
korda lõbus;0.9983
näiteks nii-öelda;0.9983
lihtsalt meeldib;0.9983
alguses eesti;0.9982
võta aeg-ajalt;0.9982
tähendab eriti;0.9982
näiteks võimalus;0.9982
nii-öelda tahavad;0.9982
inimesed õpetavad;0.9981
raha maailmas;0.9981
probleemi hea;0.9981
klassiklassis võib-olla;0.9981
q näiteks;0.9981
julgeta öelda;0.9981
nii-öelda kooli;0.9981
tahaks kooli;0.998
rääkimas inimesi;0.998
rõõmust 1000-st;0.998
huvitavaid asja;0.998
tele võib-olla;0.998
tähendab toovad;0.998
koolis mängisime;0.998
tüdrukuid lihtsalt;0.998
keskkoolis eripärane;0.998
tööle töö;0.9979
meeldib meeldib;0.9979
kõrge näiteks;0.9979
aastaringselt tähendab;0.9979
õpetaja päev;0.9979
tähendab hästi;0.9979
olulisem nii-öelda;0.9979
jooksjate asja;0.9978
korda täpselt;0.9978
kool kodusem;0.9978
tegelikult üpris;0.9978
annab meeldib;0.9978
lihtsalt aasta;0.9978
kaasa probleemi;0.9977
meelde sõbranna;0.9977
tore b-klassiõpetaja;0.9977
koolne nii-öelda;0.9977
kellegile 10;0.9977
arust nimelt;0.9977
töötama näitlejaks;0.9977
õpib hästi;0.9977
võib-olla sümpatiseerib;0.9977
nelik võib-olla;0.9977
erialaga tähendab;0.9976
käib üldse;0.9976
tuttavaks paljude;0.9976
üldse võib-olla;0.9976
inimesed kooli;0.9976
põhimõtteliselt neli;0.9976
osta üldse;0.9976
keskkooli meeldis;0.9976
egiptusega üldse;0.9976
aitavad vanemad;0.9975
keskkooli eriala;0.9975
öelda tead;0.9975
haiget hoida;0.9975
päev natuke;0.9975
mass üldse;0.9975
tünni mõtled;0.9975
koolis öeldakse;0.9975
kool võta;0.9975
käinud rahul;0.9974
töö erkis;0.9974
näiteks armastus;0.9974
jää meeldib;0.9974
b-klassiõpetaja lõbus;0.9973
viimane põhiliselt;0.9973
vaikne mäleta;0.9973
noorem käib;0.9973
laisad logordajat;0.9973
reageeri irvitavad;0.9973
aasta eriti;0.9973
üldse meeldi;0.9973
näeb nojah;0.9973
naat näiteks;0.9972
aasta aega;0.9972
inimestega tähendab;0.9972
leida üldse;0.9972
vahe 50;0.9972
õppima tööd;0.9972
vaja vaja;0.9972
no võtame;0.9972
näiteks arust;0.9971
pamela anderson;0.9971
lollusi mõtle;0.9971
sõbrad vaatavad;0.9971
klassi tahad;0.9971
üpris kesksel;0.9971
tööle mõtlesin;0.9971
kena tore;0.997
uuesti tööd;0.997
antud rõõmu;0.9969
meeldis eriala;0.9969
kooli täiskasvanu;0.9969
enamus tegelikult;0.9969
10 muna;0.9968
asi julgus;0.9968
teatali vägeva;0.9968
tõi tõi;0.9968
vaja küsida;0.9968
loodame rahata;0.9968
tähendab arust;0.9968
modell pidevalt;0.9967
kurb lubada;0.9967
vool näiteks;0.9967
viskama 18;0.9967
nägi eriti;0.9967
tean vaja;0.9967
lõbus näha;0.9966
tähetu meeldib;0.9966
1000-st käin;0.9966
ükskord filmivõtetel;0.9965
joão vana;0.9965
massist may;0.9964
olled suhtuvad;0.9964
üldse asjad;0.9963
lõpetan hea;0.9962
maa rahul;0.9962
kaheteistkümnendas tähendab;0.9962
aus oska;0.9962
korraga lavakasse;0.9962
näed okei;0.9961
metsik töö;0.9961
õnne ütles;0.996
eriala head;0.996
summasid andma;0.996
ajal paljud;0.9959
käinud põhimõtteliselt;0.9958
kahetsema kahetsema;0.9957
12 arust;0.9957
mõttes humanitaar-;0.9956
viitsi pingutada;0.9956
miimil miimika;0.9955
täpselt puust;0.9955
inimesi küsitlenud;0.9954
keskkoolist klassiklassis;0.9954
sümboolne sümboolselt;0.9954
tore asi;0.9954
kirjandusteadlaseks meeldivad;0.9953
head vead;0.9952
paljude inimestega;0.9951
kõht tühi;0.9951
üpris paljud;0.995
erinev tähendab;0.9949
kotid jooksid;0.9949
humanitaar- reaalja;0.9948
ahe tahad;0.9947
laisad tähendab;0.9946
näeb näeb;0.9944
töökoha leida;0.9942
toreda rahaga;0.9942
meeldib õnne;0.9941
sarnane sarnasusi;0.9941
vanasti tahan;0.993
kommi tähendab;0.9925
huvitav eriala;0.992
tahan tegelikult;0.992
vaatasime toimub;0.9911
aiast loomulikult;0.9909
paratamatus tähendab;0.9908
mõtlete tähendab;0.9904
läbivedamist muusika;0.9903
käinud üldse;0.9903
reegleid õppida;0.9894
natuke hiljem;0.9888
koolitaksime välismaal;0.9874
arvan tähendab;0.9873
perekonna luua;0.986
klassi lõpetamiseks;0.9857
elada tähendab;0.9842
huvitav käinud;0.9831
õppida tähendab;0.9814
natuke raske;0.9797
tähendab loomulikult;0.9796
armastus kooli;0.9772
muusika paljud;0.9746
tähendab võimalust;0.9709
tähendab tahaks;0.9556
raha tähendab;0.9176
summa sea;0.8864
