EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ütles korpanson;nimi klassipäevikus;näitlejate nimed;klassi suuliselt;kodus kodus;käisite klassi;klassipäevikus esimene;nimi näitlejate;võib-olla tänaval
närvisüsteemi mõistus;18-st 30-ni;algklassides esimeses;algtuumik võeti;kodust kontrollida;etendust ajasime;panid õpetajateid;näitleja elukutsest;töös pidevalt
õppejõudu voldemar;üksküla teelet;nimi näitlejate;abiellumist vaatamas;kodus proovi;klassipäevikus esimene;meelsamini õpetajale;eriti näitleja;keskkoolis juhatasid
muutonovsk ütleb;teatrikunstipidupäeva periood;võib-olla teatrist;mängita draamateatris;erakordsed anded;leedu teatriteadlase;tunniks õpetaja;teatritööd unes;kartma võib-olla
õnn õnnetus;tallinnas teatrikunstipidupäeva;hiljem teatris;meeldis klassi;valesti head;leningradi teatriteadlased-kriitikud;nimi klassipäevikus;näitlejast kohtunikeks;võib-olla teatrist
keskööprogrammi marje;närveeride siseseaduses;klassipäevikus esimene;mõttelagedaks lobise;reserve uinuvad;meeldis klassi;esimesel kursusel;näitlejate nimed;leningradi teatriteadlased-kriitikud
näitlejaks spencer;kasulik usu;esimestest klassidest;kehras näiteringi;meenutab meeldivat;käisime etendust;esimestest klassidest;kindlasti näitlejaks;paremini alguses
keskkooli lapsepõlvesõbra;waterloo sild;näitlejaks teatrisse;londonis mängita;instrumendiks meeter;meeles eesti;õpetaja klassi;olukord näitleja;kohtumistel küsimuste-vastuste
voldemar panso;räägite vale;näitlejate loetelud;30-ni viimaste;maksimumi oletada;esimestest klassidest;algklassides esimeses;näitlejaks märkasin;monolooge aeg-ajalt
jõud lihtsalt;lavale valjuhääldi;1983 aastal;ütlesid draamateatri;etenduses teksti;jätkub eesti;servas õpetaja;näitleja eesti;70 pikkust
lapsepõlvesõbra madis;näitlejate loetelud;nimi klassipäevikus;tollal konservatooriumisse;astumine automaatselt;näiteringi keskkoolis;esimesel kursuse;paremaks näitlejaks;jäänud korralikult
randalu libled;eriti viimane;kindlasti näitlejaks;teatriafisside tiitrites;logele vedele;esinemas käinud;seisnud algklassides;kõnete näitlejad;mäleta no
lauteri tänulik;tuttavaks prototüüpidega;näitlejale võib-olla;suunamiskomisjonist meeldiv;meeldivat hetke;tunnis käia;õpetajale kirjalikult;näitlejatest suuremaks;eriti näitleja
lorenz loomulikult;võimalik numbrite;teatrikooli kursus;avati lavakunstikateeder;vastates võimalik;eestimaal sõitnud;koolitükkidega esimestest;sündinud näitleja;näitleja eesti
ajal tõtt-öelda;vastuvõtus keskkooli;teatri näitleja;mängis vanathayronit;vaja kodust;tunniks õpetaja;kursuse ajal;koolitükkidega esimestest;noorus paari-kolmekümne
valvelauatädidele malbe;tekkinud suures;paremaks näitlejaks;vastamas meelsamini;seesmase no;juhendas näiteringi;viimases klassis;maa näitlejatest;kursus läbi-lõhki
rolli üldse;lavakunstikateedris kordagi;esimesel kursusel;kahtlesin muusikakooli;võitu otsin;esimesel kursusel;klassis kõvasti;näitlejaks kodus;57 aastal
täitsa võrdväärselt;läksimegi etendusele;näitlejate potentsiaal;määratakse draamateatrisse;kontrollida sundida;keskkoolis juhendasid;käisite klassi;momenti näitlejate;tundub pidevalt
spencer dressi;enesetunnet lavalist;eriti näitleja;räägin misjaoks;aast kindel;teatrist leedu;mängisin klassivend;vestluseks näitlejale;teatriteadlased-kriitikud ütlesid
sõna lorenz;juhendas näiteringi;õpetaja klassi;mehena mänginud;palee nukuteater;juhendasid keskkoolis;kehra koolis;valmis näitlejate;aastal moskva
sündmuste räägite;jälgite etendustele;esimene alguses;näiteringi kehras;kasu näiteks;esinemisest tundnud;näiteringi keskkoolis;näitleja inimesed;tühja-tähja äärmiselt
näitleja veeveeaa;tähendab pidevat;esimesel kursuse;juhendas näiteringi;numbrite reastada;kursuse ajal;õppejõudu voldemar;näitleja veeveeaa;käisin vaatamas
raua näidendis;algklassides esimeses;nimi tõenäoliselt;aeg-ajalt tundsite;võimalik numbrite;koolitükkidega esimestest;teatrikooli kursus;näitlejad usun;sündmuste räägite
waterloo sild;lavakunstikateedri sisseastumiseksamite;nimed tähestikulises;õigemini närvisüsteemi;tegelen töötasime;näitlejanna draamateatri;keskkoolis juhendasid;mängis aarne;61 aastal
võeti eri;sööt esimene;näitlejaid võimalik;suuliselt vastates;protsess etendus;õppejõudu voldemar;kahtlesin muusikakooli;näitlejaks teatrisse;käisin kodus
õigemini närvisüsteemi;vanathayronit suur;näitlejad tuntud;repertuaarist ilmselt;vastasel pidevalt;nimi klassipäevikus;juhendasid keskkoolis;mängisin klassivend;paari-kolmekümne korra
mängimine tõepoolest;teelet mängis;seisnud algklassides;vägedele filmis;anded lorenz;koolis panid;keskkoolis jaanus;näitlejaks tohutult;ühist tööna
napoleoni hüvastijätukõne;esimesed tähed;kutseliseks näitlejaks;suhtumist kolleegide;hea normaalne;teatriteadlase judel;meeldis klassi;klassipäevikus esimene;näitlejaid võimalik
halb kõrgeid;puhtvedamine kurss;paremini alguses;londonis nägime;häbeneda head;ütlesid draamateatri;õpetajateid laval;näitlejale õudselt;vaatamas etendusi
saul tartu;paneb maksimumi;näitlejad tihti;järjekorras parimad;kodu näiteringi;ajal esinema;koolis panid;esimene roll;mõtlema passin
ivalo randalu;avati lavakunstikateeder;häid näitlejaid;kultuurimajades smuuli;kodus vaadati;vaatamas etendusi;kool tollal;mänginud teatritöös;jätkub eesti
tütarlapsed näiteringid;keskkoolis juhendasid;esimesed tähed;järjekorras üksküla;head sõna;draamateatri näitlejate;õpetaja käsi;näitlejad tuntud;etendusi nägin
lugeda nõukogude;aastad aktiivselt;teatris märkima;tuttavaks prototüüpidega;kasutama reserve;näitlejaks märkasin;klassi suuliselt;tegemist esimese;võtta tahab
tänulik õpetas;soov näitlejaks;viimases klassis;vana mehelikuga;astuda esitama;juhatasid näiteringi;momenti näitlejate;sild näitleja;õpilane neli
kõnete näitlejad;pidevas treeningus;näitlejate potentsiaaliga;mängisin klassivend;tiitrites momenti;noorsooteatri algtuumik;mängisid tuntud;näitlejate tähendab;näitlejale võib-olla
võim lihtsalt;sundida koolitükkidega;esimene roll;hämmastavam konservatooriumisse;numbreid kindlalt;algklassides esimeses;ütlesid draamateatri;näitlejad loomult;esinemistele võimalik
tõepoolest tõestus;kooliõpilase püüdlikkus;alguses kindlasti;keeruline kariderohke;des esimene;reastada õpilasi;näitlejaks märkasin;kõikjal näitlejad;näitlejaks spencer
näiteringid tallinnas;siig tõnissoni;teatrisse näitlejate;momendil antud;kannatab astuda;keskkoolis juhatasid;lõpetajad esimesse;näitlejate potentsiaaliga;mängisin ajal
võimalik natukene;veendunud elukutse;ajal teatris;tänulik esinemistel;saamisega suuri;soovisid õppima;mänginud teatritöös;tohi näitleja;nimesid näiteks
lendude vastuvõtus;keele grammatikatund;teatrist eriti;vaatama kaluripoega;meelega vastamas;õppurid paigas;des esimene;näitlejate potentsiaal;alguses kindlasti
tänulik draamateatri;lõpetajad esimesse;täiskasvanud näitlejate;mängisin vanatreialid;võimalus teadmisega;võttis näidendi;tähendab kooliõpilase;kuulnud näitlejad;ebaõnnestumisele järgneb
ütles sõnastas;sisseastumiseksamite jäi;tõenäoliselt viimane;üldse kannatab;automaatselt lõpetasime;koolipõlvest aarne;nukuteater aastad;näitleja arenev;näitel võimalik
näitlejad tihti;konservatooriumi küpsuseksamite;tähendab esimesel;näitemäng roosa;arvud käisime;läksimegi etendusele;ajal teatris;sõltub näitlejast;24 tundi
töös jõuab;lavakunstikateedri kasuks;koolitükkidega esimestest;teatrisse hiljaks;käisin kodus;varem mõtelnud;arvamusel kooli;näitleja sõna;töötada tundub
üleeile hea;elukutse meeldib;hästi esimesel;nägime afiši;antud aast;seisnud algklassides;reastada õpilasi;koolipõlvest aarne;lihtsalt täitsin
anded lorenz;konservatooriumisse astumine;vanemad teatrist;hiliaad kuulikovist;nsv teenelise;klassis hea;teatrist leedu;magab näitleja;100 kilo
öösse londonis;ägedate külalistega;näitlejate inimesi;lähemalt teab;niiet kiiluda;etendust näinud;korralikult tunnis;üksküla nimest;märganud töö
kolm õppejõudu;ants lauteri;tuntud nimesid;noorus paari-kolmekümne;suuliselt vastata;viimases klassis;leedu teatriteadlase;sõbrad näitlejanna;kooli ühendamist
rasked mõttes;õpilasi usu;näitlejate tähendab;mõttes kahekesi;vormis vestluseks;proovis ütles;mikiveri lavastuses;nimi klassipäevikus;tuntud kultuuriga
teadlik enesesuunamine;määratakse draamateatrisse;õpetajateid laval;konservatooriumisse astumine;oletada kutseline;ilmuda lavale;näitleja eesti;tulemusi teatritööd;mäleta ema
