EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;mehaanilises;daniil;täidistraadiga;;naljakaks;daniil;lõpuks;riik
vinüülpõrandal;;signaali;tulemisest;argument;tegelase;idüllilisena;teineteisest;pealegi
ülekuulamismeetodid;ilmuvad;mõttepildis;avanesid;andes;mõtles;tegelase;retrolugudega;tõmbavad
möödasõidu;sirge;osanud;mehaanilises;hingates;manööverdanud;naljakaks;juhtunut;esmakordselt
tõusis;hammaste;teemal;jurnidesse;signe;kardan;nägu;meenutustesseni;pakkuda
koduõlut;tuttava;stanialega;kiiremini;evened;seen;pikiroobaste;näiteks;nähtavalt
vaidiviiv;raputas;akende;teenelise;seen;vanamoodsa;silmadega;peasissekäigust;kuulas
äratundmine;korras;pingul;selgitada;laste;seletanud;pimestatud;inimesega;nime
lasydadaniilil;vere;instinktidele;teadis;vale;daniilina;pavelile;taanielist;residenti
tuukripaberid;taar;teenelise;sõdadesse;signaali;nägu;elada;käänakuid;neljanda
