EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
aste The Dark;religioosne püha tungima;jõulud üritama religioosne;tegelikult üldse tegelema;null miinus null;jõuluaeg meenutama Eesti;jõuluaeg meenutama Eesti;jõuluaeg kange sekularist;maailm jumal armastus
Clive Lewis niisuke;eriti huvitama ausõna;jõuluaeg meenutama Eesti;väljend teoloogia levima;osa summa reaalne;meenutama Eesti ilmalik;meenutama Eesti ilmalik;jõuluaeg meenutama Eesti;arvama teadma inimene
David Chalmers siga;lineaarne aeg kippuma;religioosne usutunne väljendusvorm;Benedictus väitma jälle;reaalselt eneseteaduslik olend;jõuluaeg kange sekularist;püha tungima aasta;lõpp kristlus jõulupüha;loomulik inimene kristlik
kaks rels Dondt;ütlema usk usk;tarbijalik jõulurahu tunduma;tähendama Jeesus 2000;summa reaalne üksus;näitama jõulujõul kristlik;aasta puu sekulaarne;ameeriklane uskuma Jeesus;prantsuse revolutsioon reaalne
täna saade quo;sündima usklik tegelikult;lõpuks jõulusõnum tõepoolest;suurem Aadeeiske tähendama;arusaamatu moment inimene;kirik roll Eesti;kirik roll Eesti;mõistev näiteks jõulud;teema võib-olla kunstnik
tav religioosne usutunne;ütlema jeesus vahe;jõulupüha siduma ühendus;USA ameeriklane uskuma;arvama moment arvama;jälle arutama jõulud;näitama jõulujõul kristlik;kirik roll Eesti;arusaamine maailm maailm
aste hüpotees teooria;väike sädemeki jumalik;kristlik teema viimane;siduma ühendus Petlemm;aste The Dark;lõpp kristlus jõulupüha;jõuluaeg kodumaa lumine;rääkima religioon rääkima;energeetiline maailm võrdlema
vaheaste niuk õpetussõna;eri tasand tähendama;hea jõulupühi hea;USA küsitlus mainekas;erinev aspekt kaks;püha tungima aasta;selgelt religioosne püha;sündima usklik tegelikult;revolutsioon reaalne olukord
Stat tihtipeale teadus;üritama religioosne sisu;kirik Inglismaa asi;Mihkel Mutt kirjutama;omav omav olend;vaim aeg püha;loomulikult Julvern masin;lõpuks jõulusõnum tõepoolest;leidmine maailm jumal
Fratzinger paavst Benedictus;mainekas küsitlus selguma;lugema saksa veebileht;etapp uurima Egiptus;eitanudma üllatav andmed;tavaliselt kujutama püha;aasta tähendama austama;üllatus võtma kristlane;inimene rääkima jutt
