keyphrase;score
gilt selg;0.8315
eepos know;0.8244
ruuduline gilt;0.8194
loss ainus;0.816
loss tuletama;0.8152
standard hamilton;0.8142
istuma bastion;0.812
torn loss;0.8116
ehitama loss;0.8069
edinburgh loss;0.8053
aeg legend;0.8052
loss kabel;0.805
kompleks uhke;0.8029
rajama unustama;0.801
stiil vastavalt;0.8003
uus kindlustus;0.7953
vedama innofern;0.7953
seisma valvel;0.7925
andma surivoodi;0.7918
stefan sway;0.7909
kuulutama kuulsus;0.7908
aed aeg;0.7904
hukatud anna;0.7901
inglise prints;0.7892
isa 10000;0.7891
island roomlane;0.789
know tõudin;0.788
edinburgh kama;0.7878
edward usutunnistaja;0.7876
loss tohutuselepärane;0.7874
alandus hind;0.7861
lain asi;0.7851
hall ehitama;0.7851
torm sattuma;0.7848
dylan istuma;0.7847
stefan zweik;0.7846
howl ruut;0.7842
charles ic;0.7841
keeruline verk;0.784
westminster abbey;0.7837
alle edinburgh;0.7833
kindlus 700;0.7822
sway raamat;0.782
kell terve;0.7819
ungari onu;0.7814
pidulik maar;0.7811
nor robert;0.7809
alumine osa;0.7808
parlament esimene;0.7804
edinburgh parlament;0.7804
restaureerima osa;0.7803
manime iidne;0.7797
sajand no;0.7787
robert panema;0.7787
uurima internet;0.7786
siduma inimene;0.7783
henr seitsmes;0.7783
bastion restoran;0.7782
1296 inglise;0.778
kuueteistkümnes island;0.7778
hiljem victoria;0.7777
habe tänane;0.7774
30 meeter;0.777
kuningas kroon;0.7769
elav 3000;0.7768
vaene maa;0.7767
abielluma protestant;0.7765
ahvatlevam malcolm;0.7763
igivanas eesti;0.7763
kabe vanem;0.7762
prius william;0.7748
kolmas alle;0.7747
sünge ebamugav;0.7741
james neljas;0.7738
ehitama 1888;0.7737
aeg tohutu;0.7736
10000 terv;0.773
pierre riik;0.7722
saal elu;0.7722
hampton leping;0.7721
kanal sein;0.7721
purjetav laev;0.7719
mon smeeg;0.7717
usi värv;0.7717
25 inimene;0.7717
annuma aha;0.771
linn inglise;0.7708
restoran taas;0.7708
adriaanus vall;0.7707
raske relv;0.77
priouss keha;0.7697
loss garnison;0.7695
panema arheoloogiline;0.7695
normann arhitektuur;0.7695
1745 kindlus;0.7693
roll rannaroll;0.7691
klokk kand;0.7691
november 1093;0.769
shetland iidne;0.7685
henry taanly;0.7683
asetama westminster;0.7683
klooster robert;0.7682
börs hindama;0.768
tohutu hirmuäratavam;0.768
rügement peakorter;0.7678
uhke šotlane;0.7677
kuningapereliige seine;0.7671
kolm kilomeeter;0.767
tavidi torn;0.7669
troon õnn;0.7667
piiramissuurtükk mon;0.7667
1093 poeg;0.766
loss maamaja;0.7659
stewart tibatilluke;0.7659
miljon aasta;0.7657
esimene kaks;0.7651
10 teemant;0.7651
kants edenberg;0.765
mõrvamine kaasa;0.7649
esprii elegants;0.7648
vulkaan basalt;0.7644
tütar henry;0.7644
vastukaja saade;0.7641
impeerium piir;0.764
elizabeth henry;0.7639
1386 ehitama;0.7639
kunstnik teadma;0.7638
andma lubama;0.7632
rajatud 15;0.7627
tubli rabi;0.7625
seine kindlasti;0.7624
600 tollane;0.7619
puhkama farmlain;0.7617
iidne 16;0.7614
sajand maha;0.7613
surm söandama;0.7612
lubama pulm;0.7609
huul roodi;0.7606
osa 1996;0.7605
15 -st;0.7602
valitsemine ajal;0.76
koobas lagi;0.7599
lühidalt asi;0.7598
küsimärk täis;0.7596
ruum kunagine;0.7594
saareriik euroopa;0.7592
kuningriik osa;0.7587
torupill trumm;0.7585
françois surm;0.7585
1933 meri;0.7585
vii maria;0.7584
ehitama hoone;0.7584
tilluke tuba;0.7582
suur orkester;0.7578
puhkama külk;0.7572
territoorium šotlane;0.7569
1567 elu;0.7569
150 kilo;0.7565
esimene maailmasõda;0.7554
lass noor;0.755
sõjaväeosa paraad;0.7549
1887 küllap;0.7547
1066 normann;0.7542
margaret le;0.7541
1566 sündima;0.7537
pilv süda;0.7537
marssima torupill;0.7536
33 vääriskivi;0.7533
50 laps;0.7532
ruum mahutama;0.753
mari juhtama;0.7524
rahvuslik sõjamuuseum;0.7523
algatama fuši;0.752
ida jõudnud;0.7519
kihvt vastukaja;0.7513
1996 aasta;0.7512
kali tõeliselt;0.7511
kuninganna anni;0.7509
kaks abielu;0.7507
tali manina;0.7507
sõjaväevorm medal;0.7499
tõusma järv;0.7496
manina maur;0.7492
kõrge künk;0.7485
1650 aasta;0.7479
15 aasta;0.7479
aasta 1887;0.7479
kajav kahuripauk;0.747
augustikuu toimuma;0.7469
aasta 600;0.7463
lambur karjakaup;0.7458
hukkunud november;0.745
1588 kroonimisväljak;0.745
340 miljon;0.7441
konservatiivne poliitiline;0.7431
anni maja;0.7396
suruma gordon;0.7393
aasta 1140;0.7373
maja kutsuma;0.7357
11 12;0.7279
