EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Patterson Ingemar Johansson;esimene instrumentaalrüüs Teine;Nõukogude lauludest 1962;1964 aasta jälle;asepresident Lyndon Johnson;levimuusikasse 1964 aasta;Nõukogude lauludest 1961;1954 aastal Itaallased
Floyd Patterson Ingemar;Oit Esimene lauludega;Kõigepealt populaarsete muusikalide;1961 aastal esiplaanil;mainige Normeti kodu;puutub levimuusikasse 1964;levimuusikasse 1964 aasta;võitis Floyd Patterson
Frenkel Oskar Feldmann;Eduard kolmanovski Andrei;1962 aasta lauluvara;1960 aastal esile;ihkab maa A;1964 aasta lauluvara;Nõukogude lauludest 1962;teatrid 10 päeva
Hello Dolly naljakas;Teine Claudio villa;aastat 1960 1964;1962 aastal esietendus;President Eisenhower külas;1963 aasta lemmiklaulud;puutub levimuusikasse 1964;vabariiklase Richard Nixoni
prantsuse režissöör Shield;Peyton Plays Dallas;1964 aasta lauluvara;1961 aastal sooritas;unusta paari meetri;lauludest 1962 aastal;Rooma Kõnealusel 1960;12000 näitlejat Broadway
poni Bristol stamp;John Kennedy mõrvamine;puutub levimuusikasse 1964;Euroopast paar laulu;sündmus USA president;pilk levimuusika minevikku;1963 aasta lemmiklaulud;aasta jälle olümpia-aasta
Bristol stamp Madisson;elule sepajutustus Viimane;Euroopast paar laulu;Itaalia helilooja rasselli;president John Kennedy;lauludest 1961 aastal;Kõnealusel 1960 aastal;maa läbides 41000
Ernest Hemingway vabasurma;viiendas raundis Kaotus;meelisviisidel 1960 aastal;1962 aasta lauluvara;uus tants tvist;levimuusika minevikku Täna;lauludest 1961 aastal;Georg Otsa miskipärast
režissöör Shield Hassan;linnast Eestisse Ants;lauludest 1961 aastal;uuemas kuues Vanemasse;kord selge taeva;Nõukogude lauludest 1961;1960 aastal esile;John Kennedy mõrvamine
poisike Stevie Wonder;61 inimohvrit Aastal;Kõnealusel 1960 aastal;1963 aastal tõusis;Ei Ära unusta;1962 aasta lauluvara;lauludest 1962 aastal;jälle olümpia-aasta Tokyos
Petrov Benjamin Basler;James Harold Wilson;1963 aasta lemmiklaulud;1963 aasta lemmiklaulud;USA president John;Nõukogude lauludest 1962;panemegi kõlama 1960;327 kilomeetrit Kuuba
peasekretär Dag Hammarskjöld;1964 aasta lauluvara;leviku Nõukogude lauludest;prajanhaelanud 1960 aastal;tunda vajadust uute;kaks Frenkeli lauluaastad;meelisviisidel 1960 aastal;Samas lõppes 27
ÜRO peasekretär Dag;Sõbra laul pillimehele;1960 aastal näeme;Sõbra laul pillimehele;omamoodi stiil esile;panemegi kõlama 1960;Ka Eesti levimuusikas;27 aastat kestnud
Stevie Wonderile Bob;luurelennuk U kaks;1960 1964 See;bikinidest tõusis edetabeli;Normeti kodu merede;lauludest mäletan aastal;mäletab prajanhaelanud 1960;1962 aastal eeskätt
Stevie Wonder Ja;Burundi 1962 aasta;esimestele õnnestunud lauludele;kõlama 1960 aasta;kodu merede süles;kõlama 1960 aasta;suurimat levimuusikaplahvatust Biitlitelt;Ivo Linna tänapäevast
hilisemad telemammutid Peyton;kilomeetrit Kuuba emigrandid;algust igihaljad laulud;1962 aastal eeskätt;kiri Viimane eksam;algust igihaljad laulud;päeva õhtu 1963;Nixoni Nii aasta
James Harold Wilson;esimene USA rakendas;rida populaarseks laule;Oit Esimene lauludega;luurelennuk U kaks;esimestele õnnestunud lauludele;1960 aastal näeme;1960 aastal näeme
