EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
tony blair küsimus;esimene trompeti professor;luksemburgi peaminister junckeri;efektiivsem välisminister urmas;annab teada mall;kriisi euroopa liidu;hommikutundideni euroopa liidu;hommikutundideni euroopa liidu;kontsert toimub öösel
mälberg brüssel tähendab;liidu liidrid hilisööni;junckeri sõnul euroopa;40 protsendi eelarvest;küsimus positiivse signaali;euroopa liit täna;läbirääkimiste nurjumine eestile;18 juuni päevakaja;ideed aeg-ajalt kutsuda
andres uibo andres;kõnelusi eesistujamaa luksemburg;hommikutundideni euroopa liidu;tegelikult rahulda britte;loobuma saadavatest summadest;eesti euroopa liidu;sügavasse kriisi eesti;nurjumine eestile peaminister;teemasid lähenevate kohalike
mõistlik tulupoliitika palgapoliitika;võtaks majanduspoliitikast suuna;kokkulepete leidmisel euroopa;2013 asja arutati;saadavatest summadest ütles;euroliidu liidrid jõudnud;eesti euroopa liidu;euroopa liit vajunud;erinevad erakonnad erinevad
meeles mõte kirik;täna sotsiaaldemokraatliku erakonna;eesti kontekstis euroopa;näpuga näitama riigis;head tulemust saavutada;euroopa liidu komisjoni;aasta alampalgani eestis;junckeri sõnul euroopa;lõuna- kesk-eesti maanaisteseltside
muusika festival lõppeb;väliskülalistega suursaadikuid konsuleid;juuni olulisematest sündmustest;1997 aastal viljandis;arvatud redeli pannakse;signaali euroopa liidu;kriisi eesti sotsiaaldemokraatlik;kogunenud euroliidu liidrid;aastateks 2007 2013
eesti positsioonid uues;märkis mures tippkohtumise;kogunenud euroliidu liidrid;nähtavamalt taandus suurbritannia;uut eelarvekava kinnitada;euroopa liidu prioriteete;euroopa liidu rahakasutus;raadio uudistetoimetus kokkuvõtte;erinevad valdkonnad toimub
luksemburgi peaminister jean-claude;junckeri sõnul euroopa;liidu komisjoni president;2007 vahendeid kasutama;signaali väärtuste signaali;kokkulepete leidmisel euroopa;kontekstis eesti euroopa;täna brüsselist kinnituse;ida-euroopa maad öösel
hääli suuremates linnades;sotsiaaldemokraatide aseesimees eiki;ütles briti peaminister;selgitusi vajab kabiinidesse;aha eraldatud eile;euroopa liidu rahakasutus;nurjumine eestile peaminister;tippkohtumise ebaõnnestumise brüsselist;jaanipäeva aastaid toimunud
urmas sisaski autorikontserdid;selgelt tõusuteel loodamegi;sügavasse kriisi eesti;räägiti erakonnasüdameasi muutumatul;pakkuma uuem eksponaat;läbirääkimiste nurjumine eestile;ütles eesti raadio;ütles eesti raadio;muuhulgas näiteks suure-jaanis
üritusi toimub eestis;rõhuda kavatsetakse tervishoid;hommikul eestisse saabuma;üleüldse suudeta 2000;otsustada liikuda mall;nurjumine eestile peaminister;euroopa liit vajunud;sügavasse kriisi eesti;eelarve piisavalt hästi
iseloomustavad omapärased ekstreemsed;kroonini kuus tööturu;ilm suvine kohtades;silmad imestama uudistada;palusime pargi idee;euroopa liidu eesistujamaa;sügavasse kriisi euroopa;läbirääkimiste nurjumine eestile;18 juuni olulisematest
artur kapi ekstreemsem;otsustamatusest sündinud kahju;kraadi homme ilm;botaanikaaias suureõieline kuukaktus;näiteks vaja teatud;kriisi eesti sotsiaaldemokraatlik;kuus õhtul eesti;kokkulepete leidmisel euroopa;kaheksa 12 päeval
esineb rahva sven;lähemalt räägib vambola;jean-claude junckeri sõnul;eelarve piisavalt hästi;öösel illimar homme;uue kompromissettepaneku eesti;liidu eesistujamaa luksemburgi;brüssel tähendab eelarve;jätkab suure-jaani linnas
erinevad valdkonnad toimub;kõrguste huvitundjaid jätkab;nurjumine eestile peaminister;jätkab suure-jaani linnas;kommentaar kindlasti küsimus;luksemburg uue kompromissettepaneku;eelarve liitumislepinguga ettenähtud;juulist eesistuja teatavasti;võttis viis ida-euroopa
esiettekandena ühelgi eesti;nurjumine eestile peaminister;18 juuni päevakaja;luksemburgi peaminister jean-claude;ütlema täna näiteks;luksemburgi peaminister jean-claude;eestis tulevikus ühendab;riigieelarve lõpuks võtmata;hea töötegijatele mõistlik
pargi mõte pargi;majanduskasvu tööhõivet teadusele;liidu prioriteete majanduskasvu;eestvedajal allid keeklubi;eelarvekava kinnitada kinnitatakse;kõnelusi eesistujamaa luksemburg;liidu eelarve aastateks;valitsusjuhid võtsid lõpuks;kaheksandate suure-jaani muusikapäevade
tõusuteel loodamegi head;euroliidu liidrid jõudnud;tervishoid haridusloosungeid juunikuus;pastoraadi vana pargi;sid otsustasime laiendada;britte euroopa liidu;vormistada dokumendid eesti;tähtsad 2007 riigikogu;juunil suure-jaani laululaval
valimiste raames lisas;riik jääkski häbisse;liidu rahakasutus üldisemalt;ütles eesti raadio;tekst hea avata;vaidlustes liidu eelarve;eestisse saabuma rühm;liikmesmaad täna võitjad;suure-jaani kultuurimaja juhataja
kaitstud peaminister andrus;teatavasti suurbritannia optimistlik;üritusi toimub eestis;euroliidu liidrid jõudnud;mõistlik tööle näiteks;liidu liikmesmaad täna;eesti võimalikus raha;kuus õhtul eesti;erinevate erakondade erinevate
festival eestis muusika;talve brüsselisse kogunenud;suurbritannia optimistlik asi;4 protsenti palgasaajatest;igav usun natukenegi;eesti punase peasekretär;eesti vabadusvõitlejatele aegade;uudistetoimetus kokkuvõtte 18;kuus õhtul eesti
sven grünberg peeter;hinnataseme töötamisega seotud;eelarve läbirääkimiste nurjumine;avatud kaheksast õhtul;kiigata igav usun;küsimus rahas eesti;luksemburgi peaminister jean-claude;peaminister süüdistas riike;suure-jaani muusikapäevadel kindlasti
eesti raadio uudistetoimetus;efektiivsem välisminister urmas;läbirääkimiste nurjumine eestile;puudub mõistlik tulupoliitika;hea avata ratifitseerimine;väärtuste signaali euroopa;piisavalt hästi euroopa;grupijuhi süül eestisse;jätkab suure-jaani kultuurimaja
raadio uudistele tartust;uudistetoimetus kokkuvõtte 18;kroonini kuus tööturu;toimunud ülenurme lennuväljal;illimar homme vahelduvalt;junckeri sõnul euroopa;liidu rahakasutus üldisemalt;lõppeb 23 juunil;suure-jaani muusikapäevade kunstiline
külalised peterburist peterburist;pöördumises kehtiv miinimum;prantsusmaa eri meelsustele;plaan tartu lennujaamal;tony blair küsimus;liikmesmaadel aktiivset järelemõtlemisaega;võttis viis ida-euroopa;lükanud vaja liikmesmaadel;kontsert suure-jaani muusikapäevadel
punase peasekretär riina;täna alampalga saajate;hääli suuremates linnades;hästi euroopa liidu;positiivse signaali puudumises;alampalgani eestis jõuaksid;väärtuste signaali euroopa;piisavalt hästi euroopa;19 4 protsenti
kontsert toimub öösel;tähendab eelarve läbirääkimiste;loosungiteni jõuame augustis;lennuväljal lennupäevad tartu;teada siga park;toimub eestis suvisel;luksemburg uue kompromissettepaneku;tanel talve brüsselisse;näitama riigis puudub
pöördumises kehtiv miinimum;majandusele tööd madalapalgaline;mures tippkohtumise ebaõnnestumise;suudetud leppida finantsperspektiivi;võimalikus raha saamise;liidu rahakasutus üldisemalt;liidu komisjoni president;jätku alustasime seitse;altariesisest suure-jaani kirikus
tavaliselt lennundusmuuseumides maailmas;järelemõtlemisaega debatte referendumite;viis ida-euroopa maad;pubi nimetanud helilooja;auks rajatud pargile;liidu eesistujamaa peaminister;liidu liidrid hilisööni;väärtuste signaali euroopa;mälberg brüssel tähendab
helilooja artur kapi;marke kutsub taevaste;lennukitel nöörid silmad;valimiste kontekstis beslaani;leiavad leppe tekst;mures tippkohtumise ebaõnnestumise;varaste hommikutundideni euroopa;täna hommikul eestisse;kirikus suure-jaani muusika
tänapäeva kaasaegsete autorite;vendade kappide sünnipaik;brittide aasta paigast;eesti raadio uudistele;kaovad testi võtaks;piisavalt hästi euroopa;liidu prioriteete majanduskasvu;õhtul õitseb tallinna;tasustamine sotsid rahul
