lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;150469;3321;932062935
õhtu;NOUN;O;5;no;322860;3321;932062935
,;PUNCT;O;208;no;0;3321;932062935
kell;NOUN;O;1;no;863794;3321;932062935
olema;AUX;O;128;yes;44175173;3321;932062935
kuus;NUM;O;2;no;172599;3321;932062935
ning;CCONJ;O;13;yes;5766748;3321;932062935
Päevakada;PROPN;O;2;no;0;3321;932062935
võtma;VERB;O;6;no;2139597;3321;932062935
kokku;ADV;O;3;yes;901761;3321;932062935
tänane;ADJ;O;2;no;180017;3321;932062935
olulisem;ADJ;O;1;no;100609;3321;932062935
mina;PRON;O;29;yes;11780658;3321;932062935
ja;CCONJ;O;91;yes;29978049;3321;932062935
maailm;NOUN;O;2;no;664447;3321;932062935
.;PUNCT;O;172;no;0;3321;932062935
stuudio;NOUN;O;1;no;39576;3321;932062935
toimetaja;NOUN;O;1;no;30405;3321;932062935
Margitta;PROPN;O;1;no;595;3321;932062935
Otsmaa;PROPN;O;1;no;436;3321;932062935
Eesti;PROPN;O;25;no;2594139;3321;932062935
asuma;VERB;O;1;no;540495;3321;932062935
kaaluma;VERB;O;1;no;96321;3321;932062935
mõte;NOUN;O;3;no;596277;3321;932062935
esitama;VERB;O;8;no;354189;3321;932062935
Euroopa;PROPN;O;22;no;842639;3321;932062935
liit;NOUN;O;4;no;238980;3321;932062935
taotlus;NOUN;O;2;no;120004;3321;932062935
jagama;VERB;O;2;no;392343;3321;932062935
toetus;NOUN;O;5;no;234258;3321;932062935
tulevik;NOUN;O;3;no;229787;3321;932062935
kaks;NUM;O;17;no;1334057;3321;932062935
eraldama;VERB;O;2;no;44065;3321;932062935
regioon;NOUN;O;5;no;41035;3321;932062935
territoorium;NOUN;O;2;no;67029;3321;932062935
Harjumaa;PROPN;O;3;no;38459;3321;932062935
ülejäänud;ADJ;O;3;no;101546;3321;932062935
jagamine;NOUN;O;5;no;59174;3321;932062935
puhul;ADP;O;4;yes;590821;3321;932062935
võima;AUX;O;10;yes;3045900;3321;932062935
teoreetiliselt;ADV;O;3;no;11894;3321;932062935
või;CCONJ;O;9;yes;4113697;3321;932062935
võitma;VERB;O;6;no;361078;3321;932062935
150;NUM;O;2;no;0;3321;932062935
miljon;NUM;O;11;no;326060;3321;932062935
kuni;CCONJ;O;3;yes;831401;3321;932062935
500;NUM;O;2;no;0;3321;932062935
isegi;ADV;O;3;yes;696376;3321;932062935
kuni;ADV;O;4;yes;831401;3321;932062935
700;NUM;O;2;no;0;3321;932062935
USA;PROPN;O;6;no;306631;3321;932062935
Maryland;PROPN;O;2;no;1262;3321;932062935
osariik;NOUN;O;2;no;34214;3321;932062935
leidma;VERB;O;4;no;1279610;3321;932062935
riiklik;ADJ;O;2;no;144862;3321;932062935
julgeolek;NOUN;O;2;no;36131;3321;932062935
agentuur;NOUN;O;2;no;18227;3321;932062935
NSA;PROPN;O;2;no;1332;3321;932062935
lähistel;ADP;O;2;no;17950;3321;932062935
ase;NOUN;O;2;no;67001;3321;932062935
tulema;VERB;O;13;yes;3338518;3321;932062935
tulistamisjuhtum;NOUN;O;2;no;98;3321;932062935
mis;PRON;O;20;yes;9028438;3321;932062935
käigus;ADP;O;1;no;181444;3321;932062935
saama;AUX;O;15;yes;7285093;3321;932062935
haavama;VERB;O;1;no;8545;3321;932062935
vähemalt;ADV;O;3;yes;456892;3321;932062935
üks;DET;O;8;yes;3226979;3321;932062935
inimene;NOUN;O;5;no;2519709;3321;932062935
komisjon;NOUN;O;5;no;276161;3321;932062935
pakkuma;VERB;O;3;no;862364;3321;932062935
välja;ADV;O;10;yes;1817185;3321;932062935
esimees;NOUN;O;1;no;144294;3321;932062935
arutelu;NOUN;O;3;no;108828;3321;932062935
paber;NOUN;O;3;no;94048;3321;932062935
Liit;PROPN;O;10;no;231191;3321;932062935
järgmine;ADJ;O;7;yes;661747;3321;932062935
eelarve;NOUN;O;11;no;115501;3321;932062935
kohta;ADP;O;7;yes;1118768;3321;932062935
asepresident;NOUN;O;2;no;16278;3321;932062935
Andrus;PROPN;O;3;no;32415;3321;932062935
Ansip;PROPN;O;4;no;12858;3321;932062935
suuresti;ADV;O;2;no;36375;3321;932062935
initseeritud;ADJ;O;1;no;10;3321;932062935
ka;ADV;O;34;yes;7941300;3321;932062935
Brexitist;PROPN;O;2;no;0;3321;932062935
rohkem;ADV;O;3;yes;1093000;3321;932062935
debateerima;VERB;O;2;no;591;3321;932062935
see;PRON;O;43;yes;18818291;3321;932062935
üle;ADP;O;8;yes;1447134;3321;932062935
milleks;ADV;O;2;yes;31204;3321;932062935
raha;NOUN;O;5;no;546273;3321;932062935
kulutama;VERB;O;2;no;66136;3321;932062935
mitte;ADV;O;6;yes;1397004;3321;932062935
keskenduma;VERB;O;3;no;110386;3321;932062935
siis;ADV;O;41;yes;4824773;3321;932062935
see;DET;O;33;yes;18818291;3321;932062935
protsent;NOUN;O;2;no;264740;3321;932062935
sajandik;NOUN;O;2;no;2125;3321;932062935
lõhkiajamine;NOUN;O;2;no;86;3321;932062935
homse;NOUN;O;2;no;0;3321;932062935
tulu;NOUN;O;5;no;64548;3321;932062935
operatsioon;NOUN;O;1;no;47361;3321;932062935
möödunud;ADJ;O;2;no;119643;3321;932062935
aasta;NOUN;O;18;no;4045959;3321;932062935
uus;ADJ;O;4;no;1922794;3321;932062935
kord;NOUN;O;2;no;1304710;3321;932062935
järgi;ADP;O;1;yes;472793;3321;932062935
ei;AUX;O;18;yes;10355923;3321;932062935
enam;ADV;O;3;yes;916792;3321;932062935
abikaasa;NOUN;O;9;no;87440;3321;932062935
ühisdeklaratsioon;NOUN;O;2;no;1044;3321;932062935
küll;ADV;O;2;yes;1080941;3321;932062935
kasutama;ADJ;O;5;no;1455497;3321;932062935
kulu;NOUN;O;5;yes;138370;3321;932062935
deklaratsioon;NOUN;O;2;no;16523;3321;932062935
üle;ADV;O;3;yes;1447134;3321;932062935
kandma;VERB;O;2;no;395681;3321;932062935
kultuuriminister;NOUN;O;2;no;8282;3321;932062935
Indrek;PROPN;O;3;no;48019;3321;932062935
Saar;PROPN;O;4;no;26802;3321;932062935
tegema;VERB;O;9;yes;3824200;3321;932062935
Riigikogu;PROPN;O;3;no;50863;3321;932062935
ettekanne;NOUN;O;2;no;45748;3321;932062935
kultuuripoliitika;NOUN;O;6;no;1566;3321;932062935
põhialune;NOUN;O;3;no;0;3321;932062935
elluviimine;NOUN;O;2;no;29916;3321;932062935
2020;NUM;O;6;no;0;3321;932062935
dokument;NOUN;O;8;no;146616;3321;932062935
jääma;VERB;O;14;no;1700272;3321;932062935
puudu;ADV;O;2;no;59606;3321;932062935
suur;ADJ;O;6;no;1616990;3321;932062935
pilt;NOUN;O;3;no;671722;3321;932062935
dubleerima;VERB;O;3;no;1664;3321;932062935
ministeerium;NOUN;O;4;no;40532;3321;932062935
arengukava;NOUN;O;3;no;30731;3321;932062935
nii;ADV;O;13;yes;3430987;3321;932062935
ütlema;VERB;O;14;no;1762423;3321;932062935
Sirp;PROPN;O;1;no;4074;3321;932062935
peatoimetaja;NOUN;O;3;no;15992;3321;932062935
Ott;PROPN;O;2;no;46589;3321;932062935
Karulin;PROPN;O;3;no;454;3321;932062935
tunduma;VERB;O;2;no;476788;3321;932062935
et;SCONJ;O;65;yes;12213661;3321;932062935
kultuur;NOUN;O;8;no;142835;3321;932062935
20;NUM;O;3;no;0;3321;932062935
20;X;O;3;no;0;3321;932062935
aruanne;NOUN;O;6;no;75148;3321;932062935
päris;ADV;O;8;yes;459040;3321;932062935
hea;ADJ;O;2;no;1639322;3321;932062935
sissejuhatus;NOUN;O;2;no;20758;3321;932062935
poliitik;NOUN;O;2;no;79208;3321;932062935
kes;PRON;O;11;yes;3572036;3321;932062935
tegelikult;ADV;O;8;no;475760;3321;932062935
eriti;ADV;O;4;no;605323;3321;932062935
miski;PRON;O;5;yes;1421694;3321;932062935
teadma;VERB;O;4;no;1482699;3321;932062935
aga;CCONJ;O;13;yes;4543343;3321;932062935
armastama;VERB;O;2;no;135659;3321;932062935
ikkagi;ADV;O;7;yes;271404;3321;932062935
sõnavõtlus;NOUN;O;1;no;0;3321;932062935
teema;NOUN;O;3;no;630317;3321;932062935
Pyeongchang;PROPN;O;3;no;2593;3321;932062935
taliolümpiamängud;NOUN;O;2;no;2879;3321;932062935
saama;VERB;O;11;yes;7285093;3321;932062935
kahevõistleja;NOUN;O;3;no;1447;3321;932062935
Kristjan;PROPN;O;3;no;45695;3321;932062935
Ilves;PROPN;O;6;no;32170;3321;932062935
normaalmägi;NOUN;O;3;no;334;3321;932062935
võistlus;NOUN;O;5;no;215781;3321;932062935
16.;ADJ;O;3;no;0;3321;932062935
koht;NOUN;O;7;no;1148987;3321;932062935
ilm;NOUN;O;3;no;207337;3321;932062935
kui;SCONJ;O;17;yes;8878634;3321;932062935
tänapäev;NOUN;O;2;no;156651;3321;932062935
väljas;ADV;O;1;yes;98422;3321;932062935
veel;ADV;O;10;yes;1875606;3321;932062935
pehme;ADJ;O;1;no;121029;3321;932062935
talveilm;NOUN;O;1;no;2263;3321;932062935
hakkama;VERB;O;2;yes;1534193;3321;932062935
temperatuur;NOUN;O;1;no;92394;3321;932062935
ida;NOUN;O;1;no;31282;3321;932062935
poolt;ADP;O;3;yes;608317;3321;932062935
alates;ADP;O;1;yes;308107;3321;932062935
kiiresti;ADV;O;4;no;218763;3321;932062935
langema;VERB;O;3;no;172488;3321;932062935
öösel;ADV;O;1;no;80817;3321;932062935
kohati;ADV;O;5;yes;71804;3321;932062935
miinuma;VERB;O;2;no;0;3321;932062935
15;NUM;O;3;no;0;3321;932062935
kraad;NOUN;O;7;no;86701;3321;932062935
homme;ADV;O;5;no;107395;3321;932062935
pilvisus;NOUN;O;2;no;7575;3321;932062935
tihenema;VERB;O;2;no;2649;3321;932062935
pärastlõuna;NOUN;O;1;no;26194;3321;932062935
sadama;VERB;O;1;no;47024;3321;932062935
mitu;PRON;O;3;yes;814408;3321;932062935
pool;ADV;O;6;yes;616839;3321;932062935
vähene;ADJ;O;2;no;96002;3321;932062935
lumi;NOUN;O;2;no;93146;3321;932062935
õhutemperatuur;NOUN;O;4;no;19887;3321;932062935
miinus;NOUN;O;9;no;39913;3321;932062935
kolm;NUM;O;10;no;673341;3321;932062935
kaheksa;NUM;O;2;no;101270;3321;932062935
keskkriminaalpolitsei;NOUN;O;1;no;1812;3321;932062935
pidama;VERB;O;4;yes;3575612;3321;932062935
nädal;NOUN;O;2;no;629821;3321;932062935
kinni;ADV;O;4;no;325823;3321;932062935
