lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;150469;1700;932062935
õhtu;NOUN;O;3;no;322860;1700;932062935
,;PUNCT;O;135;no;0;1700;932062935
kell;NOUN;O;2;no;863794;1700;932062935
saama;VERB;O;3;yes;7285093;1700;932062935
kaheksa;NUM;O;4;no;101270;1700;932062935
võtma;VERB;O;1;no;2139597;1700;932062935
mõni;DET;O;6;yes;1272983;1700;932062935
27.;ADJ;O;1;no;0;1700;932062935
juuli;NOUN;O;3;no;181915;1700;932062935
sündmus;NOUN;O;2;no;155489;1700;932062935
veel;ADV;O;8;yes;1875606;1700;932062935
kord;ADV;O;3;no;1304710;1700;932062935
lühidalt;ADV;O;1;no;27127;1700;932062935
kokku;ADV;O;4;yes;901761;1700;932062935
.;PUNCT;O;83;no;0;1700;932062935
mina;PRON;O;21;yes;11780658;1700;932062935
olema;AUX;O;90;yes;44175173;1700;932062935
Janek;PROPN;O;1;no;10696;1700;932062935
Salme;PROPN;O;1;no;14588;1700;932062935
Euroopa;PROPN;O;11;no;842639;1700;932062935
komisjon;NOUN;O;4;no;276161;1700;932062935
leidma;VERB;O;1;no;1279610;1700;932062935
et;SCONJ;O;21;yes;12213661;1700;932062935
Eesti;PROPN;O;6;no;2594139;1700;932062935
ettevalmistus;NOUN;O;5;no;47278;1700;932062935
suund;NOUN;O;1;no;146215;1700;932062935
euro;NOUN;O;8;no;559773;1700;932062935
üleminek;NOUN;O;6;no;43544;1700;932062935
õige;ADJ;O;2;no;397744;1700;932062935
kuid;CCONJ;O;2;yes;1732128;1700;932062935
nimetama;VERB;O;1;no;197986;1700;932062935
ka;ADV;O;20;yes;7941300;1700;932062935
valdkond;NOUN;O;1;no;210726;1700;932062935
kus;ADV;O;7;yes;1607926;1700;932062935
tulema;VERB;O;10;yes;3338518;1700;932062935
töö;NOUN;O;2;no;1225560;1700;932062935
tegema;VERB;O;9;yes;3824200;1700;932062935
osaühing;NOUN;O;2;no;11761;1700;932062935
Elering;PROPN;O;3;no;4118;1700;932062935
investeerima;VERB;O;2;no;45053;1700;932062935
elektrivõrk;NOUN;O;2;no;5698;1700;932062935
töökindlus;NOUN;O;2;no;7057;1700;932062935
tagamine;NOUN;O;2;no;85222;1700;932062935
viis;NUM;O;3;no;476277;1700;932062935
aasta;NOUN;O;14;no;4045959;1700;932062935
jooksul;ADP;O;2;yes;563392;1700;932062935
seitse;NUM;O;4;no;109382;1700;932062935
miljard;NUM;O;2;no;76516;1700;932062935
lõviosa;NOUN;O;2;no;4667;1700;932062935
investeering;NOUN;O;2;no;90085;1700;932062935
Ida-Virumaa;PROPN;O;3;no;38768;1700;932062935
Tartu;PROPN;O;11;no;584074;1700;932062935
andma;VERB;O;4;no;1683851;1700;932062935
Põhja-Itaalia;PROPN;O;1;no;1542;1700;932062935
