lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;2;yes;150469;1589;932062935
õhtu;NOUN;O;1;no;322860;1589;932062935
,;PUNCT;O;92;no;0;1589;932062935
kell;NOUN;O;1;no;863794;1589;932062935
olema;AUX;O;48;yes;44175173;1589;932062935
saama;VERB;O;4;yes;7285093;1589;932062935
kaheksa;NUM;O;2;no;101270;1589;932062935
ja;CCONJ;O;37;yes;29978049;1589;932062935
eeter;NOUN;O;1;no;25968;1589;932062935
Päevakada;PROPN;O;1;no;0;1589;932062935
stuudio;NOUN;O;1;no;39576;1589;932062935
Margitta;PROPN;O;1;no;595;1589;932062935
.;PUNCT;O;101;no;0;1589;932062935
Otsmaa;PROPN;O;1;no;436;1589;932062935
Riigikogu;PROPN;O;2;no;50863;1589;932062935
arutama;VERB;O;3;no;115498;1589;932062935
erakond;NOUN;O;12;no;119286;1589;932062935
rahastamine;NOUN;O;9;no;43546;1589;932062935
Eesti;PROPN;O;6;no;2594139;1589;932062935
põhiseadus;NOUN;O;1;no;34940;1589;932062935
üks;DET;O;7;yes;3226979;1589;932062935
autor;NOUN;O;1;no;214976;1589;932062935
endine;ADJ;O;3;no;185172;1589;932062935
justiitsminister;NOUN;O;2;no;8680;1589;932062935
Jürjo;PROPN;O;1;no;1286;1589;932062935
Adams;PROPN;O;4;no;4087;1589;932062935
hindama;VERB;O;2;no;270241;1589;932062935
parteiraha;NOUN;O;1;no;0;1589;932062935
puhul;ADP;O;2;yes;590821;1589;932062935
varimajandus;NOUN;O;3;no;712;1589;932062935
osakaal;NOUN;O;2;no;47507;1589;932062935
kuni;ADP;O;2;yes;831401;1589;932062935
40;NUM;O;1;no;0;1589;932062935
protsent;NOUN;O;3;no;264740;1589;932062935
valitsus;NOUN;O;7;no;313677;1589;932062935
toetama;VERB;O;5;no;333423;1589;932062935
100000;NUM;O;2;no;0;1589;932062935
euro;NOUN;O;4;no;559773;1589;932062935
suurune;ADJ;O;2;no;51549;1589;932062935
tagatisraha;NOUN;O;4;no;8552;1589;932062935
nõue;NOUN;O;3;no;173911;1589;932062935
kehtestamine;NOUN;O;3;no;30545;1589;932062935
kütusemüüja;NOUN;O;2;no;1017;1589;932062935
et;SCONJ;O;19;yes;12213661;1589;932062935
vältima;VERB;O;2;no;137776;1589;932062935
käibemaksupettus;NOUN;O;2;no;459;1589;932062935
ei;AUX;O;10;yes;10355923;1589;932062935
aga;ADV;O;7;yes;4543343;1589;932062935
opositsioon;NOUN;O;1;no;28117;1589;932062935
esitatud;ADJ;O;2;no;124710;1589;932062935
seadusemuudatus;NOUN;O;2;no;7373;1589;932062935
erimärgistatud;ADJ;O;4;no;365;1589;932062935
vedelkütune;ADJ;O;1;no;0;1589;932062935
kasutamine;NOUN;O;4;no;434382;1589;932062935
talvine;ADJ;O;2;no;31604;1589;932062935
teehooldetöö;NOUN;O;2;no;20;1589;932062935
või;CCONJ;O;7;yes;4113697;1589;932062935
hädaolukord;NOUN;O;2;no;12970;1589;932062935
likvideerimine;NOUN;O;2;no;13150;1589;932062935
peaminister;NOUN;O;3;no;96603;1589;932062935
Andrus;PROPN;O;2;no;32415;1589;932062935
Ansip;PROPN;O;2;no;12858;1589;932062935
pidama;AUX;O;9;yes;3575612;1589;932062935
õigem;ADJ;O;1;no;16782;1589;932062935
maksma;VERB;O;2;no;520682;1589;932062935
lumi;NOUN;O;2;no;93146;1589;932062935
koristaja;NOUN;O;1;no;7117;1589;932062935
see;DET;O;18;yes;18818291;1589;932062935
kulutus;NOUN;O;1;no;32898;1589;932062935
hüvitamine;NOUN;O;1;no;14792;1589;932062935
otsetoetus;NOUN;O;2;no;3877;1589;932062935
Venemaa;PROPN;O;7;no;293403;1589;932062935
välisminister;NOUN;O;3;no;30905;1589;932062935
Sergei;PROPN;O;4;no;20829;1589;932062935
Lavrov;PROPN;O;6;no;3751;1589;932062935
kinnitama;VERB;O;5;no;274341;1589;932062935
täna;ADV;O;5;no;614088;1589;932062935
Moskva;PROPN;O;4;no;70972;1589;932062935
soovima;VERB;O;3;no;580290;1589;932062935
välispoliitika;NOUN;O;3;no;13583;1589;932062935
ühendama;VERB;O;1;no;101296;1589;932062935
lääs;NOUN;O;3;no;48294;1589;932062935
ka;ADV;O;15;yes;7941300;1589;932062935
uus;ADJ;O;4;no;1922794;1589;932062935
aasta;NOUN;O;11;no;4045959;1589;932062935
heanaaberlik;ADJ;O;2;no;635;1589;932062935
suhe;NOUN;O;3;no;234471;1589;932062935
tänavune;ADJ;O;1;no;60961;1589;932062935
hiidlane;NOUN;O;2;no;11279;1589;932062935
varras;NOUN;O;1;no;15089;1589;932062935
lubatud;ADJ;O;2;no;110450;1589;932062935
50;NUM;O;2;no;0;1589;932062935
protsendiline;ADJ;O;2;no;1715;1589;932062935
sõidusoodustus;NOUN;O;3;no;586;1589;932062935
Virtsu-Kuivastu;PROPN;O;2;no;933;1589;932062935
Rohuküla-Heltermaa;PROPN;O;2;no;865;1589;932062935
laevaliin;NOUN;O;2;no;2046;1589;932062935
hakkama;VERB;O;7;yes;1534193;1589;932062935
kehtima;VERB;O;6;no;154752;1589;932062935
esimene;ADJ;O;2;no;1420248;1589;932062935
veebruar;NOUN;O;2;no;167663;1589;932062935
Tallinn;PROPN;O;1;no;819246;1589;932062935
Vabaduse;PROPN;O;2;no;0;1589;932062935
galerii;NOUN;O;3;no;51263;1589;932062935
saama;AUX;O;3;yes;7285093;1589;932062935
tänane;ADJ;O;1;no;180017;1589;932062935
nägema;VERB;O;4;no;1467770;1589;932062935
eesti;ADJ;O;2;no;457012;1589;932062935
graafika;NOUN;O;2;no;13612;1589;932062935
suur;ADJ;O;3;no;1616990;1589;932062935
vanameister;NOUN;O;1;no;5652;1589;932062935
Avo;PROPN;O;2;no;7345;1589;932062935
keerenditagisivaateline;ADJ;O;1;no;0;1589;932062935
näitus;NOUN;O;2;no;136680;1589;932062935
kerge;ADJ;O;2;no;174126;1589;932062935
lumesadu;NOUN;O;1;no;6045;1589;932062935
ilm;NOUN;O;3;no;207337;1589;932062935
puhuma;VERB;O;2;no;39206;1589;932062935
loodetuul;NOUN;O;2;no;1321;1589;932062935
külm;NOUN;O;1;no;156041;1589;932062935
kaks;NUM;O;2;no;1334057;1589;932062935
kuni;CCONJ;O;3;yes;831401;1589;932062935
kuus;NUM;O;3;no;172599;1589;932062935
kraad;NOUN;O;2;no;86701;1589;932062935
homme;ADV;O;4;no;107395;1589;932062935
pärastlõuna;NOUN;O;2;no;26194;1589;932062935
temperatuur;NOUN;O;1;no;92394;1589;932062935
kiiresti;ADV;O;2;no;218763;1589;932062935
langema;VERB;O;1;no;172488;1589;932062935
oluline;ADJ;O;2;no;606448;1589;932062935
tähtsus;NOUN;O;1;no;67791;1589;932062935
riiklik;ADJ;O;1;no;144862;1589;932062935
küsimus;NOUN;O;6;no;622168;1589;932062935
jätkama;VERB;O;1;no;242503;1589;932062935
Uku;PROPN;O;1;no;15653;1589;932062935
Toom;PROPN;O;1;no;12585;1589;932062935
kolm;NUM;O;2;no;673341;1589;932062935
põhiettekandja;NOUN;O;1;no;20;1589;932062935
pühendama;VERB;O;1;no;49843;1589;932062935
Jüri;PROPN;O;2;no;95487;1589;932062935
osa;NOUN;O;1;no;998668;1589;932062935
ettekanne;NOUN;O;1;no;45748;1589;932062935
ajalugu;NOUN;O;1;no;210344;1589;932062935
kujunemine;NOUN;O;1;no;19612;1589;932062935
ning;CCONJ;O;4;yes;5766748;1589;932062935
tooma;VERB;O;2;no;815211;1589;932062935
punkt;NOUN;O;1;no;451586;1589;932062935
välja;ADV;O;1;yes;1817185;1589;932062935
muutus;NOUN;O;2;no;146302;1589;932062935
2003.;ADJ;O;1;no;0;1589;932062935
majanduskriis;NOUN;O;1;no;12380;1589;932062935
