lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;4;yes;150469;5376;932062935
päev;NOUN;O;3;no;1360298;5376;932062935
,;PUNCT;O;392;no;0;5376;932062935
lugupeetud;ADJ;O;1;no;11144;5376;932062935
kuulaja;NOUN;O;2;no;29642;5376;932062935
kell;NOUN;O;2;no;863794;5376;932062935
olema;AUX;O;281;yes;44175173;5376;932062935
15;NUM;O;2;no;0;5376;932062935
ja;CCONJ;O;266;yes;29978049;5376;932062935
neli;NUM;O;2;no;337422;5376;932062935
minut;NOUN;O;3;no;353185;5376;932062935
.;PUNCT;O;233;no;0;5376;932062935
algama;VERB;O;1;no;404474;5376;932062935
saade;NOUN;O;7;no;133711;5376;932062935
kuuspakk;NOUN;O;2;no;353;5376;932062935
tänane;ADJ;O;7;no;180017;5376;932062935
teema;NOUN;O;9;no;630317;5376;932062935
mina;PRON;O;54;yes;11780658;5376;932062935
tegelikult;ADV;O;9;no;475760;5376;932062935
väga;ADV;O;27;yes;2222237;5376;932062935
aktuaalne;ADJ;O;1;no;33852;5376;932062935
rääkima;VERB;O;17;no;1111753;5376;932062935
täna;ADV;O;3;no;614088;5376;932062935
joogivesi;NOUN;O;4;no;10139;5376;932062935
joogive;NOUN;O;7;no;0;5376;932062935
maailm;NOUN;O;3;no;664447;5376;932062935
ka;ADV;O;64;yes;7941300;5376;932062935
praegu;ADV;O;7;yes;542400;5376;932062935
number;NOUN;O;6;no;207888;5376;932062935
üks;NUM;O;3;yes;3226979;5376;932062935
nii;ADV;O;26;yes;3430987;5376;932062935
et;SCONJ;O;102;yes;12213661;5376;932062935
ei;AUX;O;30;yes;10355923;5376;932062935
sugugi;ADV;O;2;no;54329;5376;932062935
tähtis;ADJ;O;2;no;159720;5376;932062935
mis;PRON;O;57;yes;9028438;5376;932062935
kuidas;ADV;O;10;yes;1317035;5376;932062935
milline;DET;O;2;yes;639709;5376;932062935
vesi;NOUN;O;92;no;438559;5376;932062935
jooma;VERB;O;5;no;108889;5376;932062935
see;PRON;O;108;yes;18818291;5376;932062935
tulema;VERB;O;19;yes;3338518;5376;932062935
tähelepanu;NOUN;O;1;no;235493;5376;932062935
pöörama;VERB;O;1;no;132027;5376;932062935
vähetähtis;ADJ;O;1;no;2334;5376;932062935
saatekülaline;NOUN;O;1;no;3730;5376;932062935
sõitma;VERB;O;1;no;521363;5376;932062935
kohale;ADV;O;1;yes;127984;5376;932062935
Viljandi;PROPN;O;11;no;112107;5376;932062935
Jaak;PROPN;O;6;no;36666;5376;932062935
Jaagu;PROPN;O;4;no;0;5376;932062935
kõik;PRON;O;8;yes;3138760;5376;932062935
kohe;ADV;O;1;yes;541194;5376;932062935
ütlema;VERB;O;25;no;1762423;5376;932062935
enne;ADV;O;1;yes;841805;5376;932062935
kui;SCONJ;O;31;yes;8878634;5376;932062935
asi;NOUN;O;4;no;1422865;5376;932062935
kõnelema;VERB;O;3;no;55963;5376;932062935
hakkama;VERB;O;8;yes;1534193;5376;932062935
Kuusback;PROPN;O;1;no;0;5376;932062935
mäng;NOUN;O;1;no;728386;5376;932062935
võitja;NOUN;O;1;no;115170;5376;932062935
auhind;NOUN;O;2;no;94613;5376;932062935
nimelt;ADV;O;4;no;163533;5376;932062935
kuus;NUM;O;6;no;172599;5376;932062935
küsimus;NOUN;O;15;no;622168;5376;932062935
ikka;ADV;O;4;yes;1123255;5376;932062935
seekord;ADV;O;1;yes;141461;5376;932062935
ette;ADV;O;5;yes;724550;5376;932062935
valmistama;VERB;O;2;no;152592;5376;932062935
ise;PRON;O;9;yes;3509459;5376;932062935
õnnelik;ADJ;O;3;no;99103;5376;932062935
kes;PRON;O;30;yes;3572036;5376;932062935
vastama;VERB;O;4;no;364411;5376;932062935
õigesti;ADV;O;2;no;53471;5376;932062935
tema;PRON;O;28;yes;9154483;5376;932062935
naeratama;VERB;O;1;no;36282;5376;932062935
loosiõnn;NOUN;O;1;no;3515;5376;932062935
ehk;CCONJ;O;1;yes;977379;5376;932062935
siis;ADV;O;223;yes;4824773;5376;932062935
lõpp;NOUN;O;4;no;547561;5376;932062935
visatud;ADJ;O;1;no;9083;5376;932062935
päring;NOUN;O;1;no;66127;5376;932062935
saama;VERB;O;21;yes;7285093;5376;932062935
niisugune;DET;O;8;yes;62699;5376;932062935
suurepärane;ADJ;O;1;no;186240;5376;932062935
raamatunägu;NOUN;O;1;no;0;5376;932062935
lemmikloom;NOUN;O;3;no;31619;5376;932062935
hooldamine;NOUN;O;3;no;20539;5376;932062935
entsüklopeedia;NOUN;O;3;no;3389;5376;932062935
praktiline;ADJ;O;1;no;93761;5376;932062935
käsiraamat;NOUN;O;1;no;12066;5376;932062935
valima;VERB;O;1;no;477367;5376;932062935
hooldama;VERB;O;2;no;30444;5376;932062935
andma;VERB;O;7;no;1683851;5376;932062935
välja;ADV;O;12;yes;1817185;5376;932062935
kirjastus;NOUN;O;2;no;22745;5376;932062935
Varrak;PROPN;O;2;no;5239;5376;932062935
