lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
Glooria;PROPN;O;10;no;0;1873;932062935
Stefan;PROPN;O;26;no;6882;1873;932062935
,;PUNCT;O;73;no;0;1873;932062935
Kuuba;PROPN;O;10;no;11203;1873;932062935
Ameerika;PROPN;O;9;no;106208;1873;932062935
päritolu;NOUN;O;2;no;55850;1873;932062935
laulja;NOUN;O;3;no;46396;1873;932062935
ja;CCONJ;O;58;yes;29978049;1873;932062935
laulukirjutaja;NOUN;O;2;no;2700;1873;932062935
kes;PRON;O;10;yes;3572036;1873;932062935
edestama;VERB;O;1;no;17993;1873;932062935
latiinopopp;NOUN;O;1;no;0;1873;932062935
suur;ADJ;O;1;no;1616990;1873;932062935
tulemine;NOUN;O;1;no;14076;1873;932062935
tervelt;ADV;O;2;no;18701;1873;932062935
kümnend;NOUN;O;1;no;19109;1873;932062935
võrra;ADP;O;1;yes;107134;1873;932062935
rajama;VERB;O;2;no;67903;1873;932062935
palju;PRON;O;2;yes;2032422;1873;932062935
Ladina-Ameerika;PROPN;O;3;no;5566;1873;932062935
artist;NOUN;O;5;no;27606;1873;932062935
tee;NOUN;O;2;yes;634224;1873;932062935
muusikamaailmakaart;NOUN;O;1;no;0;1873;932062935
.;PUNCT;O;114;no;0;1873;932062935
Gloria;PROPN;O;5;no;2108;1873;932062935
kuuluma;VERB;O;1;no;324317;1873;932062935
eksimatult;ADV;O;1;no;1323;1873;932062935
see;PRON;O;13;yes;18818291;1873;932062935
ilma;ADP;O;1;yes;447630;1873;932062935
superstaar;NOUN;O;2;no;9459;1873;932062935
rida;NOUN;O;1;no;138067;1873;932062935
tema;PRON;O;48;yes;9154483;1873;932062935
nimi;NOUN;O;5;no;536165;1873;932062935
võima;AUX;O;2;yes;3045900;1873;932062935
leidma;VERB;O;1;no;1279610;1873;932062935
100;NUM;O;2;no;0;1873;932062935
enim;NOUN;O;1;yes;53841;1873;932062935
müüma;ADJ;O;1;no;261874;1873;932062935
edetabel;NOUN;O;1;no;37203;1873;932062935
pidama;VERB;O;1;yes;3575612;1873;932062935
esimene;ADJ;O;10;no;1420248;1873;932062935
edukas;ADJ;O;2;no;87699;1873;932062935
crossover;NOUN;O;1;no;513;1873;932062935
lõhkuma;VERB;O;1;no;32442;1873;932062935
latiino;NOUN;O;2;no;1022;1873;932062935
popmuusika;NOUN;O;2;no;3922;1873;932062935
piir;NOUN;O;1;no;207848;1873;932062935
ehk;CCONJ;O;3;yes;977379;1873;932062935
ristitud;ADJ;O;1;no;3310;1873;932062935
ime;NOUN;O;1;no;49936;1873;932062935
glooria;NOUN;O;24;no;13;1873;932062935
Maria;PROPN;O;1;no;49652;1873;932062935
mis;PRON;O;13;yes;9028438;1873;932062935
krossafachardogarssija;NOUN;O;1;no;0;1873;932062935
sündima;VERB;O;7;no;211876;1873;932062935
1957.;ADJ;O;1;no;0;1873;932062935
aasta;NOUN;O;25;no;4045959;1873;932062935
Kuubas;PROPN;O;3;no;0;1873;932062935
Havanna;PROPN;O;1;no;1329;1873;932062935
pere;NOUN;O;5;no;314465;1873;932062935
saama;VERB;O;11;yes;7285093;1873;932062935
põgenik;NOUN;O;2;no;19026;1873;932062935
kasvama;VERB;O;1;no;318848;1873;932062935
põhiliselt;ADV;O;1;no;30467;1873;932062935
üles;ADV;O;2;yes;452851;1873;932062935
Miami;PROPN;O;7;no;7803;1873;932062935
kuigi;SCONJ;O;2;yes;498107;1873;932062935
elama;VERB;O;2;no;568247;1873;932062935
tihti;ADV;O;4;no;167348;1873;932062935
ka;ADV;O;28;yes;7941300;1873;932062935
oma;PRON;O;17;yes;4535142;1873;932062935
eriarmeeüksus;NOUN;O;1;no;0;1873;932062935
kus;ADV;O;5;yes;1607926;1873;932062935
isa;NOUN;O;5;no;220245;1873;932062935
teenima;VERB;O;2;no;173198;1873;932062935
ema;NOUN;O;3;no;311624;1873;932062935
karsija;NOUN;O;1;no;0;1873;932062935
pereside;NOUN;O;1;no;321;1873;932062935
Fachardo;PROPN;O;1;no;0;1873;932062935
olema;AUX;O;32;yes;44175173;1873;932062935
lasteaed;NOUN;O;1;no;134427;1873;932062935
juhataja;NOUN;O;1;no;105928;1873;932062935
pisike;ADJ;O;1;no;92737;1873;932062935
kõigest;ADV;O;1;yes;47439;1873;932062935
16;NUM;O;1;no;0;1873;932062935
kuus;NOUN;O;1;no;172599;1873;932062935
kui;SCONJ;O;9;yes;8878634;1873;932062935
põgenema;VERB;O;1;no;38038;1873;932062935
revolutsioon;NOUN;O;1;no;19161;1873;932062935
alus;NOUN;O;1;no;349598;1873;932062935
nagu;SCONJ;O;2;yes;1699877;1873;932062935
enamus;NOUN;O;2;no;137104;1873;932062935
tulihingeline;ADJ;O;1;no;2643;1873;932062935
kommunism;NOUN;O;1;no;6764;1873;932062935
eriti;ADV;O;1;no;605323;1873;932062935
Castro;PROPN;O;3;no;3322;1873;932062935
režiim;NOUN;O;1;no;35385;1873;932062935
vastane;NOUN;O;1;no;159495;1873;932062935
Hosseefachardo;PROPN;O;1;no;0;1873;932062935
saatus;NOUN;O;1;no;45402;1873;932062935
aga;ADV;O;3;yes;4543343;1873;932062935
täis;ADV;O;1;no;305641;1873;932062935
veelgi;ADV;O;3;yes;149632;1873;932062935
keerulisem;ADJ;O;1;no;45427;1873;932062935
pööre;NOUN;O;1;no;45436;1873;932062935
töötama;VERB;O;1;no;495634;1873;932062935
viiekümnes;ADJ;O;1;no;1947;1873;932062935
endine;ADJ;O;1;no;185172;1873;932062935
