lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tänane;ADJ;O;5;no;180017;7725;932062935
saade;NOUN;O;2;no;133711;7725;932062935
kandma;VERB;O;4;no;395681;7725;932062935
nimi;NOUN;O;3;no;536165;7725;932062935
jagatud;ADJ;O;1;no;0;7725;932062935
nooti;NOUN;O;2;no;0;7725;932062935
.;PUNCT;O;279;no;0;7725;932062935
miks;ADV;O;11;yes;580050;7725;932062935
just;ADV;O;8;yes;809252;7725;932062935
jagama;VERB;O;9;no;392343;7725;932062935
,;PUNCT;O;787;no;0;7725;932062935
aga;CCONJ;O;84;yes;4543343;7725;932062935
sellepärast;ADV;O;18;yes;114174;7725;932062935
et;SCONJ;O;180;yes;12213661;7725;932062935
jutt;NOUN;O;2;no;337829;7725;932062935
tulema;VERB;O;36;yes;3338518;7725;932062935
orkester;NOUN;O;71;no;22525;7725;932062935
ant;NOUN;O;1;no;352;7725;932062935
ja;CCONJ;O;303;yes;29978049;7725;932062935
orkestrant;NOUN;O;1;no;1171;7725;932062935
vaatama;VERB;O;6;no;1204574;7725;932062935
ju;ADV;O;20;yes;845501;7725;932062935
ühine;ADJ;O;2;no;170785;7725;932062935
pult;NOUN;O;1;no;25867;7725;932062935
olev;ADJ;O;1;yes;362707;7725;932062935
noot;NOUN;O;3;no;18791;7725;932062935
visik;NOUN;O;1;no;0;7725;932062935
ehk;CCONJ;O;1;yes;977379;7725;932062935
siis;ADV;O;91;yes;4824773;7725;932062935
noode;NOUN;O;1;no;0;7725;932062935
kõnealune;ADJ;O;1;no;67260;7725;932062935
olema;AUX;O;473;yes;44175173;7725;932062935
aga;ADV;O;4;yes;4543343;7725;932062935
päris;ADV;O;5;yes;459040;7725;932062935
väike;ADJ;O;10;no;690514;7725;932062935
muusik;NOUN;O;16;no;52021;7725;932062935
rääkima;VERB;O;16;no;1111753;7725;932062935
Virumaa;PROPN;O;30;no;15580;7725;932062935
noorteorkester;NOUN;O;21;no;504;7725;932062935
kontsertorkester;NOUN;O;13;no;81;7725;932062935
juturing;NOUN;O;1;no;229;7725;932062935
Rakvere;PROPN;O;28;no;77886;7725;932062935
Mauri;PROPN;O;1;no;1259;7725;932062935
kool;NOUN;O;17;no;581408;7725;932062935
muusikaosakond;NOUN;O;2;no;759;7725;932062935
kunstiline;ADJ;O;2;no;18013;7725;932062935
juht;NOUN;O;3;no;823361;7725;932062935
peasg;NOUN;O;2;no;0;7725;932062935
Eesti;PROPN;O;18;no;2594139;7725;932062935
sümfooniaorkester;NOUN;O;17;no;7620;7725;932062935
liit;NOUN;O;6;no;238980;7725;932062935
juhatus;NOUN;O;2;no;159647;7725;932062935
esinaine;NOUN;O;2;no;4886;7725;932062935
Eve;PROPN;O;3;no;12093;7725;932062935
Luha;PROPN;O;2;no;1040;7725;932062935
Lääne-Viru;PROPN;O;3;no;5029;7725;932062935
maavalitsus;NOUN;O;2;no;15542;7725;932062935
haridus;NOUN;O;2;no;122846;7725;932062935
kultuuriosakond;NOUN;O;2;no;2303;7725;932062935
spetsialist;NOUN;O;1;no;82014;7725;932062935
Valdur;PROPN;O;5;no;4185;7725;932062935
Liiv;PROPN;O;2;no;7524;7725;932062935
toimetaja;NOUN;O;1;no;30405;7725;932062935
Marge-Ly;PROPN;O;1;no;309;7725;932062935
Rookäär;PROPN;O;1;no;242;7725;932062935
helioperaator;NOUN;O;1;no;2615;7725;932062935
Helle;PROPN;O;1;no;7959;7725;932062935
Paasorkester;PROPN;O;1;no;0;7725;932062935
dirigent;NOUN;O;11;no;19237;7725;932062935
Hando;PROPN;O;4;no;3485;7725;932062935
Põldmäe;PROPN;O;6;no;1416;7725;932062935
Kadrina;PROPN;O;5;no;9299;7725;932062935
täitsa;ADV;O;3;no;121392;7725;932062935
oma;PRON;O;36;yes;4535142;7725;932062935
inimene;NOUN;O;13;no;2519709;7725;932062935
nüüd;ADV;O;24;yes;1119277;7725;932062935
mina;PRON;O;187;yes;11780658;7725;932062935
jah;ADV;O;4;yes;412789;7725;932062935
siin;ADV;O;33;yes;842300;7725;932062935
palju;ADV;O;18;yes;2032422;7725;932062935
pahandus;NOUN;O;4;no;9272;7725;932062935
tegema;VERB;O;36;yes;3824200;7725;932062935
ka;ADV;O;65;yes;7941300;7725;932062935
hea;ADJ;O;15;no;1639322;7725;932062935
kohalik;ADJ;O;2;no;383666;7725;932062935
kolhoos;NOUN;O;1;no;12589;7725;932062935
töötama;VERB;O;3;no;495634;7725;932062935
Vaiga;PROPN;O;1;no;140;7725;932062935
suvi;NOUN;O;5;no;261885;7725;932062935
siit;ADV;O;4;yes;235682;7725;932062935
pärit;ADV;O;3;no;120553;7725;932062935
vanavanem;NOUN;O;1;no;14142;7725;932062935
vana;ADJ;O;5;no;443780;7725;932062935
vanaema;NOUN;O;2;no;57574;7725;932062935
gaasimuusikakultuur;NOUN;O;1;no;0;7725;932062935
üks;PRON;O;5;yes;3226979;7725;932062935
sest;SCONJ;O;24;yes;1380142;7725;932062935
vanaisa;NOUN;O;1;no;28933;7725;932062935
Väike-Maarja;PROPN;O;2;no;8101;7725;932062935
koorijuht;NOUN;O;1;no;4059;7725;932062935
käima;VERB;O;24;no;1068258;7725;932062935
tema;PRON;O;150;yes;9154483;7725;932062935
haud;NOUN;O;1;no;19138;7725;932062935
sinna;ADV;O;11;yes;368268;7725;932062935
seal;ADV;O;54;yes;911658;7725;932062935
muidugi;ADV;O;23;yes;424562;7725;932062935
mitu;DET;O;14;yes;814408;7725;932062935
kord;NOUN;O;14;no;1304710;7725;932062935
leidma;VERB;O;3;no;1279610;7725;932062935
koduloomuuseum;NOUN;O;1;no;717;7725;932062935
taktikepp;NOUN;O;1;no;1243;7725;932062935
mis;PRON;O;51;yes;9028438;7725;932062935
väga;ADV;O;50;yes;2222237;7725;932062935
huvitav;ADJ;O;5;no;292581;7725;932062935
leid;NOUN;O;1;no;20443;7725;932062935
stardikepp;NOUN;O;1;no;0;7725;932062935
rohkem;ADV;O;13;yes;1093000;7725;932062935
selline;DET;O;17;yes;1661084;7725;932062935
tänapäev;NOUN;O;1;no;156651;7725;932062935
mõistma;VERB;O;3;no;264853;7725;932062935
niu;ADJ;O;1;no;278;7725;932062935
puuhalu;NOUN;O;1;no;0;7725;932062935
moodi;ADP;O;1;no;37771;7725;932062935
ilmselt;ADV;O;3;no;335183;7725;932062935
ajama;VERB;O;2;no;269064;7725;932062935
muu;PRON;O;6;yes;838288;7725;932062935
asi;NOUN;O;27;no;1422865;7725;932062935
ainult;ADV;O;11;yes;947442;7725;932062935
lant;NOUN;O;1;no;4488;7725;932062935
akt;NOUN;O;1;no;16660;7725;932062935
see;PRON;O;196;yes;18818291;7725;932062935
kutsuma;VERB;O;2;no;330462;7725;932062935
õpilane;NOUN;O;13;no;315105;7725;932062935
juur;NOUN;O;2;no;50464;7725;932062935
küll;ADV;O;4;yes;1080941;7725;932062935
kes;PRON;O;47;yes;3572036;7725;932062935
see;DET;O;160;yes;18818291;7725;932062935
mõlema;DET;O;2;yes;332283;7725;932062935
algataja;NOUN;O;1;no;11372;7725;932062935
idee;NOUN;O;4;no;240114;7725;932062935
autor;NOUN;O;1;no;214976;7725;932062935
no;INTJ;O;14;no;315405;7725;932062935
kui;SCONJ;O;60;yes;8878634;7725;932062935
Ando;PROPN;O;3;no;3078;7725;932062935
üks;DET;O;37;yes;3226979;7725;932062935
suur;ADJ;O;18;no;1616990;7725;932062935
nii;ADV;O;55;yes;3430987;7725;932062935
ütlema;VERB;O;50;no;1762423;7725;932062935
?;PUNCT;O;22;no;0;7725;932062935
kahjuks;ADV;O;3;no;202151;7725;932062935
sagedasti;ADV;O;1;no;4281;7725;932062935
iga;DET;O;12;yes;1374684;7725;932062935
initsiatiiv;NOUN;O;1;no;15375;7725;932062935
saama;AUX;O;24;yes;7285093;7725;932062935
karistama;VERB;O;1;no;34279;7725;932062935
tänapäevane;ADJ;O;1;no;33178;7725;932062935
seis;NOUN;O;5;no;161925;7725;932062935
pidama;AUX;O;25;yes;3575612;7725;932062935
niukene;ADJ;O;1;no;50;7725;932062935
meeldiv;ADJ;O;3;no;84943;7725;932062935
valu;NOUN;O;1;no;78844;7725;932062935
alustama;VERB;O;4;no;424959;7725;932062935
