lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
mõnus;ADJ;O;3;no;157402;5572;932062935
päev;NOUN;O;10;no;1360298;5572;932062935
see;PRON;O;138;yes;18818291;5572;932062935
olema;AUX;O;333;yes;44175173;5572;932062935
Elis;PROPN;O;1;no;2118;5572;932062935
Regina;PROPN;O;1;no;6629;5572;932062935
ja;CCONJ;O;221;yes;29978049;5572;932062935
Roda;PROPN;O;1;no;217;5572;932062935
nimeline;ADJ;O;1;no;32903;5572;932062935
lugu;NOUN;O;28;no;453200;5572;932062935
.;PUNCT;O;205;no;0;5572;932062935
mina;PRON;O;180;yes;11780658;5572;932062935
nimi;NOUN;O;9;no;536165;5572;932062935
Toomas;PROPN;O;1;no;60215;5572;932062935
Luhats;PROPN;O;1;no;690;5572;932062935
vaatama;VERB;O;1;no;1204574;5572;932062935
saade;NOUN;O;3;no;133711;5572;932062935
muusikaklubi;NOUN;O;5;no;84;5572;932062935
Tallinn;PROPN;O;7;no;819246;5572;932062935
Kaubamaja;PROPN;O;1;no;7335;5572;932062935
täna;ADV;O;2;no;614088;5572;932062935
tulema;VERB;O;24;yes;3338518;5572;932062935
jutt;NOUN;O;4;no;337829;5572;932062935
muusika;NOUN;O;41;no;213744;5572;932062935
,;PUNCT;O;585;no;0;5572;932062935
unistus;NOUN;O;13;no;68607;5572;932062935
tema;PRON;O;67;yes;9154483;5572;932062935
täitumine;NOUN;O;2;no;9559;5572;932062935
saatekülaline;NOUN;O;2;no;3730;5572;932062935
päike;NOUN;O;6;no;115392;5572;932062935
Helin-Mari;PROPN;O;13;no;285;5572;932062935
Arder;PROPN;O;8;no;1030;5572;932062935
andekas;ADJ;O;1;no;24855;5572;932062935
ilus;ADJ;O;2;no;314556;5572;932062935
noor;ADJ;O;1;no;546822;5572;932062935
lauljanna;NOUN;O;1;no;5363;5572;932062935
kes;PRON;O;14;yes;3572036;5572;932062935
eesnimi;NOUN;O;2;no;15189;5572;932062935
muide;ADV;O;1;yes;55534;5572;932062935
võrdeline;ADJ;O;1;no;1420;5572;932062935
seoses;ADP;O;2;no;189458;5572;932062935
põhitegevus;NOUN;O;1;no;8429;5572;932062935
tere;INTJ;O;3;yes;150469;5572;932062935
Helin;PROPN;O;2;no;1731;5572;932062935
mis;PRON;O;41;yes;9028438;5572;932062935
sina;PRON;O;57;yes;3743020;5572;932062935
mõlema;DET;O;1;yes;332283;5572;932062935
preeritud;ADJ;O;1;no;0;5572;932062935
kuidas;ADV;O;9;yes;1317035;5572;932062935
üldse;ADV;O;8;no;442326;5572;932062935
panema;VERB;O;7;no;1364289;5572;932062935
?;PUNCT;O;23;no;0;5572;932062935
jah;ADV;O;20;yes;412789;5572;932062935
selline;DET;O;62;yes;1661084;5572;932062935
huvitav;ADJ;O;13;no;292581;5572;932062935
et;SCONJ;O;204;yes;12213661;5572;932062935
algus;NOUN;O;4;no;553351;5572;932062935
tegelikult;ADV;O;51;no;475760;5572;932062935
helin;NOUN;O;5;no;5413;5572;932062935
ei;AUX;O;75;yes;10355923;5572;932062935
teadma;VERB;O;9;no;1482699;5572;932062935
kus;ADV;O;9;yes;1607926;5572;932062935
vanem;NOUN;O;5;no;334322;5572;932062935
senini;ADV;O;1;no;13852;5572;932062935
pea;NOUN;O;1;yes;490501;5572;932062935
aga;CCONJ;O;71;yes;4543343;5572;932062935
kangesti;ADV;O;3;no;7793;5572;932062935
meeldima;VERB;O;6;no;469613;5572;932062935
nagu;SCONJ;O;65;yes;1699877;5572;932062935
väike;ADJ;O;11;no;690514;5572;932062935
laps;NOUN;O;3;no;1505088;5572;932062935
ikka;ADV;O;13;yes;1123255;5572;932062935
siis;ADV;O;68;yes;4824773;5572;932062935
eriti;ADV;O;4;no;605323;5572;932062935
vaikne;ADJ;O;2;no;52400;5572;932062935
öösiti;ADV;O;1;no;14135;5572;932062935
laskma;VERB;O;2;no;478673;5572;932062935
magama;VERB;O;1;no;160493;5572;932062935
kui;SCONJ;O;51;yes;8878634;5572;932062935
juba;ADV;O;18;yes;1850492;5572;932062935
mitu;DET;O;4;yes;814408;5572;932062935
öö;NOUN;O;1;no;157190;5572;932062935
nähtavasti;ADV;O;1;no;10264;5572;932062935
järjest;ADV;O;1;no;131504;5572;932062935
kisa;NOUN;O;1;no;9268;5572;932062935
tegema;VERB;O;29;yes;3824200;5572;932062935
isa;NOUN;O;1;no;220245;5572;932062935
ütlema;VERB;O;22;no;1762423;5572;932062935
mingi;DET;O;12;yes;1065354;5572;932062935
Mari;PROPN;O;1;no;44982;5572;932062935
kisakõri;NOUN;O;1;no;340;5572;932062935
Hemi;PROPN;O;1;no;96;5572;932062935
teine;DET;O;14;yes;2482902;5572;932062935
ka;ADV;O;49;yes;7941300;5572;932062935
seal;ADV;O;29;yes;911658;5572;932062935
teine;PRON;O;4;yes;2482902;5572;932062935
õde;NOUN;O;4;no;87833;5572;932062935
vend;NOUN;O;4;no;118275;5572;932062935
alati;ADV;O;19;yes;548446;5572;932062935
kade;ADJ;O;1;no;11830;5572;932062935
litsee;NOUN;O;1;no;0;5572;932062935
pikem;ADJ;O;3;no;144795;5572;932062935
küll;ADV;O;22;yes;1080941;5572;932062935
üks;DET;O;17;yes;3226979;5572;932062935
keegi;PRON;O;8;yes;909915;5572;932062935
kaks;NUM;O;7;no;1334057;5572;932062935
