lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
ärkama;VERB;O;4;no;61673;17950;932062935
piknik;NOUN;O;13;no;7631;17950;932062935
.;PUNCT;O;419;no;0;17950;932062935
tere;INTJ;O;4;yes;150469;17950;932062935
kaunine;ADJ;O;1;no;0;17950;932062935
nädal;NOUN;O;3;no;629821;17950;932062935
vahetus;NOUN;O;1;no;87047;17950;932062935
aeg;NOUN;O;35;no;2435622;17950;932062935
olema;AUX;O;1000;yes;44175173;17950;932062935
jälle;ADV;O;8;no;307300;17950;932062935
raadio;NOUN;O;2;no;57204;17950;932062935
kaks;NUM;O;21;no;1334057;17950;932062935
saade;NOUN;O;11;no;133711;17950;932062935
ärk;NOUN;O;1;no;35;17950;932062935
käsi;NOUN;O;6;no;694904;17950;932062935
nimi;NOUN;O;1;no;536165;17950;932062935
Urmas;PROPN;O;5;no;50235;17950;932062935
Vaino;PROPN;O;1;no;5920;17950;932062935
ja;CCONJ;O;482;yes;29978049;17950;932062935
järgmine;ADJ;O;8;yes;661747;17950;932062935
tund;NOUN;O;12;no;482079;17950;932062935
mina;PRON;O;584;yes;11780658;17950;932062935
väga;ADV;O;83;yes;2222237;17950;932062935
hea;ADJ;O;26;no;1639322;17950;932062935
meel;NOUN;O;8;no;390199;17950;932062935
vestlema;VERB;O;3;no;28533;17950;932062935
,;PUNCT;O;2225;no;0;17950;932062935
kuulama;VERB;O;11;no;202795;17950;932062935
ka;ADV;O;145;yes;7941300;17950;932062935
järjekordne;ADJ;O;3;no;51577;17950;932062935
saatekülaline;NOUN;O;1;no;3730;17950;932062935
külaline;NOUN;O;6;no;110077;17950;932062935
kaasa;ADV;O;10;no;515534;17950;932062935
toodud;ADJ;O;1;no;111;17950;932062935
muusika;NOUN;O;7;no;213744;17950;932062935
tänane;ADJ;O;21;no;180017;17950;932062935
Reimo;PROPN;O;9;no;3692;17950;932062935
Mets;PROPN;O;5;no;9871;17950;932062935
streimo;INTJ;O;1;no;0;17950;932062935
tervist;NOUN;O;1;no;13331;17950;932062935
oma;PRON;O;74;yes;4535142;17950;932062935
kohtumine;NOUN;O;2;no;234916;17950;932062935
ehkki;SCONJ;O;6;yes;78607;17950;932062935
kuulaja;NOUN;O;2;no;29642;17950;932062935
kuulma;VERB;O;13;no;283532;17950;932062935
nädalavahetus;NOUN;O;1;no;115988;17950;932062935
siiski;ADV;O;1;yes;567011;17950;932062935
mõni;DET;O;9;yes;1272983;17950;932062935
päev;NOUN;O;19;no;1360298;17950;932062935
varem;ADV;O;3;no;344486;17950;932062935
arginädal;NOUN;O;1;no;53;17950;932062935
keskel;ADP;O;3;yes;73548;17950;932062935
sina;PRON;O;269;yes;3743020;17950;932062935
tulema;VERB;O;102;yes;3338518;17950;932062935
just;ADV;O;15;yes;809252;17950;932062935
hetk;NOUN;O;28;no;667812;17950;932062935
kohtusaal;NOUN;O;3;no;2635;17950;932062935
kas;ADV;O;61;yes;1985401;17950;932062935
nagu;SCONJ;O;200;yes;1699877;17950;932062935
lihtne;ADJ;O;5;no;325570;17950;932062935
sõda;NOUN;O;1;no;113932;17950;932062935
ümber;ADV;O;6;yes;295135;17950;932062935
lülitama;VERB;O;1;no;59276;17950;932062935
ise;PRON;O;43;yes;3509459;17950;932062935
?;PUNCT;O;48;no;0;17950;932062935
peale;ADP;O;20;yes;1209468;17950;932062935
tihe;ADJ;O;1;no;62226;17950;932062935
tööpäev;NOUN;O;2;no;57574;17950;932062935
muu;DET;O;4;yes;838288;17950;932062935
tegevus;NOUN;O;2;no;515904;17950;932062935
või;CCONJ;O;135;yes;4113697;17950;932062935
mõte;NOUN;O;45;no;596277;17950;932062935
jääma;VERB;O;18;no;1700272;17950;932062935
kuskil;ADV;O;13;yes;132573;17950;932062935
ajunurk;NOUN;O;2;no;0;17950;932062935
miski;PRON;O;31;yes;1421694;17950;932062935
töötama;VERB;O;4;no;495634;17950;932062935
sinna;ADV;O;16;yes;368268;17950;932062935
ei;ADV;O;25;yes;10355923;17950;932062935
no;INTJ;O;56;no;315405;17950;932062935
üldiselt;ADV;O;6;no;129368;17950;932062935
ega;ADV;O;37;yes;707621;17950;932062935
et;SCONJ;O;652;yes;12213661;17950;932062935
mitte;ADV;O;61;yes;1397004;17950;932062935
ainult;ADV;O;27;yes;947442;17950;932062935
vaid;CCONJ;O;8;yes;1233871;17950;932062935
kõik;DET;O;18;yes;3138760;17950;932062935
jurist;NOUN;O;22;no;20131;17950;932062935
see;DET;O;361;yes;18818291;17950;932062935
valdkond;NOUN;O;6;no;210726;17950;932062935
inimene;NOUN;O;119;no;2519709;17950;932062935
aju;NOUN;O;2;no;77222;17950;932062935
tiksuma;VERB;O;1;no;11248;17950;932062935
pidevalt;ADV;O;6;no;152216;17950;932062935
edasi;ADV;O;18;yes;598918;17950;932062935
mõtlema;VERB;O;25;no;868014;17950;932062935
eriline;ADJ;O;1;no;186814;17950;932062935
professioon;NOUN;O;1;no;421;17950;932062935
kus;ADV;O;45;yes;1607926;17950;932062935
pidama;AUX;O;70;yes;3575612;17950;932062935
24;NUM;O;4;no;0;17950;932062935
niukne;ADJ;O;2;no;130;17950;932062935
ajutegevus;NOUN;O;1;no;1681;17950;932062935
kinni;ADV;O;9;no;325823;17950;932062935
see;PRON;O;658;yes;18818291;17950;932062935
ei;AUX;O;362;yes;10355923;17950;932062935
müüma;VERB;O;2;no;261874;17950;932062935
