lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
niisiis;ADV;O;1;yes;49824;3868;932062935
,;PUNCT;O;355;no;0;3868;932062935
eks;ADV;O;10;yes;283895;3868;932062935
liiper;NOUN;O;1;no;677;3868;932062935
Aadu;PROPN;O;2;no;6820;3868;932062935
Hint;PROPN;O;3;no;2139;3868;932062935
ehk;CCONJ;O;1;yes;977379;3868;932062935
külaskäik;NOUN;O;1;no;8883;3868;932062935
Eesti;PROPN;O;2;no;2594139;3868;932062935
NSV;PROPN;O;1;no;30428;3868;932062935
rahvakirjanik;NOUN;O;1;no;400;3868;932062935
isiklik;ADJ;O;3;no;149428;3868;932062935
raamatukogu;NOUN;O;11;no;73213;3868;932062935
.;PUNCT;O;172;no;0;3868;932062935
ütlema;VERB;O;19;no;1762423;3868;932062935
paluma;VERB;O;2;no;368602;3868;932062935
mis;PRON;O;41;yes;9028438;3868;932062935
sina;PRON;O;61;yes;3743020;3868;932062935
arvama;VERB;O;8;no;778296;3868;932062935
miks;ADV;O;4;yes;580050;3868;932062935
inimene;NOUN;O;18;no;2519709;3868;932062935
armastama;VERB;O;2;no;135659;3868;932062935
koguma;VERB;O;8;no;170697;3868;932062935
või;CCONJ;O;17;yes;4113697;3868;932062935
tema;PRON;O;50;yes;9154483;3868;932062935
olema;AUX;O;235;yes;44175173;3868;932062935
kalduvus;NOUN;O;1;no;7764;3868;932062935
kõikvõimalik;ADJ;O;1;no;29643;3868;932062935
asi;NOUN;O;11;no;1422865;3868;932062935
alates;ADP;O;1;yes;308107;3868;932062935
mark;NOUN;O;1;no;28674;3868;932062935
ja;CCONJ;O;94;yes;29978049;3868;932062935
lõpetama;VERB;O;1;no;317669;3868;932062935
piip;NOUN;O;2;yes;4182;3868;932062935
veel;ADV;O;8;yes;1875606;3868;932062935
tikk;NOUN;O;1;no;7418;3868;932062935
doos;NOUN;O;1;no;18310;3868;932062935
ju;ADV;O;7;yes;845501;3868;932062935
nii;ADV;O;24;yes;3430987;3868;932062935
et;SCONJ;O;56;yes;12213661;3868;932062935
iga;DET;O;11;yes;1374684;3868;932062935
pisut;ADV;O;7;yes;140008;3868;932062935
ka;ADV;O;40;yes;7941300;3868;932062935
nägu;NOUN;O;2;no;203254;3868;932062935
ruum;NOUN;O;2;no;278787;3868;932062935
see;DET;O;52;yes;18818291;3868;932062935
