lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
eeter;NOUN;O;1;no;25968;2740;932062935
olema;AUX;O;131;yes;44175173;2740;932062935
teatriluuk;NOUN;O;1;no;0;2740;932062935
,;PUNCT;O;323;no;0;2740;932062935
mina;PRON;O;116;yes;11780658;2740;932062935
Keiu;PROPN;O;1;no;1307;2740;932062935
Virro;PROPN;O;1;no;382;2740;932062935
.;PUNCT;O;71;no;0;2740;932062935
seekordne;ADJ;O;1;no;23767;2740;932062935
saatekülaline;NOUN;O;2;no;3730;2740;932062935
kirjanik;NOUN;O;2;no;67765;2740;932062935
ja;CCONJ;O;70;yes;29978049;2740;932062935
lavastaja;NOUN;O;5;no;32146;2740;932062935
Urmas;PROPN;O;5;no;50235;2740;932062935
Vadi;PROPN;O;2;no;1553;2740;932062935
peamiselt;ADV;O;1;yes;120848;2740;932062935
tähendama;VERB;O;2;no;444609;2740;932062935
see;PRON;O;77;yes;18818291;2740;932062935
et;SCONJ;O;121;yes;12213661;2740;932062935
lootma;VERB;O;1;no;292518;2740;932062935
tema;PRON;O;34;yes;9154483;2740;932062935
sest;SCONJ;O;5;yes;1380142;2740;932062935
Tallinn;PROPN;O;3;no;819246;2740;932062935
stuudio;NOUN;O;2;no;39576;2740;932062935
tortuma;VERB;O;1;no;0;2740;932062935
rääkima;VERB;O;17;no;1111753;2740;932062935
üks;DET;O;14;yes;3226979;2740;932062935
lugu;NOUN;O;3;no;453200;2740;932062935
see;DET;O;35;yes;18818291;2740;932062935
ei;AUX;O;48;yes;10355923;2740;932062935
tegelikult;ADV;O;8;no;475760;2740;932062935
kuigi;ADV;O;1;yes;498107;2740;932062935
huvitav;ADJ;O;3;no;292581;2740;932062935
lihtsalt;ADV;O;20;no;748671;2740;932062935
täna;ADV;O;2;no;614088;2740;932062935
mõtlema;VERB;O;24;no;868014;2740;932062935
raadio;NOUN;O;1;no;57204;2740;932062935
poole;ADP;O;1;yes;344142;2740;932062935
kõndima;VERB;O;1;no;62968;2740;932062935
peale;ADP;O;3;yes;1209468;2740;932062935
mis;PRON;O;39;yes;9028438;2740;932062935
viimane;ADJ;O;1;no;960645;2740;932062935
aeg;NOUN;O;2;no;2435622;2740;932062935
lavastus;NOUN;O;10;no;62709;2740;932062935
päriselt;ADV;O;2;no;55847;2740;932062935
mingisugune;DET;O;12;yes;53640;2740;932062935
selline;DET;O;16;yes;1661084;2740;932062935
jälg;NOUN;O;1;no;56651;2740;932062935
või;CCONJ;O;49;yes;4113697;2740;932062935
emotsioon;NOUN;O;1;no;86400;2740;932062935
jätma;VERB;O;2;no;517566;2740;932062935
nüüd;ADV;O;7;yes;1119277;2740;932062935
pidama;AUX;O;4;yes;3575612;2740;932062935
tunnistama;VERB;O;1;no;199326;2740;932062935
üks;PRON;O;2;yes;3226979;2740;932062935
Furby;PROPN;O;1;no;131;2740;932062935
tagasitulek;NOUN;O;3;no;6996;2740;932062935
pärast;ADP;O;1;yes;1109488;2740;932062935
sisustus;NOUN;O;1;no;13037;2740;932062935
teine;PRON;O;3;yes;2482902;2740;932062935
muide;ADV;O;1;yes;55534;2740;932062935
unistaja;NOUN;O;1;no;2443;2740;932062935
Juhan;PROPN;O;1;no;30180;2740;932062935
Ulfsaki;PROPN;O;1;no;136;2740;932062935
siis;ADV;O;38;yes;4824773;2740;932062935
kaks;NUM;O;4;no;1334057;2740;932062935
nii;ADV;O;15;yes;3430987;2740;932062935
erinev;ADJ;O;1;no;934036;2740;932062935
vulistaja;NOUN;O;1;no;0;2740;932062935
kolm;NUM;O;2;no;673341;2740;932062935
noor;ADJ;O;1;no;546822;2740;932062935
inimene;NOUN;O;20;no;2519709;2740;932062935
lava;NOUN;O;3;no;90410;2740;932062935
jõud;NOUN;O;1;no;199755;2740;932062935
power;NOUN;O;1;no;7526;2740;932062935
metal;NOUN;O;1;no;1976;2740;932062935
kontsert;NOUN;O;1;no;123566;2740;932062935
skoor;INTJ;O;1;no;17374;2740;932062935
tund;NOUN;O;1;no;482079;2740;932062935
elama;VERB;O;2;no;568247;2740;932062935
õnn;NOUN;O;1;no;253525;2740;932062935
muidugi;ADV;O;7;yes;424562;2740;932062935
video;NOUN;O;1;no;234151;2740;932062935
kõik;DET;O;9;yes;3138760;2740;932062935
asi;NOUN;O;18;no;1422865;2740;932062935
sina;PRON;O;20;yes;3743020;2740;932062935
seal;ADV;O;8;yes;911658;2740;932062935
kell;NOUN;O;1;no;863794;2740;932062935
vile;NOUN;O;1;no;8149;2740;932062935
täiesti;ADV;O;3;yes;326019;2740;932062935
tavaline;ADJ;O;1;no;197660;2740;932062935
kui;SCONJ;O;20;yes;8878634;2740;932062935
üritama;VERB;O;2;no;192802;2740;932062935
siin;ADV;O;2;yes;842300;2740;932062935
kirjeldama;VERB;O;2;no;156794;2740;932062935
üleüldse;ADV;O;2;no;22343;2740;932062935
kõlama;VERB;O;5;no;91397;2740;932062935
väga;ADV;O;14;yes;2222237;2740;932062935
seksikalt;ADV;O;1;no;731;2740;932062935
argielustseen;NOUN;O;1;no;0;2740;932062935
väike;ADJ;O;2;no;690514;2740;932062935
vind;NOUN;O;1;no;41;2740;932062935
eks;ADV;O;4;yes;283895;2740;932062935
ju;ADV;O;7;yes;845501;2740;932062935
no;INTJ;O;3;no;315405;2740;932062935
teadma;VERB;O;10;no;1482699;2740;932062935
ise;PRON;O;20;yes;3509459;2740;932062935
nagu;SCONJ;O;41;yes;1699877;2740;932062935
tegemine;NOUN;O;1;no;590180;2740;932062935
minema;VERB;O;5;yes;2265871;2740;932062935
tõepoolest;ADV;O;3;no;73132;2740;932062935
ka;ADV;O;25;yes;7941300;2740;932062935
argielu;NOUN;O;1;no;4500;2740;932062935
tänapäevaelu;NOUN;O;1;no;70;2740;932062935
mingi;DET;O;19;yes;1065354;2740;932062935
poliitiline;ADJ;O;1;no;137807;2740;932062935
olukord;NOUN;O;1;no;489352;2740;932062935
noh;INTJ;O;24;yes;115252;2740;932062935
