lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;3;yes;150469;3345;932062935
õhtu;NOUN;O;5;no;322860;3345;932062935
,;PUNCT;O;229;no;0;3345;932062935
kell;NOUN;O;2;no;863794;3345;932062935
olema;AUX;O;125;yes;44175173;3345;932062935
saama;VERB;O;12;yes;7285093;3345;932062935
kuus;NUM;O;2;no;172599;3345;932062935
ja;CCONJ;O;69;yes;29978049;3345;932062935
uudistetoimetus;NOUN;O;1;no;798;3345;932062935
võtma;VERB;O;7;no;2139597;3345;932062935
kokku;ADV;O;3;yes;901761;3345;932062935
kolmapäev;NOUN;O;2;no;80231;3345;932062935
20.;ADJ;O;1;no;0;3345;932062935
mai;NOUN;O;1;no;205914;3345;932062935
olulisem;ADJ;O;2;no;100609;3345;932062935
sündmus;NOUN;O;1;no;155489;3345;932062935
.;PUNCT;O;194;no;0;3345;932062935
mina;PRON;O;39;yes;11780658;3345;932062935
toimetaja;NOUN;O;1;no;30405;3345;932062935
Mari;PROPN;O;2;no;44982;3345;932062935
Rebane;PROPN;O;2;no;12615;3345;932062935
Eesti;PROPN;O;22;no;2594139;3345;932062935
praegu;ADV;O;7;yes;542400;3345;932062935
jaekaubandus;NOUN;O;4;no;3588;3345;932062935
buum;NOUN;O;1;no;3578;3345;932062935
kasumlikkus;NOUN;O;4;no;4152;3345;932062935
aga;ADV;O;4;yes;4543343;3345;932062935
vähenema;VERB;O;4;no;87372;3345;932062935
sest;SCONJ;O;3;yes;1380142;3345;932062935
tööjõukulu;NOUN;O;5;no;4522;3345;932062935
kasvama;VERB;O;7;no;318848;3345;932062935
kiiresti;ADV;O;2;no;218763;3345;932062935
täna;ADV;O;17;no;614088;3345;932062935
algatama;VERB;O;2;no;35095;3345;932062935
detailplaneering;NOUN;O;7;no;44417;3345;932062935
et;SCONJ;O;70;yes;12213661;3345;932062935
Kalev;PROPN;O;12;no;81945;3345;932062935
staadion;NOUN;O;8;no;41572;3345;932062935
saama;AUX;O;6;yes;7285093;3345;932062935
ehitama;VERB;O;2;no;248416;3345;932062935
rahvusstaadion;NOUN;O;3;no;327;3345;932062935
Spordiselts;PROPN;O;3;no;349;3345;932062935
lootma;VERB;O;4;no;292518;3345;932062935
