lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
täisnädal;NOUN;O;1;no;203;1737;932062935
,;PUNCT;O;117;no;0;1737;932062935
kuid;CCONJ;O;6;yes;1732128;1737;932062935
kuna;SCONJ;O;1;yes;974997;1737;932062935
mina;PRON;O;22;yes;11780658;1737;932062935
järgmine;ADJ;O;9;yes;661747;1737;932062935
reede;NOUN;O;1;no;138793;1737;932062935
lihtsalt;ADV;O;2;no;748671;1737;932062935
puhtfüüsiliselt;ADV;O;1;no;259;1737;932062935
ei;AUX;O;11;yes;10355923;1737;932062935
olema;AUX;O;76;yes;44175173;1737;932062935
võimalik;ADJ;O;1;no;939996;1737;932062935
siin;ADV;O;2;yes;842300;1737;932062935
rokkraadio;NOUN;O;2;no;0;1737;932062935
stuudio;NOUN;O;1;no;39576;1737;932062935
siis;ADV;O;28;yes;4824773;1737;932062935
täna;ADV;O;4;no;614088;1737;932062935
et;SCONJ;O;9;yes;12213661;1737;932062935
sina;PRON;O;2;yes;3743020;1737;932062935
lihtsam;ADJ;O;1;no;130031;1737;932062935
see;DET;O;30;yes;18818291;1737;932062935
edetabel;NOUN;O;20;no;37203;1737;932062935
järgima;VERB;O;1;no;89715;1737;932062935
tegema;VERB;O;4;yes;3824200;1737;932062935
veel;ADV;O;4;yes;1875606;1737;932062935
selge;ADJ;O;1;no;277414;1737;932062935
üks;DET;O;14;yes;3226979;1737;932062935
asi;NOUN;O;2;no;1422865;1737;932062935
nimelt;ADV;O;2;no;163533;1737;932062935
iga;DET;O;1;yes;1374684;1737;932062935
edetab;NOUN;O;1;no;0;1737;932062935
lõpetama;VERB;O;1;no;317669;1737;932062935
nagu;SCONJ;O;7;yes;1699877;1737;932062935
ütlema;VERB;O;3;no;1762423;1737;932062935
oma;PRON;O;11;yes;4535142;1737;932062935
kehtivus;NOUN;O;1;no;12260;1737;932062935
laupäevane;ADJ;O;1;no;12860;1737;932062935
päev;NOUN;O;2;no;1360298;1737;932062935
