Diversity Number,Model name,F1 score
0,EstBERT,0.02956576743483774
0,est-roberta,0.02926020560649137
0,LaBSE,0.0767481769748909
0,bertMulti,0.0054495966995967
0,distilbertMulti,0.009332713071547954
0,MiniLM-L12_multi,0.05521088698004029
0,multi_e5,0.058201384426097576
0,xml_roberta,0.020736761303163164
1,EstBERT,0.02956576743483774
1,est-roberta,0.029272976998573105
1,LaBSE,0.0767481769748909
1,bertMulti,0.0054495966995967
1,distilbertMulti,0.009332713071547954
1,MiniLM-L12_multi,0.05576644253559585
1,multi_e5,0.058201384426097576
1,xml_roberta,0.020496171434305318
2,EstBERT,0.02956576743483774
2,est-roberta,0.029272976998573105
2,LaBSE,0.0767481769748909
2,bertMulti,0.0054495966995967
2,distilbertMulti,0.009332713071547954
2,MiniLM-L12_multi,0.05576644253559585
2,multi_e5,0.058201384426097576
2,xml_roberta,0.021745269558403446
3,EstBERT,0.02956576743483774
3,est-roberta,0.029272976998573105
3,LaBSE,0.0735018406628794
3,bertMulti,0.0054495966995967
3,distilbertMulti,0.009332713071547954
3,MiniLM-L12_multi,0.05576644253559585
3,multi_e5,0.058201384426097576
3,xml_roberta,0.02020350114163503
4,EstBERT,0.029520428213253305
4,est-roberta,0.028522357247953357
4,LaBSE,0.07680269308673392
4,bertMulti,0.0054495966995967
4,distilbertMulti,0.009332713071547954
4,MiniLM-L12_multi,0.055369617138770456
4,multi_e5,0.05734886862089317
4,xml_roberta,0.02020350114163503
5,EstBERT,0.029404964660758273
5,est-roberta,0.029693755294351403
5,LaBSE,0.07596331491884947
5,bertMulti,0.004589808339808339
5,distilbertMulti,0.009332713071547954
5,MiniLM-L12_multi,0.046166881360639206
5,multi_e5,0.05532202154869189
5,xml_roberta,0.020530298527255943
6,EstBERT,0.02739652675360305
6,est-roberta,0.03098614672681074
6,LaBSE,0.07380330645818069
6,bertMulti,0.006142889761310814
6,distilbertMulti,0.009332713071547954
6,MiniLM-L12_multi,0.04373940778661389
6,multi_e5,0.054285241213130754
6,xml_roberta,0.020530298527255943
7,EstBERT,0.024831290721248418
7,est-roberta,0.029548955466882517
7,LaBSE,0.07475189143133545
7,bertMulti,0.00983192618641535
7,distilbertMulti,0.008921190437803098
7,MiniLM-L12_multi,0.043502303048656654
7,multi_e5,0.05508857851973603
7,xml_roberta,0.020183076305033718
8,EstBERT,0.024339018902458764
8,est-roberta,0.02944173865569084
8,LaBSE,0.07922427244291531
8,bertMulti,0.012953614439682553
8,distilbertMulti,0.008921190437803098
8,MiniLM-L12_multi,0.044336556155419336
8,multi_e5,0.05552765336563061
8,xml_roberta,0.021933178055135474
9,EstBERT,0.019416172419450657
9,est-roberta,0.028505444320957966
9,LaBSE,0.07991591736080346
9,bertMulti,0.013530496707741289
9,distilbertMulti,0.010191387815215686
9,MiniLM-L12_multi,0.043711454801473815
9,multi_e5,0.05115973627144934
9,xml_roberta,0.021867942364899782
10,EstBERT,0.01858562808776089
10,est-roberta,0.02690795636433226
10,LaBSE,0.08176905529867712
10,bertMulti,0.012386786449608946
10,distilbertMulti,0.010939610785660879
10,MiniLM-L12_multi,0.0399307702536324
10,multi_e5,0.049414675109764515
10,xml_roberta,0.02097446084641826
