EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
pärnaalleel box;tootmisliin täisautomaatne;kastrale nädala;saksa meeskond;ajutiselt uus;skulptorite eestist;skulptorite eestist;uus kivipress;tootmisvõimsus sõltub
fidel castro;uut tootmisliin;viktor janukovitš;paneme tootmisliini;idee taskust;tööjõudu eesti;skulptuuri festival;kokkuvõtte laupäevast;relvademonstratsioon turniir
välisministri condoleezza;uus tootmisliin;asju viikingipäevades;liibanoni süüriaga;näiteks kootakse;eesti tootjad;kunsti festivalist;täna uus;osaleb 10
fidel kostrale;söögisaalis emmdee;peaminister viktor;maksma tootmisliini;resolutsiooni teksti;toovad eesti;toovad eesti;uudistetoimetus kokkuvõtte;mari-liis huvitavat
sergei usplagnikovas;uuritakse võimalusi;arutama nädala;ehitatakse konkurendid;võimu ajutiselt;eesti turule;mõeldud eesti;juusbetoonitehase tootmisliin;47 aastat
läbimine füüsilist;no arvan;toimub ukrainas;liibanoni teemalise;osa une;valgamaal eesti;10 skulptorid;täna alatskivi;kaadripuhastus teatas
tänavuse erna;tagasivaade suvesse;vaik viikingipäevadel;kergkruusast ehitusplokke;kandev osa;seisuga eestis;10 skulptorite;tänavas betoonitootja;õhurünnakud hezbollah
zidane'i linnaõhurünnakute;esimegi kujur;nädala avalikkuse;üksmeelele liibanoni;teatasid eile;eestis kiikatega;seisuga eestis;kivipress liinilt;-te aastate
nolcanite suguvõsa;üheksa 15;ministritel kaadripuhastus;retke katkestasid;aeg annab;eesti muinasaeg;eesti muinasaeg;kokkuvõtte alatskivi;valgamaal põhja-eestis
muinastööd ütleme;üleandmise protsess;tootmine automatiseeritud;meister alale;taas osa;eesti raadio;realiseerimist eestis;ehitab betoneks;korraldada tänavu
viktor janukovitš;siseruumides väike;turniir asju;igavesti loomaaeda;kordame kandev;võitis eesti;eestis kiikatega;betooni tootmisliin;õpetame inimesi
õhurünnakud hezbollah;vabaks kütte;animalistliku kunsti;suvesse mängiti;kõikjal paraku;eestist taanist;käsmu meremuuseumi;toodame äärekive;10 õpilast
põgenikud lõuna;alale täna;box tööd;betooni kuupmeetrite;kolmes vahetuses;filmiti eesti;skulptorid tööd;avati täna;20 miljonit
boris trassokinitas;ministritel kaadripuhastus;eesti tootjad;jõuab alatskivil;kahjuks tunnistame;eesti käsmus;eesti turule;võtta betooni;põhja-eestis püsib
kamardena tauno;maksma tootmisliini;ukraina lõimumisele;kuudepikkused jüri;programmeeritud seadmed;eesti mängufilmi;eentalu skulptorid;raadio uudistele;uus juht
