keyphrase;score
kool õppima;0.4276
viimane klass;0.4229
õppima asuma;0.4174
kool aasta;0.4081
eri aasta;0.406
oluline kool;0.405
kool lõpetamine;0.4041
neli aasta;0.4034
kaks koolivaheaeg;0.3986
õppima erinev;0.3983
aasta hiljem;0.3972
koolivaheaeg samamoodi;0.3963
töötama rahvusvaheline;0.3958
aasta samamoodi;0.3944
klass talvevaheaeg;0.3923
kolmeaastane elama;0.3905
rääkima lõpuks;0.3878
aeg aasta;0.3871
koht elama;0.3861
kümnes keskkool;0.3797
aasta mäletama;0.3744
käima talvevaheaeg;0.3741
hiljem ainuke;0.3737
Tallinn Tartu;0.3736
Pärnu teater;0.3725
Moskva teatrikool;0.3722
ilmselt aasta;0.3704
lavastama aasta;0.3701
talvevaheaeg viimane;0.3695
aeg muutuma;0.3694
lõpuks tähtsam;0.3688
näidend pealkiri;0.3687
pealkiri suvekool;0.3687
identiteet erinev;0.3679
roll õhtu;0.3674
oluline asi;0.3644
rääkima stiilist;0.3644
talvevaheaeg Tallinn;0.3635
toimuma asi;0.3635
tekst kirjutama;0.3628
teater väike;0.3627
mõttemaailm erinevus;0.3623
aeg viimane;0.3615
tegelikult elu;0.3613
mõte tähendama;0.3599
ajastu mõiste;0.3598
rahvuslik identiteet;0.3597
mängima aeg;0.3596
teadma kuulama;0.359
lõpp pealkiri;0.359
unustama rääkima;0.3585
kukkuma aasta;0.357
eri aeg;0.3569
aeg kodu;0.3561
raudtee koht;0.3559
huvitav lugema;0.3559
igavene teater;0.3552
keeruline olukord;0.3551
nägema mõtlema;0.3549
lapsepõlv oluline;0.3543
öö tähe;0.3536
kaks teleobjektiiv;0.3535
õppima 10;0.3534
10 aasta;0.3529
aasta peamine;0.3527
väike ventilaator;0.3524
aasta huvitav;0.3518
oluline luuletama;0.3517
samamoodi näidend;0.3512
erinev aspekt;0.3509
hiljem lugema;0.3507
Tallinn Nõmme;0.3504
lõpuks kirjanik;0.3501
sündmus mäletama;0.35
maailm nägema;0.3496
väga-väga vana;0.348
mitmetahulisemalt korraga;0.348
viimane lause;0.3475
Tartu Ülikool;0.3471
10 klass;0.3466
ikke elama;0.3454
huvitav näidend;0.3451
õpetaja surema;0.3445
hea materjal;0.3443
uus vaatenurk;0.3425
kogemus lõpetama;0.3415
kõnelema teema;0.3412
tähtis ajalooline;0.3407
elama lähestikku;0.3392
tekst võrreldav;0.339
ainuke eesti;0.3386
nimi kompleksne;0.338
esimene panema;0.3374
instituut sõitma;0.3364
teadma Tallinn;0.3356
helistama telefon;0.3336
töötama inimene;0.3336
lugema materjal;0.3323
üksinda linn;0.332
dimensioon tegelikult;0.3316
panema kinni;0.3309
suur raudtee;0.3305
rääkima prantsuse;0.3304
rääkima keskkoolipoiss;0.3286
lõppema küsimus;0.3276
tõsiselt kummaline;0.3275
tahtma sõitma;0.3267
asuma kesklinn;0.3264
peamine olemine;0.3263
õppima Nõmme;0.3262
surm muusika;0.3261
mäng eesmärk;0.3261
raske keskenduma;0.325
totalitaarne ühiskond;0.323
kultuurirevolutsioon ülikool;0.323
ühiselamu instituut;0.3229
sõbranna kooliaegne;0.3225
kujunemine seisukoht;0.3216
jääma trepp;0.3213
teema fantaasia;0.3212
istuma väga-väga;0.3204
praktiliselt võimalik;0.3199
esimene psühholoogiaekspertiis;0.3192
lööma suu;0.318
käima kaasa;0.3177
jälle mõistma;0.3176
kujund ükskord;0.3171
Vanemuine ülikool;0.3169
pulm toimuma;0.3149
armastus tunne;0.3143
võrreldav funktsioon;0.3135
mäletama Tartu;0.3131
Ingo Normet;0.3127
teatud distants;0.3109
lihtsalt roll;0.3101
hirm tekitav;0.3085
väärtus hoidma;0.3069
kolmas vorm;0.3068
Potter lõpp;0.3066
järgnema seksuaalne;0.3064
eriti kaasaegne;0.3063
tähendama sugugi;0.3052
loomine sügavam;0.3047
tegelane olemus;0.3043
arvutama maksma;0.3042
puna-valge üldse;0.3036
vastama norm;0.3029
hulk üliõpilane;0.3026
tants vahetama;0.3022
plastiline inimene;0.3019
kõnelema Ingo;0.3012
sünnipäev telk;0.2995
võimalik partei;0.2991
Peeter Tulviste;0.2989
keemistemperatuur lähedane;0.2986
veebruarikuu öö;0.2978
lavastaja pedagoog;0.2963
üldse dramaturgia;0.296
lõuna sööma;0.2957
koer käituma;0.2956
poliitiline kord;0.2955
lõpp seitsmekümnes;0.2953
võib-olla klassitsistlik;0.2951
erinevalt intervjuu;0.2949
üksik märksõna;0.2942
üksildustunne tekkima;0.2939
melanhoolne meeleolu;0.2933
suur kasvama;0.2932
pidev dokumenteerimine;0.2887
noorem noorem;0.2865
tooma näide;0.2862
erialateadvus sündima;0.2856
arusaamatu reaktsioon;0.2818
mõra süsteem;0.2813
käsitlemine taust;0.2809
ideoloogia võtma;0.2804
lähestikku järv;0.2761
Põhja-Jäämeri nimi;0.2756
põhjus täpselt;0.2729
portfell sisu;0.2726
spetsiaalne kaust;0.2685
siinsamas testimine;0.2675
-te ema;0.2666
laine vene;0.2634
käima Vanemuine;0.2625
täiuslik niukne;0.2622
panema Pavlov;0.2605
Juri Lubimov;0.2577
patoloogia määrama;0.2562
1927 aasta;0.2527
meel Leningrad;0.2516
klooster Anatoli;0.2502
tuisk ümberringi;0.2488
Looming raamatukogu;0.2469
eesti keel;0.2372
nõukogu võim;0.2352
sobinovs Trifonov;0.2306
Karol hotell;0.2292
Valton Salur;0.2188
lehekülg 490;0.2141
