EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
gustav ränk paul;talve kultuuriajaloo uurija;kogemustest kooliõpilaste elust;eesti kultuuriloas kahtlemata;selgesti tulemus vastavalt;ajaloodoktor ants viires;vastav erialatäitja töötas;palunud ajaloodoktor ants;etnograafiast lääne-euroopas räägitakse
100 tähtsamat tööd;poisist talvesõtta voldemar;väheste lugejate kuuluv;leigini pigi poiste;hea organisaator toime;edukas etnoloog hruštšovi;ants viires ilmar;sügissuvel 1942 ilmar;hästi-hästi loetavaks raamatust
sündmustik aastatest 1906;raamatut lugesite mõtteid;kolleegiaga hea sõber;professor paul ariste;annavad talvele asi;mõtlesin mihkelsoniga obermanni;kultuuriajaloo uurija tööga;1906 1917 raamatu;kuivatamisega kuivatamisega täpselt
oviiburi luuletaja öelnud;lehvitas püüdis vaguniakent;väike vahepeatus jaamas;ülikooli professoriks täideti;sündmusest vaevas obermal;lava halonen isiklikult;eestlasi tulnudki opermann;eesti poisist talvesõtta;psühholoogiliselt probleem lahenes
rong peatus natuke;ütles joonistab vahetevahel;rahvateaduse instituudis tööle;965 aastal toimus;laid hea organisaator;kahekesi eestlasi tulnudki;etnoloog hruštšovi sula;põhjalikult kommenteeritud mälestuste;väga-väga oluline lisand
haarasid mõnevõrra kitsamad;tuntud professor sigvard;eesti väikelinna elu;treppide inimesi stu;seegi näinud ergutavat;rakendas rahvateaduse instituudis;aastal andis käsikirja;talve kultuuriajaloo uurija;elu uurimisest enam-vähem
suur paks rootsikeelne;metseene istusime kahekesi;eesti kultuuriloas kahtlemata;aega daame passida;vana seinale sündmuse;1910 alkman eesti;söe põletamine eestis;kirjutas magistritööd tõrva;otsekohe selge tugevasti-tugevasti
tuntud majja elas;loomingus esindab vana;ajast rääkinud etnograafiast;tihedas kontaktis kodumaaga;töö annab olulise;ants viires ilmar;kolleegidega näha murdis;professorina aastast 1962;põhja-venemaa rehiehitustest tegelenud
musta huumori joonistuste;vastavaid ehitisi kasutamist;1942 ilmar talve;etnograafia etnoloogia terminit;odavat veini seegi;rahva muuseumis jätkab;rahva muuseumis jätkab;tähtpäeva stuudiosse palunud;lääne-euroopa vaimsest õhustikust
1910 alkman eesti;selgus kirjanikkude alget;noore teadlasena vadja;kri mass küsisin;professuur esimene vastav;uurija tööga puhkuse;tagar käisime professor;soome-ugri väljaannete sarjas;levinud mujalegi lääne-euroopasse
