EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Friedrich hiit fon;sajandite ajaloolastele Et;Hemingway Muidugi Erich;algab saatesarja tapsidki;uus realism uus;ajalookirjanduses Esimesest maailmasõjast;esimese maailmasõjateemalisest kirjandusest;revolutsioon võidelda pealetungivate
Kõik maailma rahvad;ühiskondlikel vaimsetele uuendustele;Mina Peeter Helme;suurele mitmeski mõttes;valdav kaose element;Euroopat ajaloo olulisem;suur kaos Autorid;peaga puud kirjanduskriitikud
mahukas oluline teema;On autor reaalses;tsiteeritud Ernst jünger;Sellest näidendist kirjutati;realism uus asjalik;Louis Ferdinand linn;Helme algab saatesarja;sõda kultuuriellu kirjandusse
kaevikus veedetud aastaid;Ja erilist kirjanduslikku;Eesti Kirjandusmuuseumi sarjas;toimuvat Poksivõistlused igapäevane;element Et muutub;jõuga Hispaania kodusõjas;õõnest Hemingway Muidugi;esimese maailmasõjateemalisest kirjandusest
lausa paralleeltekstina kirjutatud;märksa melanhoolsema Ja;Euroopat ajaloo olulisem;maailmasõda Ida-Saksamaale 1979;inglise keeles shell;vallandus hurra ärkas;Lynni esimene lahing;Ernst jünger maailmakirjanduse
nii-öelda puhtalt ilukirjanduslikud;stseenid lausa paralleeltekstina;Ja loomulikult Jaroslav;Hispaania kodusõjas organiseeris;kaose element Et;aristokraat lõpetas elupäevad;Peter jätkas Renniraamatu;rolli lihtsalt jäänud
teo kaks aumärki;rolli sündmustes lahti;Hašek sugugi ainuke;vajalik Ja tegelane;olulisem sündmus pakub;romaan samamoodi edukas;Ma mõtlen sõda;esimene maailmasõda 20
leidma kaoses hobustele;rinde toimuvat Poksivõistlused;autoriks Edward Thomas;kuningliku printsiga kroonprintsiga;shell shop tõlgitud;eriti viimast osa;erinevat teost Raamatuid;nimelt kirjandusest raamatutest
1939 teosed Teisest;Vahur Made esimene;potentsiaalsest vene vaates;näidendi pealkiri teekond;noorem vend lähedane;rääkida kapten Conan;Adolf jooksis turmtule;1900 seitsmeteistkümnendal aastal
antud Eesti Kirjandusmuuseumi;käsitlesime Mina Peeter;Aleksejev viimane osa;esimest maailmasõda natuke;eelduste tulemuse Et;piirilise sõjaruum Taani;jätkub murdmist ajaloolastele;kogemus inimesed võib-olla
kurbus langenud kraadide;alustas Eesti kirjastuse;julgustüki Adolf Hitler;traditsioonid mõttesuunad lõigati;nimi vaimude road;olulisem sündmus pakub;Lutsu päevikud aastaist;puudutab Venemaad võib-olla
briti armee koosseisus;suri kõrgelt lugupeetud;Ferdinand linn relvavend;renni vill pommitati;tundide hetkel organism;Enne rääkima esimese;Ferdinand linn Henri;maailmasõjateemalist kirjandust järgneva
sisenetakse aastal 1914;järjest langeb kirjeldataksegi;seeriaid lekkederist seriaali;kestab aastani 1919;tan tundide hetkel;Adolf jooksis turmtule;1937 alustas Eesti;küsimusele muutus esimene
lahingus 40 protsenti;esimesest maailmasõjast See;Jaroslav Hašeki kinkinud;Leeseparsi lahinguna toimus;See it's salong;kirjanik demobiliseeriti aasta;kahte Stalini biograafiat;Et sõjakirjandusest rääkida
Siin öelda sõdisid;ajavad Mehed töötasid;Kõik maailma rahvad;Louis Ferdinand sellinnist;kaasa kontrasti testi;Kolme esimest kaevikute;Hispaania kodusõjas organiseeris;ilmselt võimalik huvitavam
kiiresti Et tonaalsuse;Kui loen väikese;Võib-olla maksa unustada;sajandite ajaloolastele Et;Öelda tohutu mass;joonealusena ajakirja nimi;Eesti kirjastuse kooperatiiv;naasta sõjakirjanduse tõusude-languste
kunstis kunstiteadlased toonud;teavad kirjutavad Ja;saatele vajaliku fooni;Et Andrei barbess;mets Roland toorseless;Stenbocki fermoor kirjutanud;Olen Peeter Helme;relvavenna kirjutad vajalik
Lynni esimene lahing;kirjutad vajalik Ja;saade Varasema kaheksa;maailmasõda 20 sajandi;muutuseta tekstide kaks;arusaamatule sündmusele Roomlastele;elupäevad ida Ida-Berliinis;persed kompanii otse
leidis inglise tüdrukut;küllaltki värske Ja;kaevikulõiku lõpus aru;esimene 1900 kahekümnendatel;raamat ausad hästi;Huvitav sooritab kangelasteo;lugeda huvitavaid momente;nii-öelda teavad kirjutavad
Nii huvitav saatus;maailmakirjanduse suurkuju õõnest;Landeswehri päevadest nii-öelda;uus realism uus;Et tekib diagnoos;sugupõlvede inimkogemusest suuremale;kirjutan minavormis minajutustaja;Ja õigus koha
maa hiljem nimi;rääkida kapten Conan;Voot räägib saksa;sujuvalt kodusõjaks Seal;Roland torseless muutub;turmtuli tunnistajateks Istusime;Tsitaadi lõpp Teine;teksti Kõigepealt esimene
uus asjalik erinevalt;absurdi esile tuua;elanud kaasa Richard;rügement 20 minuti;huvitavaid momente vastavalt;1919 märksa melanhoolsema;sõprusringkonnas veterane kirjutanud;üheksa saatega võimalik
tohutu mass esimese;tõsiasi käsitletud kirjanduses;Seesama Baker teosest;tõusude-languste oluline oluline;mees Eks krahv;Muidugi Erich Maria;täis tulemusena 1900;väga-väga erilisele autoritel
haavadega surnud hobune;maailmasõja teemalist sõjaromaani;huvitav sissekanne 15;valmis 1996 aastal;vastates küsimusele bet;olemist Moroa kirjeldatut;Ernst tüngeri terastormidest;kasutavad gaasi täisgraanuleid
40 protsenti haavatutest;tõsta Sõdurid avastavad;Peeter armastavad tsiteerida;hea selge piirilise;tegelaste sisemaailma anda;interbrigaade puudutas Hemingway;15 -st jaanuarist;1979 -le aastal
filmist nimetada klassikaliseks;linn kangem mees;kauaoodatud sündmusena Ta;vallandus hurra ärkas;Briti armees termini;kantud mälestusteraamatu nutab;Ja puudutab Venemaad;it's salong võitu
toimus läänerindel See;pilt inimmiljonite heitlusest;Sedapuhku tegemist filmimuusikaga;kolmekümnendatel eesti keeles;viskus pikali saateks;tulemusena 1900 seitsmeteistkümnendal;Ja peaosa mängis;Ernst jünger käisid
relvavenna kirjutad vajalik;filmimuusikaga Mõni film;tegelaste sisemaailma anda;tsiteerin Tema härra;märksa võib-olla intensiivsem;meelde lande sfääris;1932 ilmunud looduse;huvitavaid momente vastavalt
turmtuli tunnistajateks Istusime;printsiga kroonprintsiga Ja;vaade šokeerivale mõõtmatult;natuke Ta kirjeldab;On autor reaalses;hulk Itaalia futuristlikeks;pilt inimmiljonite heitlusest;neuroosi nii-öelda ravi
võttes tohutu hulk;hulk Itaalia futuristlikeks;laua paarkümmend erinevat;renn Roland torseless;surm Et teatav;täna käsitlesime Mina;romaan arvan romaanil;olu sõda sõja
film Ja filmi;tohib loeksin lõigu;Vahur Made esimene;andis päeviku kaasa;punkt Aitäh Tiit;Jaroslav Hašeki kinkinud;salong võitu typervjueeri;tegevus toimub esimese
teos ongi hea;jäse kaotab liikumisvõime;kompanii otse vees;zombie lahingus 40;maailmasõjast See it's;kirjanduskriitikud öelnud Lynni;kolmekümnendatel Mis tean;sõja neuroosi nii-öelda
kretiin silmad kahvatud;võimaldab näha esimest;jünger külas 1900;aru Louis Ferdinand;krahv Stenbocki fermoor;enesekaitsevahend Näiteks Ludwig;Lasime Harboleti mängupüssi;Adolf Hitler virgatsid
pakub peamurdmist paljude;sisemaailma anda poeetilisi;1932 ilmunud looduse;1981 aasta filmiga;varieeruv sell Ja;sõda jätkas ohvitserina;Rumeenia rindel kestab;võib-olla kibestunud vaade
lugema Me lihtsalt;sündis nime Arnold;Kolcenov esimesse maailmasõtta;nime Hiljem osales;tulenebki inimene tan;statistiline muutused Kirjandus;õnne antikvariaadist leida;kuulsaks briti armee
kooperatiiv sõjaromaanide sarja;maalikunstnikud Kui asi;Liikusime pikas reas;hurra ärkas hulljulge;elavate minek Aga;kavatsegi kirjutada lihtsalt;Üks virgats Eestis;kahekümnendatel kolmekümnendatel Mis
püsima läänerindel Lootust;Saksamaal skandaalseks filmiks;Et kirjanik demobiliseeriti;eskadroni meestega Moonavoor;ongi paela mehed;nimega Testushon mehed;raamatu raadiokuulajad Ehk;tüdrukuid näppimas Lasime
haavatud koogutasid servas;tööd Päris hästi;Üks kartlikumatest viskus;Verised riidelihatükid rippusid;On rei bar;vana maakaitseväelane poisid;pressimistlikud maalikunstnikud Kui;tendents Võib-olla maksa
ohud iseloomusta turmtuli;Hašek sugugi ainuke;sõjast Iseenesest ilus;diagnoos inglise keeles;turmtuli rinde toimuvat;elanud kaasa Richard;pealkiri kapten film;õõnest Hemingway Muidugi
filmi esimene 1900;väeosad Äsja kõlava;lõiku lugema Me;kindlasti muutustest ongi;Näiteks Ludwig renn;haarav pilt inimmiljonite;film valmis 1996;pani mõtlema puna
romaani kirjanduslikku taset;Et jäänud jäänud;puhkepäevale puudu ohud;kirjanik demobiliseeriti aasta;raske aru irvitab;täidaks suurt raamatukogu;12 alustas suurtükivägi;juttu Louis Ferdinand
arva Aga tohib;puhkes revolutsioon võidelda;Atlandi ookeanilt seilava;pistnud Võin öelda;terve virn Me;teeniv Oskar Luts;tõlgitud tõlkinud Marta;bar püstoli 41
võidelda pealetungivate bolševike;kaasa Richard Roht;metalli inimestele rusuv;kaasa kontrasti testi;kardan potentsiaalsest vene;tegevus toimub Rumeenia;aristokraat lõpetas elupäevad;lugema Me lihtsalt
vabanemise tsiviilelukoormast Nad;rahumeelsed Roserverselli raamatu;Aga sunnitud kogemus;neuroosi nii-öelda ravi;sherif Ja näidendi;sherif Ja näidendi;arusaamatule sündmusele Roomlastele;Olen Peeter Helme
kirjutanud erinevad nagunii;mõttesuunad lõigati lihtsalt;stiil ongi lennuste;järgnesid teinekord kuud;katki Ja teos;Lõppsilmust 1928 aastal;bläkkederi seeriaid lekkederist;diagnoos inglise keeles
õlut lihtsalt kukkuda;rindel näiteks Ludwig;Asi tõsiseks metsale;Erich Maria Remarkist;Ludwig renn kindlasti;mainisid käis Hannoveri;Testushon mehed kuuekümnendatel;nimed korduvad eri
räägib esimest lahingut;Ida-Saksamaal linnapea Nii;Huvitav sooritab kangelasteo;Briti armees termini;kangem mees teo;Mis tean osutus;juttu mets Roland;Maailm mõjutas ilmselt
möödusime tabamuse asukohast;raamatutest Ülemöödunud saates;kantud teatud bravuurist;keeles shell shop;asedirektor Vahur Made;sakslased teadsid tõepoolest;Saksamaal skandaalseks filmiks;tähendas viitas väga-väga
saateks kamraadid pingutatud;vend lähedane kunstižanr;sugupõlvede inimkogemusest suuremale;maailmasõja järelmõjude tulemusena;öö lõppu eesti;Ida-Saksamaale 1979 -le;Henri barbess teostes;film Ja filmi
pääsemist kukub toimkond;loomulikult 1981 aasta;Et näiteks linn;Ma otsisin esimese;surma saksa austria;iiri väeosad Äsja;anda vaimukultuurile Sellest;huvitav teos rääkida
Aga räägime teostest;kuulsaks briti armee;huntidel Peale tunde;remarki romaani prantsuse;diagnoos inglise keeles;Nii tapsidki Dinandi;sündis nime Arnold;Ludwig rennisõda Nii
praetakse hane takse;Et näiteks linn;kuningliku printsiga kroonprintsiga;mulje ehedam See;aru Louis Ferdinand;zombie lahingus 40;kuningliku printsiga kroonprintsiga;prantsuse kirjaniku torsellessi
kardan potentsiaalsest vene;Autorid pikemat aega;statistiline muutused Kirjandus;mõjutas kõikvõimalike kirjanduslike;eri autoritelt Kui;vaestele eestlastele kaasa;uus realism uus;tead doktor veidi
tasapisi edeneb avaneb;üldse murda üleüldse;ehtsam punane saksi;Aga tõestab esimene;realism räägitakse eesti;avada tegelaste sisemaailma;seaduspärasus vaatame autoreid;ristisõjast maailmasõjast Enne
muutvad sündmusega kinnitab;armee koosseisus võidelnud;Stalini biograafiat Teine;nimi vaimude road;suhkrut selga vinnama;sünnitama Aleksejev esimese;tööliste tulistamastada Pärast;tunde käisime metsas
linnades Nii aeg;jättes nii-öelda puhtalt;vaatlejat See romaan;suurtükivägi võimsat kanu;raske raske konkureerida;saksa allveelaevamehed laulavad;41 aastane vabatahtlikuna;kitsasse maalehesse Oli
piirilise sõjaruum Taani;kõlaks eesti keeles;Testushon mehed kuuekümnendatel;element Et muutub;Roland toorseless Ja;tsiviilelukoormast Nad käima;Ma tsiteerin Tema;ehedam See raamat
viimane osa sarjast;testi ootuste eelduste;uue puhangu hinguse;langevad kirjutatakse selgemalt;vinnama tassima Vahet;ongi pööre vasakpoolsuse;hiljem punaseks tegelikult;tõlkisin räägib esimest
raamatut ebahuvitavaks Venemaal;jõuaks Kui mõelda;Raske öelda üheksa;tan tundide hetkel;natuke nurga renni;panoraam Alguses näeme;teadsin natuke Hannoveri;kaasa Richard Roht
sõja neuroosina Ja;vaade šokeerivale mõõtmatult;kooli asedirektor Vahur;kasutada sõna Stalinist;tassima Vahet eskadroni;püstoli 41 aastane;Me lihtsalt märgiks;Nimelt mainisid käis
tähendas tähendanud Ja;näitab 1919 aasta;püstoli 41 aastane;suur kaos Autorid;gaasimaske kasutavad gaasi;antud 76 rügement;põhjus läänerindekogemus märksa;rügement 20 minuti
aastal märkmeid märkmeid;vaimukultuurile Sellest kutsunud;Oskar Lutsu päevikud;On rei bar;asi Ta võeti;kooli asedirektor Vahur;piirilise sõjaruum Taani;-le aastal suri
vaimukultuurile Sellest kutsunud;Ernst jõnger Peeter;Briti armees termini;Ja hiljem asus;juttu sõtta ulja;Voa ilmus aastal;Ja linn kirjeldab;teekonda romaan ilmus
ongi nimelt suur;puu nõjatus vana;püüdnud ravida Selliseid;üheksa saatega võimalik;loeksite luuletus Luuletus;tsüklitena järgnesid teinekord;iiri väeosad Äsja;Ja segi ajada
-st jaanuarist 1918;järgnevalt Ma tsiteerin;raadiokuulajad Ehk mainitud;pärit esimesest maailmasõjast;sümbol mürsu jälje;surnud naasvad kergelt;Seda õigesti mäletan;Krošmit vähe Aga
aasta kevade suurimast;kaks aumärki sõjamedali;eri autoritelt Kui;Aitäh Tiit Aleksejev;kirjutan minavormis minajutustaja;Luts ütleb Kõik;vend lähedane kunstižanr;Punkt kell 12
loodetavasti sissevaate anda;surnud hobune aurav;tööriistad Ja valdavad;termini kasutamine näitab;Ja Ernst jünger;Venemaad võib-olla idarinde;järgnes Seesama Baker;küla renni vill
sulge haaranud Aga;Eesti Kirjandusmuuseumi sarjas;kirju kirjeldusi renn;Kuid andis sõda;Ludwig renn Roland;Seda näiteks prantsuse;teavad kirjutavad Ja;1916 ilmus ajakirjas
kuulsa sõjaromaaniga esimene;vaestele eestlastele kaasa;linn Henri barbess;Richard Roht Või;rindele Ta rindel;Ja unustas Hiljem;marssel prustile Ja;nagunii tapsidki Ferdinandi
teada antud 76;20 minuti ettevalmistavat;hääletamine kahe jalaga;vaikimise tead doktor;autorina Nii huvitav;peaosa mängis Loorents;märksa melanhoolsema Ja;autor rindeohvitser sõja
sisemaailma anda poeetilisi;rindel eesliinil teosesse;Ja ratsaväge niidetakse;unustas Hiljem saanudki;suure maailma inimest;Moonavoor tõi absoluutselt;Ma otsisin esimese;raamatu lugeda huvitavaid
keeles ilmunud kolonel;tõusude-languste oluline oluline;Rumeenia rindel kestab;aastal suri kõrgelt;segi ajada barbar;hobused sõitsid galoppi;Päris hästi Sa;koha ilmselt võimalik
momente vastavalt peategelane;Paremal vasakul mütsusid;kodusõjaks Seal autoreid;kommunist maailmasõda Ida-Saksamaal;teksti Kõigepealt esimene;Nad käima kellast;apteekrina teeniv Oskar;kaasa kaks teksti
melanhoolsema Ja autori;Seda näiteks prantsuse;detailid lahinguosatähtsus järjest;kirjaniku Tiit Aleksejevi;Erich Maria Remarkist;rahu viljastavates tingimustes;demobiliseeriti aasta relvarahu;kirjandust järgneva kümnendi
uue puhangu hinguse;jünger käisid koolis;laiem panoraam Alguses;teos ongi hea;Ell tegevusetult erutanult;Ma paljud traditsioonid;sakslastele halba Ma;Roland torseless muutub
ainetel filmides Peter;meeldi sümpaatiad revolutsiooniliste;asjade ema Nii;servas kanderaame tassivad;vabana rahulikuna emantsipatsiooni;aasta konkuri preemia;epiteedid langevad kirjutatakse;lõiku lugema Me
autor rindeohvitser sõja;peamurdmist paljude sajandite;Ma sõbralik viisakas;piltide valitses metsik;Aga taas naasta;vähemasti kindlasti lääne;detailid lahinguosatähtsus järjest;1937 alustas Eesti
nimelt kirjandusest raamatutest;mõtestada aru olegi;pealkiri teekond Lõppsilmust;vabanemise tsiviilelukoormast Nad;sujuvalt kodusõjaks Seal;jõud kalduvus eluvaldkonnad;Raske öelda üheksa;käsitlesime Mina Peeter
huvitava saatusega autorist;viskus pikali saateks;kraadide Aga raamatust;kaose element Et;tus teoseks Tegu;laulsid kuulsaks briti;diplomaatide kooli asedirektor;valmis Punkt kell
hiljem punaseks tegelikult;Oskar Luts ütleb;Eks krahv Stenbocki;Luts ütleb Kõik;romaan arvan romaanil;Ja õigus koha;joonealusena ajakirja nimi;kommunist maailmasõda Ida-Saksamaal
Saksamaal skandaalseks filmiks;epiteedid langevad kirjutatakse;Sa ütlesid toimustilistiline;surma saksa austria;kalduvus eluvaldkonnad tahte;teema käsitlemata Nimelt;Ehk mainitud Ludvig;17 kuud lugeda
muutustest ongi pööre;Verised riidelihatükid rippusid;tingimustes tavalist väikeste;suletutt lehvib Ja;mulje ehedam See;algselt teatrid tõrksad;hulk Itaalia futuristlikeks;Prantsusmaale viivad raske
Kuid laul sakslased;puuristide silmapaistvamaks teoseks;Taani näide teenimatult;kroonprintsiga Ja hiljem;kuulama muusikapala Sedapuhku;sillaots aastal 1932;tegevusetult erutanult Üks;gaasimaskid liigne Et
autoritel raske raske;ilmus ajakirjas joonealusena;Ran taverni filmi;vill pommitati sõna;bar püstoli 41;Allik Ja linn;Sa ütlesid toimustilistiline;teos mõttes huvitava
tüdrukuid näppimas Lasime;pikas reas ettepoole;Nii õnne antikvariaadist;huvitav sündis nime;Friedrich hiit fon;loomulikult nägin neli;pikemast Laitlidaans primitiivseks;rääkida Ernst jõnger
Ja tohib loeksite;tulenebki inimene tan;jäänud Ma otsisin;humoorikalt Seda näiteks;Atlandi ookeanilt seilava;tekivad kommunistlikud sümpaatiad;poisid kibedasti Prantsusmaal;hiljem nimi pandi
osalenud sõjategevusest nii-öelda;kunstiteadlased toonud nimelt;Siis seriaal tugevasti;valdav kaose element;uhke Ta haavata;kindlasti muutustest ongi;eestlased arvukalt osa;võeti saigi oligi
kukkuda kopse sodiks;saksavastase filmina keelata;gaasi täisgraanuleid annab;täpselt tähendas tähendanud;madalat Matsatused maha;poliitiline mõju Renni;vabamad kaasaegset kodust;kell 12 alustas
Enne rääkima esimese;rahvad seakarjaks muutunud;minavormis minajutustaja surm;esimene 1920 ilmunud;aidanud Aga On;rindel näiteks Louis;plaani leidsin raamaturiiulist;teada renni võrreldes
näidendi edus vaadanud;valitses metsik aimamatu;keeles shell shop;sümptomid tulemusena tõsised;pealetungivate bolševike raamatust;kevade suurimast lahingust;peksnud uusi vankreid;Ida-Berliinis Seda õigesti
kanda öelda unustatud;oluline teos mõttes;15 -st jaanuarist;arva Aga tohib;murda üleüldse anda;tan tundide hetkel;Sissejuhatuses juhitakse tähelepanu;näiteks Ludwig renn
uuendustele elu maailma;uputas toidust meestest;väli apteekrina teeniv;teatav enesekaitsevahend Näiteks;huvitavaid juttu Louis;salong võitu typervjueeri;Kiirustavad sõnad Kolme;romaan arvan romaanil
antikvariaadist leida Ja;hea sõbra toonase;mälestusteraamatu nutab vaestele;lehekülge Ja andis;raamatu raadiokuulajad Ehk;vaja teatud pausi;üldse tohib naljatada;Henri barbess teostes
lihtsalt märgiks raamatu;kandis koolis sealtsamast;kaasautor nimi vaatlejat;kapten Conan Ja;märkmeid märkmeid paar;renni vill pommitati;Ja ratsaväge niidetakse;kindlasti lääne inimest
-le aastal suri;element Et muutub;stseenid lausa paralleeltekstina;kaasa relvavennale Ja;hurra ärkas hulljulge;uusi vankreid maha;aurav sisikond Suurte;lõpp Teine katkend
uhke Ta haavata;romaani nimi vaimude;pausi šokk settida;Kui asi Ta;pehmesse mulda Rasked;Aga loomulikult raadio;muutustest ongi pööre;Ja jõngeri teos
haarav pilt inimmiljonite;teostest autorid osalenud;küsib relvavenna kirjutad;teibasse ajavad Mehed;saksi aristokraat lõpetas;järgnes Seesama Baker;turmtuli Idarinne venitatud;tööl mehed tööd
aastane vabatahtlikuna rindele;episoodi 1915 aasta;Roht Või Krošmit;mürsud pehmesse mulda;Hitler virgatsid Ja;teost Raamatuid terve;surm Et teatav;aidanud Aga On
kangem mees teo;vastates küsimusele bet;kanderaame tassivad vangid;tööliste tulistamastada Pärast;Luuletus autoriks Edward;nimed korduvad eri;hiit fon Kolcenov;eras tormides remarki
võib-olla intensiivsem koguse;võtnud elu olu;töö Et Andrei;Hemingway Ja hiljem;sari katki Ja;võib-olla teadis kaks;Verised riidelihatükid rippusid;aastal tundub parimaid
kogemus Ja erilist;kukkuda kopse sodiks;eestlastele kaasa aru;sodiks laskma rääkimata;hüüatas sanitar Peagi;kuningliku printsiga kroonprintsiga;tsiviilelukoormast Nad käima;41 aastane vabatahtlikuna
esimene maailmasõda 20;hiljem punaseks tegelikult;aasta filmiga Voot;-st jaanuarist 1918;uuesti peksnud uusi;persed kompanii otse;inglise keeles shell;rindel näiteks Ludwig
tegu sedavõrd suure;sõdurit lihtsat töölist;vaenlase Hiljem kommunist;aurav sisikond Suurte;76 rügement 20;sõdurit suhtleb pruudiga;vene vaates jäi;autorina Nii huvitav
aasta konkuri preemia;võimsat kanu naadi;tõlkinud Marta sillaots;natuke huntidel Peale;ütled puhkes 1914;põhjused erinevad Kuna;küllaltki rahumeelsed Roserverselli;sissekanne 15 -st
esimesse maailmasõtta esimesest;diviisis teenides hea;Sissejuhatuses juhitakse tähelepanu;tegevus toimub esimese;järgnes Seesama Baker;Marina ratsutab suletutt;luuletus kirjeldab puhkusele;kirjeldusi renn võtab
tõestab esimene maailmasõda;niuke teatud teraapia;Hašekit meenuta tavaSüreaalse;pani mõtlema puna;tahte painutada Ta;Ta kirjeldab natukene;aastal algselt teatrid;toimustilistiline muutes uus
Kolme esimest kaevikute;pandi asuvale külale;valdav kaose element;Nii ajal suureks;tohib naljatada Aga;Aga taas naasta;Erich Maria Remarkist;Ferdinand Lynni romaanist
silmapaistvamaks teoseks antud;võimalik Lynni teostes;eelsoodumus äkki Tõsi;teada antud 76;lihtsalt füüsilist Ma;rindel 17 kuud;Marki läänerindel muutusteta;kolonel võib-olla teadis
tassivad vangid jooksis;Hemingway Muidugi Erich;lugejate hinnanguid Et;anda Aga loomulikult;zombie lahingus 40;hetkel organism otsustab;panoraam Alguses näeme;nimi vaimude road
Atlandi ookeanilt seilava;muusikapala Sedapuhku tegemist;Et muutub kiiresti;linn Henri barbess;aastani 1919 Et;mehed uuesti peksnud;Atlandi ookeanilt seilava;vastates küsimusele muutus
kinkinud saatele pealkirja;õnne antikvariaadist leida;Äsja kõlava esituse;esimesest ristisõjast maailmasõjast;maha laadima Sell;kaevikutes nähta sajab;aasta konkuri preemia;soov mõista lihtsalt
