EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
bask taristik Sydicy;võib-olla Ninger traditsioon;aafrika traditsiooniline muusikainstrument;produtsent aafriklane värske;köitev element mitmekesisus;eikellegimaa muusikal sõna;maa rahvamuusika suund;kõnelema Nigeeria muusikaline;pealegi nägerlane maailm
stipendium edasine õping;meloodia iseäranis rütm;muusika üldisemalt võib-olla;võistlema Lääne-Aafrika hästi;rütmiline köitev element;maa laulma toimuma;tänane silt eikellegimaa;eikellegimaa muusikal sõna;aafrika traditsiooniline muusikainstrument
Euroopa usaldusväärsem spets;tänane päev kõlbavomaa;teadma aafrika laine;-te aasta lõpualbum;uus pidevalt kujundatav;laulma viimati mõistulugu;muusika hea inimene;originaalpealkiri muusik vabamaal;laskma nii-öelda inimene
leidma Mandingo projett;kitarrigeenius Talifarcatu maailm;võistlema Lääne-Aafrika hästi;uuem 90 -te;noorem tunnistama küps;tänane silt eikellegimaa;kullakallis kuulama rahvas;Senegal muusik võrdlema;sagedasem suhtlemine maailm
panemine vana asi;ilmaletulek eriti veider;kuulaja raadio raadio;Paavo maal usutlema;noorem Enam-vähem kindel;kõla aafrikapärane rütmika;teadma laul rääkima;Kambja muusika talend;eksperiment nii-öelda akustiline
häälestama vanem kord;maa päritav muusik;laine muusika häälestama;aasta muuhulgas Bubba;puturism neutraalsus tehnitsism;meloodia iseäranis rütm;harmoonia rütm maa;muusika täht Paabomaa;oskus õpetamine laskma
Craiet kultuur kandja;tuur nimelt iidne;kahvanäoline kuulaja võib-olla;euro pagi muusik;osalt üld saadavus;teadma laul rääkima;kuulama kord teadma;aafrikapärane rütmika meloodiline;ilmtingimata lörri maailm
paik pärit artist;muusika tähendama vaba;kuuldav rahvuslik eripära;mängitud arust tegelane;uus laul mall;aeg pärit kuuldud;mängima täna sõnagallasebavam;Babamaa mängivad-laulama järgnev;äratama Aafrika mall
ootamatu õnnestumine intuitiivne;maailmamuusik otsimine sagedane;eripära Aafrika kahtlemata;pealegi noorem Enam-vähem;silmanähtavalt noorem tunnistama;kirglik melomaan hästi;jätkuvalt kõlama tänaseni;Pavomaan arvama muusika;orkester lõigatsioon sekk
muusika simema kai;säilima selgesti kuuldav;album ilmselt maal;raadio kaks parasjagu;arvestatam aafrika artist;kirjutama kullakallis kuulaja;segadus paistma siginema;muusik olemine tähendama;olemine tähendama skulptuur
iseäranis 90 -te;jutt puhumine mõistagi;euro pagi muusik;Popp eksperiment nii-öelda;sünd tegelikult seonduv;laul mall kõla;seniks Haile sassi;põhjapiirkond Fulaan rahvamuusika;paratamatult kodumaa nii-öelda
Richard turillo muuhulgas;juhtuma võtma popmuusik;rokkmuusika enamik kuulaja;paik pärit artist;saadavus mõistetavus pretendeerima;laulma toimuma 80;tähendama voolaf rahvas;menu muusika hea;ülekaal plaat lõpulugu
