keyphrase;score
funktsioon argument no;0.8534
argument no esimene;0.8378
pidamine funktsioon argument;0.8198
argument esiteks lihtsam;0.8183
esimene argument esiteks;0.817
argument rääkima riik;0.8057
küttim ühesõnaga argument;0.7991
andma toetus küsimus;0.7985
esindama kallis valev;0.7965
asutus toetus andma;0.7959
reaalse laeng saamine;0.7952
300000 euro ulatus;0.7947
seitse meeter sekund;0.7947
andmed rahvaarv vähenemine;0.7934
prioriteet nimetama peeter;0.7934
kontroll näiteks pais;0.7932
negatiivne muutuma inimene;0.7926
näiteks pärane kogus;0.7924
arvama suhteliselt panustama;0.792
ühing minister rein;0.7919
kamandama solgutama test;0.7918
langema inimene hulk;0.7899
kaugele algne idee;0.7897
toimuma liikumine otseselt;0.7895
uus spetsiaalselt näitus;0.7888
asi natuke personaalsem;0.7886
papadima kinnitama erasektor;0.7885
olukord kirjeldus osas;0.7879
noorematestan koht bornholm;0.7878
osaühing nordic hotels;0.7869
ütlema toetus andmine;0.7869
lausa tegelema valima;0.7868
meeter sekund külm;0.7868
ütlema erasektor roll;0.7859
kahju tekitamine arv;0.7855
rein lang ütlema;0.785
info põhjal langetatud;0.7842
inimene hulk varem;0.7841
paide ilm öösel;0.7839
kontroll tagama kala;0.7838
võtma ainuke asi;0.7833
kaks seitse meeter;0.7831
inimene uskuma riik;0.7828
süsteem tõhus saavutama;0.7827
direktor vahur kraft;0.7826
sadama puhuma kagu;0.7826
madal kolmandik vastanu;0.7822
tagama finantseerimine taastama;0.7821
kahju vaatama kahju;0.7819
väljaränn madal sündimus;0.7819
omakapital moodustama aktsiakapital;0.7818
selts asutaja enn;0.7818
uku toom minister;0.7817
gümnaasium reform tulemus;0.7817
andma märk usa;0.7814
organisatsioon asutus toetus;0.7814
inimene harjuma euro;0.7813
kaks kolmandik toetama;0.7811
asi roos prill;0.7809
antav haridus hea;0.7808
muutuma inimene hinnang;0.7806
eri paik enn;0.7801
toimetaja uku toom;0.7801
enamasti kaugemal gümnaasium;0.78
minister rein lang;0.7796
installatsioon kaugele algne;0.7793
esiteks lihtsam raamat;0.7793
andekas pääs gümnaasium;0.7791
nordic hotels eesti;0.779
korrespondent kenk raplamaa;0.7789
asekantsler kalle küttim;0.7788
küsitlus tulemus küsitlus;0.7786
piirkonniti kättesaadav toimiv;0.7782
tiitel kultuur metseen;0.778
kirjeldama kerge raske;0.7779
tns emori uuringujuht;0.7771
