EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
FBI pöördus;Oleks küberkurjategijad;FBI pöördutakse;Tänu sotsiaalmeediale;valida kujundada;Näiteks veendunud;Kaheportaal Kristjan;vaktsiinist hetkel
Föderaalse Juurdlusbüroo;eristamiseks Oleks;küberkurjategijad rumalalt;keskmisest nutikamad;andmed vajaliku;enesekindlust Näiteks;Oleks küberkurjategijad;hoiatavaks näiteks
inimesed Covid;loll Viiruse;Juurdlusbüroo FBI;sfääriga Sellisega;vaja logida;ahnusele hirmudele;hoiatatud FBI;Paraku vaatab
Kelmid lihtsalt;Juurdlusbüroo FBI;Oleks küberkurjategijad;Kolmandaks enesekindlust;arvutile kõikjale;ahnus enesekindluse;küberkurjategijad rumalalt;Nendele ettevõtetele
Viiruse põhjustatud;alatuid Libakorjandusi;viiruse varjus;Oleks küberkurjategijad;informatsiooni linke;peituva ahnuse;Juurdlusbüroo FBI;Aga kahjuks
lühidalt öeldes;sekunditki ootama;hirmudele Kolmandaks;arendamisesse Tegemist;usu aidata;inimese mõjutamise;aadressirida Kahtluse;lihtsalt ootavad
petmiste strateegia;kuritegevuse Tööriistade;sotsiaalmeediarobotite näiteks;rebitud andmebaasidele;eetris portaal;hirmu ahnus;varasemaid portaale;54 miljoni
julgustavad uudised;aeglustumisest Pakutakse;väiksema ohvrite;Mida keskmisest;avalikult valideeritud;Inimestes peituva;petturitele lihtne;situatsiooniga Riigi
ettevõtete abi;Palju häid;ähvardava viiruse;Vormilt rikkalikum;kombinatsioon harva;petturil mõjutada;portaal tehnolooga;kahjuks kasutavad
sideteedel Infomägedes;informatsiooni Lisaks;näiteks viiruse;sünnib kombinatsioon;inimesi headust;mõjutamise paljudest;tahtjaid Viirusest;reaalne tõsine
petise mõtte;Covid 19;ahnusele hirmudele;Pakutakse lihtsameelsetele;asja saamiseks;äravahetamiseni sarnased;kapitalipaigutus kuritegevuse;soovida Paraku
viiruse epideemia;lihtne valida;2019 aastal;veebi pangakontole;valest eristamiseks;hirmudele Kolmandaks;sokutadades internetikeskkondadesse;FBI pöördutakse
sihtrühm Tänu;maksusoodustusi seoses;Õige valest;mürgiga Veebilehed;logida lisatud;enesekindluse tõsise;rikkalikum petmiste;inimesed Miks
Palju häid;majanduslikult keerulise;sekunditki ootama;sokutadades internetikeskkondadesse;ohtri arvutile;näidetel hoiatatud;pöördus 2019;suur raha
Juurdlusbüroo FBI;sokutadades internetikeskkondadesse;loll Viiruse;väidetud Kodulehel;kommentaari esitab;lahutamatud hirmu;miljonit pettusi;emotsionaalsele raputavad
FBI pöördutakse;tegelikust suurusest;petturitele lihtne;allegoorilise apteekri;saamiseks loomulikult;hoiatavaks näiteks;inimesed Covid;veendunud hõlpsalt
osa kapitalipaigutus;pettusi varitsenud;miljonit pettusi;Föderaalse Juurdlusbüroo;harva esinevate;Kolmandaks enesekindlust;saamiseks kaks;USA dollari
Kuivõrd olukord;USA dollari;ootavad inimesi;ohtri arvutile;tabab reaalne;pakkuda ähvardava;19 viiruse;kolm miljardit
võimalikest meetmetest;ettevõtete abi;tüssata keskmisest;petmiste strateegia;kontrollida räägitakse;petmiste strateegia;eetris portaal;suudaks FDA
kuritegevuse Tööriistade;mürgiga Veebilehed;Inimestes peituva;informatsiooniga Kummalgi;hetkel paistab;eriolukord näiteks;Miks pakkuda;miljardit USA
portaale R2;dokumente Sisuliselt;tahtjaid Viirusest;Andmejärvedes tegutsedes;näiteks levitada;valest eristamiseks;vargad kriisivalmiduse;inimesi tabab
käitumist Kuivõrd;paistavad ametlik;varjatud vaktsiinist;Sellisega varasema;olukorra kirjeldus;võimalusi ärakasutava;ähvardava viiruse;Näiteks veendunud
