keyphrase;score
tähendab;0.9772
tegelesid;0.9504
läänemeremaad;0.944
hormatsestas;0.9407
ristitütar;0.9387
ristipojad;0.9382
nii-ütelda;0.9365
sünnikohta;0.9309
reisivad;0.9304
meeldima;0.9297
ärasõidu;0.9291
veebidule;0.9291
sõitsin;0.9285
vaatasin;0.9271
järeloodi;0.9267
sugulasi;0.9259
rosiiniusama;0.9252
otseteed;0.9246
reisi;0.9245
igatses;0.9243
vannid;0.9243
küpses;0.9239
täitsa;0.9234
tavalisel;0.9234
toimetajaga;0.9228
sagedamini;0.9224
vestlesime;0.9222
austraallane;0.9217
ühiselamus;0.9213
melbourneis;0.9209
kivikivid;0.9205
rändasin;0.9201
põhja-queenslandis;0.92
hotellis;0.92
rääkisid;0.9187
nägin;0.9187
hoolega;0.9182
külastasin;0.917
ütlesite;0.916
vabanesin;0.9156
inglismaa;0.9151
arstidega;0.9146
vaadata;0.9144
kanakasvatajat;0.9141
eriliselt;0.9139
tulitegi;0.9137
põhjalikult;0.9136
kuulsite;0.9134
härralaidiga;0.912
kodakondsuse;0.9118
silbist;0.9116
asuvates;0.9114
veedavad;0.911
eestimaad;0.9109
mõtlen;0.9104
toredat;0.9103
kiitmisele;0.9098
jõudis;0.9096
väheste;0.9095
otsesele;0.9088
üheksandal;0.9086
londoni;0.9085
elektoraadi;0.9068
väikse;0.9063
meeleliigutus;0.9062
unustage;0.9052
kutsetage;0.905
ligemalt;0.9048
ilusaid;0.9046
lennukega;0.9044
sootisse;0.9042
hoolitsetakse;0.9029
grafiti;0.9028
tervisele;0.9027
välis;0.9022
kilomeetrit;0.9014
jõudsin;0.9011
kanakasvatusega;0.9006
veda;0.9002
eksi;0.9001
päiksevanni;0.8998
enamistelist;0.8995
päevas;0.8988
esin;0.8985
jäneseküttimisega;0.8974
päev;0.8968
tarvitada;0.8966
sotsija;0.8959
valutama;0.895
parandamist;0.8948
mäletan;0.8947
pärisi;0.8947
maid;0.8923
mustamäel;0.8921
sailistada;0.8918
austraalias;0.8915
lapsele;0.8904
uuesti;0.8903
pargid;0.8881
austraaliasse;0.8878
pealmised;0.8876
suurem;0.8872
kaugelt;0.886
kuuluvad;0.8858
lubadel;0.8846
elavad;0.8837
rohkemgi;0.883
kahjuks;0.8823
kuused;0.882
ravisi;0.8814
mererand;0.8798
natukene;0.8793
kord;0.8759
reisija;0.8751
asundus;0.8729
lüpsifarmis;0.8717
asja;0.8709
tuttavat;0.8692
korraldasin;0.8689
tihti;0.868
võtta;0.8677
hästi;0.867
täitmine;0.8646
sõjaväest;0.864
härra;0.8638
peatas;0.8638
tallinnaga;0.8635
austraaliast;0.8634
viis;0.8633
harvem;0.8631
sedavõrd;0.8623
keisrit;0.8596
säilinud;0.8567
ümbruses;0.8561
kõvasti;0.8555
hampshire'i;0.8537
linziin;0.8535
võib-olla;0.8531
julgeolekunoor;0.853
lõiga;0.8513
jäid;0.8496
külaline;0.8485
kodumaale;0.8472
no;0.8458
jumal;0.8451
elas;0.8421
eluks;0.8412
käisin;0.8392
maastik;0.8365
neli;0.8357
valmis;0.834
rootsile;0.8311
meelde;0.8304
reis;0.8303
kaks;0.8298
eesti;0.8285
ludwig;0.827
riikides;0.8213
leidnud;0.8167
elama;0.8154
100;0.8146
mere;0.8095
lapse;0.8036
võeti;0.8026
sydneys;0.8015
aval;0.7943
eriti;0.7892
inimest;0.7876
pirita;0.784
astroloog;0.7816
aimugi;0.7811
vend;0.7776
koha;0.7741
tuttavate;0.7722
kohti;0.7664
ajal;0.7642
luba;0.7638
öelda;0.7576
külad;0.7443
aeg;0.7429
teaduslik;0.7424
jäi;0.7421
rajoonid;0.7397
25000;0.7319
võimalus;0.7144
lapsega;0.7134
40;0.6999
lasteaiad;0.698
thompsoni;0.6967
muljed;0.6832
poeg;0.6677
new;0.6493
passi;0.6288
asi;0.6035
1927;0.5857
;0.5718
juunil;0.5653
raha;0.5474
kirik;0.4533
sea;0.3316
