keyphrase;score
seisuga eesti riikide;0.7525
eesti rahvusvahelise konkurentsivõime;0.7057
eesti võrreldes aastaga;0.685
optimistlik eesti väike;0.6483
linastunud eesti televisioonis;0.6415
protsendini räägime euroopa;0.545
sloveenia välisministritele ajakirjanikele;0.5005
raadio uudistele tartust;0.488
eesti 2007 aasta;0.4804
uuesti eestist keskkonnaministeeriumi;0.4791
ulatuses üksnes ungari;0.4548
liidu laienemisvolinik olli;0.4543
sloveenia teatas toetab;0.4532
koostöös baseerub lausanne'i;0.4511
liidus 10 võrreldes;0.4501
konkurentsivõime aastaraamat 80;0.4494
informatsiooni ühismõõtsustatud riigid;0.433
arvamusküsitluste põhjal võidab;0.4243
tribunali euroopa liidu;0.4228
puudulik pakendiorganisatsioonide huvipuuduse;0.4222
maailmaturu konkurentsi nõrgad;0.4093
gruusia presidendivalimiste tõenäoline;0.407
serbiaga jaanuaris laienemisvolinik;0.3999
piiri venemaa hulga;0.3927
hoiult ameerika ühendriikidest;0.389
uutest riikidest parimad;0.3889
luksemburg tõusnud aasta;0.3851
avastusuuringud küsitluste maakondlike;0.3775
eesti sõjamuuseumis avati;0.3769
nõrkadest kohtadest 2001;0.3766
suhteid venemaaga ilmast;0.3736
sageli puudulik paljud;0.3733
ühingu aastaauhind jagamisele;0.3679
aiovas annaks kandidaadile;0.3622
probleem lahendatud ametimeestest;0.356
portugal tšehhi leev;0.3547
organisatsioone endiselt no;0.3505
kolleegid venekeelses trükiajakirjanduses;0.3499
liidu esindajad arutasid;0.3476
luksemburg taani luksemburg;0.3471
leppisid tänasel kohtumisel;0.3459
juhid leppisid usa;0.3454
aastal arv katastroofiliselt;0.3447
näitaja rahvuslik koguprodukt;0.3385
organisatsioon eesti hai;0.3355
paranenud arvan kohalik;0.334
teatas valmis opositsiooni;0.3296
teatas toetab assotsiatsioonileppe;0.3294
lausanne'i juhtimisinstituudi analüüsil;0.3284
autiitli saanu lõppenud;0.3275
arutama usa-s new;0.3206
3 protsendini räägime;0.3192
riina eentalu kuulmiseni;0.3118
tšehhi leev kuum;0.306
liit mures õue;0.3048
riigina 200 maailma;0.3044
arvan 2013 -ks;0.3002
teaduslik infrastruktuur euroopa;0.2995
julgeoleku koostööorganisatsiooni vaatlejate;0.2972
seitsmekümnekohalise näitab edumudeleid;0.2949
toimetaja riina eentalu;0.2916
22 juhib usa;0.2898
konjunktuuriinstituudi juhtivteadur leev;0.2893
avatud vaatajatele nädala;0.2887
arvan nõuded suures;0.2884
edulugu saavutanud häid;0.2866
filmiajakirjanikud kuulutasid aasta;0.2846
tööturg infrastruktuuri positsioonides;0.2799
segadus valitseb uue;0.2778
leev kuum optimistlik;0.2778
äritegevuse efektiivsuse valdkonnas;0.2756
esitasid keskvalimiskomisjonile kaebuse;0.2748
2009 aasta septembris-oktoobris;0.2746
ähvardanud valitsusliidust lahkuda;0.2742
mladić oodatakse bosnia;0.2738
-ks aastaks välismaalt;0.2721
teada 2004 üllatusena;0.2721
kohaliku omavalitsus toetab;0.272
tahame parandada kaotaks;0.2711
kuus saartel miinus;0.2697
ringleb maailma festivalidel;0.2672
2007 vahendab uku;0.2665
võidab demokraatidel barack;0.2651
juhtumitel lihtsalt lükatud;0.2636
tulevik kolmerti valitsusse;0.2631
heanaaberlikud suhted piiri;0.2624
ootavad üleandmist leidmist;0.26
abivajajaid viis protsenti;0.2598
tihedamad lumepilved ida-eesti;0.2581
kindlasti kergemini sündmusi;0.257
kogumissüsteem nimelt pakendi;0.2555
inimestele ekspositsioon nii-öelda;0.2547
300 erinevat näitajat;0.2534
seisuga 900 avaldust;0.2525
inimestele ümarate valikukriteeriumite;0.2523
tasuks alahinnata muuseumi;0.2512
vellemaal liikumise võimalust;0.2498
rahulolematud linnas ootab;0.2429
näed tulemust eleme;0.242
kummeli tänaval kuuerühmalist;0.2394
nii-öelda lisarühmi luua;0.237
vaatame ütlema teistmoodi;0.2325
diaga õigusi tegelikult;0.2284
ligikaudu 4000 leibkonda;0.2278
majandusarengule majandustsükkel muutumas;0.2244
märksõnadeks välisinvesteeringud hinnad;0.2235
kolmandat korda auhinna;0.2225
sportlastele kõrge ambitsioon;0.2217
cnn-ile antud intervjuus;0.2194
veebruari-märtsi piirkondlikul tasemel;0.2181
võtmeküsimuste näiteks piirid;0.2173
sotsiaaltöö kõvasti hoogu;0.2145
saalis eraldi muusikatuba;0.2104
algatada sisulised rahukõnelused;0.2085
riik ägab visioonikes;0.2068
juhataja boris goldmann;0.2065
allkirjastamist jaanuaris kolleege;0.2041
toimima jätkame sõnumitega;0.2028
lottes tööle kuus;0.2016
positsioonides tervishoid keskkond;0.2004
uku toom küsis;0.2004
aastal lõpeb kolmeteistaastane;0.2003
odava rahaga maha;0.1993
omanikega kokkuleppele jõuda;0.1993
parimad konjunktuuriinstituudi direktor;0.199
rakendamise omakasupüüdmisel mõistlikuks;0.1988
ööl sajab mandril;0.1977
tähistamise aasta vabadussõja;0.1958
riigid võrreldatud patta;0.1942
saakašvili tahab uuel;0.1881
kraad homme liiguvad;0.1845
normaalselt võib-olla paari;0.1843
maali laureaadid valisid;0.1829
uue jäätmeseadusega hõlma;0.1813
kuritegude haagi tribunali;0.1809
väljatõstmine tõnu karjatse;0.1774
edelatuul õhutemperatuur miinus;0.1747
eluaseme kulusid maksta;0.174
jäätmekes ettevõtet kinnitasid;0.1728
kiired ühinevad maja;0.1714
pretensioonid lihtsalt süüdistused;0.1706
järjest inimesi kardan;0.1677
jaapanist magalafilmi inimesed;0.1674
kaks langenud nii-öelda;0.1671
paigaldamist hädapärast vaja;0.1668
abstraktseks sündmuseks objektiivselt;0.1656
võrdlused baseeruvad näitajale;0.1644
tähtaeg võimaldas tagastatud;0.1633
uurimine olulisemaks võib-olla;0.1602
kuu intensiivset tööd;0.1579
novembris detsembris avatakse;0.157
stabilisatsiooni assotsiatsioonileppe esimene;0.1564
mõiste vee nõrkade;0.1564
hampshire'is algas hääletus;0.1554
116-le lapsele jätkab;0.1552
osa ruume valmis;0.1548
lehekülge täis fakte;0.1537
hea suuremad jäätmekes;0.1535
abiminister hoiatab siinjuures;0.1531
elavatest inimestest elu;0.1524
tegeleda mänguga õues;0.152
new hampshire'is algas;0.1508
vaatlejate missioon teatas;0.1506
singapur hongkong luksemburg;0.1432
georgi mõõk organisatsioon;0.1414
tuhhi tartus avati;0.1358
magalafilmi inimesed üldse;0.1357
14 meetrit sekundis;0.1349
ukse film sügisball;0.1332
arhiivideebeedikutest eraisikute hetkel;0.1321
paavo kaua räägitud;0.1308
lasteaed lotte endises;0.1284
eskiisprojektide koostamine avada;0.1257
võtab päeva stuudios;0.125
suureneb majandusministeeriumi abiministri;0.1184
mccain võistlejat mitt;0.1179
lotte endises hiinalinnas;0.1164
fenoveerides arvan 2013;0.1137
pakendurnitsioonid keelduvad konteineri;0.1108
näiteks skp-le jagate;0.1068
põgenike tulevik kolmerti;0.1013
rahvusvaheliselt tuntud õunpuu;0.0984
südames arhitektuurne lahendus;0.0982
tagastatud majade üürnike;0.091
palestiinlaste president mahmoud;0.0909
teoreetiliselt usun kujunevad;0.0855
jonathan austraaliast veiko;0.0801
inseneri aumärgid meeritakse;0.0728
elu lavastanud alkohol;0.0618
lörtsi puhub lõuna;0.0593
näituse avas kaitseminister;0.0557
usa 71 koma;0.0516
kuum annab raamatule;0.0463
lasteaeda lasteaed noorte;0.0419
juudi asunduste ehitamine;0.0363
lemon katseitsi laadse;0.0063
restaureerimisel avati täna;0.002
vambola paavo kaua;-0.017
vormida püramiidi tippu;-0.0314
imetoredad mängukoridorid projekteeritud;-0.0326
