EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ülikool ranking;riigikogu minek;keelekava projekt;nägema keeleteema;number kule;arutama eesti;eesti keelepoliitika;koostama keelekava;võib-olla täna
aine õpetaja;näiteks it-sektor;keelestrateegia muudatus;üldse eesti;arvama number;arengukava eesti;keeleõpe eesti;arengukava eesti;eestikeelne haridus
õel keelefoorum;kultuur arengukava;kahtlemata keelepoliitika;teadusministeerium serv;täpne number;probleem eesti;arengukava eesti;rääkima seis;ühine seisukoht
arengudokument määratlema;tulevane keelepoliitika;keeleinspektsioon ministeerium;võitnud koalitsioon;punkt selge;poliitika eesti;probleem eesti;keelefoorum sügis;osas otsus
olulisem õppeaine;olukord halvem;keel ajalooline;sõda konkreetselt;tase näiteks;õpetaja eesti;täna eesti;keeleinspektsioon ministeerium;kindlasti tegelikult
arengukava võib-olla;ettekanne rõhutama;keelepoliitika meediakoht;liige püstitama;dokument arvama;kindlasti eesti;õpetaja eesti;vaja eesti;teema võib-olla
teadus füüsika;põhiline asi;nimelt inglise;vene publikatsioon;mõte defineerima;motiveerima eesti;missioonitundeline eesti;poliitika keelepoliitika;korrastama täpselt
maisus hargmaine;st majandusharu;projekt ebaõnnestuma;14 sinnakanti;number ütlema;nädal eesti;kavandama keelepoliitika;probleem eesti;lähtuv seadus
kõrge tase;otsustama juht;eesti keelenõukogu;ots konkreetne;defineerima täna;keelenõukogu partner;eestikeelne täitma;eestikeelne õppekavu;konkreetselt tõenäoliselt
hea keelekasutus;kirjutama teadus;heebrea keel;riigimeedia korraldatud;dokument üldisem;eestlane lõimuma;keel aasta;valmis keel;tähendama võimalik
