EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
hästi provision;märtsikuu kavatsema;jääma euroopa;baltika esialgne;argument no;eesti vähenema;eesti vähenema;täna eurobaromeeter;küündima väga-väga
ootus ühekordne;kaevandamine seotud;arvama eestlane;kultuurisõber 2011;funktsioon argument;baltika hoiatama;kasvama eesti;uudistetoimetus kokkuvõte;aasta 1205
valgus valgus;lihter valgus;eurobaromeeter küsitlus;tegutsev gümnaasium;argument esiteks;täna eurobaromeeter;euro eesti;seisma kümme;tõeliselt vaba
äriseadustik netovaranõue;oluliselt ettevaatlikum;eesti langema;järjekorranumber 18541;esimene argument;euro keskkonnakaitsesuun;komisjon eesti;rahvusringhääling raadiouudis;suunas aasta-aastalt
aeglustumine rumeenia;koolireform teostamine;koolivõrgupidaja jätkama;toimetaja uku;argument rääkima;eesti pank;eesti riigieelarve;kultuurisõber 2011;aasta-aastalt langema
nägemus maakond;majandusprogramm sõna;ukraina suurendama;ilm veidi;erasektor roll;protsent eestlane;slovakkia euroopa;aasta-aastalt langema;maakond koolivõrgus
mõiste kunst;uuring tulemus;registreerima austria;eri tiitel;negatiivselt inimene;teatama vene;eurobaromeeter küsitlus;243000 koht;ümbrik üleandmine
elukvaliteet lausa;langema kalakaitse;aeglustumine rumeenia;2011 nordea;seitse meeter;langema kalakaitse;baltika ootus;jätkama välisuudis;no esimene
meediakajastus meedia;slovakkia euroopa;vähenemine registreerima;keskkonnaministeerium andma;valev sein;eestlane euroopa;eesti usaldus;elanik rahulolu;võrk järk-järgult
info põhjal;majandus tugevnema;ungari itaalia;kultuuriminister kultuurisõber;hästi provision;euroopa komisjon;madalam euroopa;rääkima riik;majanduslik olukord
