EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Los;Merivoo-Parro;T-särki;;eesti;raadiol;Lääne-Euroopat
Dragons-i;Meisterjaanieilne;eurosson;ükski;case;Lääne-Euroopat;muusikaekspordi;tänavamuusikalid
Pärnkontsert;maagiat;muusikaekspordi;lisatuled;the;publikule;Kuulake;võib-olla
vabaaiakest;Äsyli;Erik;Järgmisel;artist;Eurosonic;maarjaMoonüürik;rääkides
Tallinnas;piisavalt;Lääne-Euroopat;ilusti;head;Saksamaal;eestlasest;ongi
tsiviilelus;Frederick;artistidega;vahetult;nooremad;Stockholmist;Järgmisel;vaadata
Groningen;Oleks;vältida;no;andmed;kuulake;Meie;10
sünnipäevad;;saadet;artisti;after;Groningen;Nii-öelda;nii-öelda
checki;algusesse;ester;kindlasti;they;rahvusringhäälinguprodutsent;Tänaseks;esine
vaatamisväärsustega;hea;laulda;nimetada;sound;Zagrebis;Väga;tõmbaksid
Rajasaare;suvalisi;jõuame;intervjuude;roll;raadiol;esmakordselt;nelja-viite
lauluhäälest;graafiline;Ewert;Clazznberi;integreeritud;klubis;alternatiivrokkbändid;varem
pakaksise;Tema;Kristo;uue;satud;konverentsil;vaatasin;ettevõtmine
