EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Montrös;Euroopas;tähendab;;šveitslaste;Šveitsi;esindatud
õnnestunud;koostööd;Šveitsi-Prantsuse;suurimasse;number;turistidele;reisijuhiks;tõeliselt
olümpiakomitee;läheduses;Schenev;ainukene;;raadiokuulajale;Genfi-suguses;majanduskeskus
Tallinnas;piimhappebaktereid;keskuseks;prantsusepärased;defineerima;audiorännakuks;Jaapanisse;võib-olla
vaatamisväärsustest;Zürichis;;lõppu;pass;kuulajad;Lõuna-Saksamaale;inimeste
Coca-Cola-le;ülikriitiline;Genfi-suguses;valdavas;valida;diplomaadid;Seltskonnauudised;võimalust
Lükkasin;;Lõuna-Saksamaale;anymore;transformeerub;saabuvad;naaberriigid;patseerivad
valehambad;Ühel;välismaalastega;olümpiakomitee;komponent;võõras;Eurovisiooni;hotell
idaeurooplane;ekspordiartikleid;CERNi;immigratsiooni;head;kõikjale;Suusaparadiisid;vaadata
Rooberland;regulaarselt;peituvad;elas;happen;Eurovisiooni;lennujaamast;toitu
koostööd;sümboolikat;kultuuriürituse;baseerubki;vaated;riigiga;eestlastest;seotud
